cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
128,1058.178744,405.3446957,2684.645942,64.7605599,1.063547667,68.77294686,339.213628,2343.371159,66.91491304,33.08508696,0.990194995,0.939871327,1210.412761,993.378562,281.2249591,34.09148592,98.86774619,5.159688897,0.139107492,38.29676711,166.0238918,378.1080093,4.687361591,4.687361591,0.104507315,0.025574842,140.8666846,145.8699723,207,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
45,553.6376812,414.5708213,2521.867101,62.33004155,1.076624667,36.71497585,298.1246957,2185.396135,72.79950193,27.20049807,0.950486043,0.934418509,1209.646665,803.5451871,130.3638267,38.11548559,126.6720279,4.245086993,0.095813538,13.28481569,62.98460044,293.1406026,4.662005919,4.662005919,0.103425947,0.028535707,111.4286426,101.8634349,207,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
19,757.6666667,394.2807488,2312.822657,76.47319662,1.107358754,43.56521739,386.2855024,2295.415507,74.96039372,25.03960628,0.990098773,0.944447188,845.2504698,851.2979241,231.4613558,32.58967449,138.1087456,3.172159259,0.128023256,30.04744384,154.9836846,410.9239735,5.695847812,5.695847812,0.091000323,0.031467723,72.50117261,158.6919822,207,cyto,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
55,619.0531401,411.6950338,2445.286957,69.48100918,1.057765309,41.21256039,371.1213188,2288.806667,69.83159469,30.16840531,1.044848493,0.928800582,1036.181384,938.8222116,253.4541035,40.21996674,159.036974,4.81071445,0.107998293,22.86883742,185.4265734,435.85625,5.269182979,5.269182979,0.120225905,0.049948786,142.7375741,175.1927435,207,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
222,250.2884615,438.0177163,2283.413558,64.4329601,1.050990611,44.77403846,378.9059183,2490.958365,71.65546298,28.34453702,0.982858106,0.834443781,1087.797369,971.7045116,116.0580126,104.4692511,281.6811091,5.525587385,0.126704912,19.60779444,124.1872207,291.0185811,3.754652621,3.754652621,0.119544001,0.065164438,97.16219577,119.8619989,208,cyto,NK_unact_3n-026,NK_unact_3f-027,Control,D,220303,CD69+,NK-Cells
210,248.3509615,396.1072067,2147.990625,72.86034375,1.046775327,40.79807692,374.775649,2461.570337,72.16658269,27.83341731,0.958952875,0.852451353,876.8719362,945.5474013,103.7484271,40.15035924,168.8872206,8.250706634,0.118937146,19.33052444,122.8282727,384.8433123,4.13950778,4.13950778,0.095926692,0.056769331,184.3145573,130.1413547,208,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
66,901.6153846,401.803375,2615.097067,63.2086101,1.078405053,70.56730769,349.2970962,2377.714038,67.56540769,32.43459231,1.002470683,0.922849663,1217.06583,1001.582895,362.803278,33.93718424,124.9564905,3.803819592,0.112331071,48.89182863,80.45256729,261.1396923,6.239459245,6.239459245,0.094577129,0.053598835,98.35610357,173.5034757,208,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
148,1009.706731,398.4701875,2672.719952,65.01035433,1.07463324,53.44230769,363.1118317,2442.325721,68.02260481,31.97739519,0.991099375,0.948677169,1195.204318,1024.11219,276.0741438,29.44247018,77.62501,4.961871997,0.103124238,25.23161383,111.0879221,258.8187559,3.5938803,3.5938803,0.073371751,0.019619783,126.9837414,136.1461274,208,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
154,973.5432692,379.193726,2642.07149,63.58669808,1.080581356,103.0673077,364.8042212,2429.158894,67.76633077,32.23366923,1.047790159,0.915239328,1204.820392,1025.634632,318.680474,39.26936282,123.9445597,4.256250613,0.105572689,117.4485818,66.41617037,221.3872089,3.23806224,3.23806224,0.09254895,0.063649133,133.8486667,79.19745031,208,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
160,561.7259615,395.2234808,2446.470385,65.1706476,1.0734955,43.47115385,344.04575,2266.332837,73.96162837,26.03837163,0.989916832,0.92869553,1111.554575,827.1242246,186.8747466,51.04319185,129.020042,5.507705263,0.113160025,34.79156895,111.8837559,391.0168191,7.347334449,7.347334449,0.096408228,0.040510297,136.395691,136.9675793,208,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
204,249.4545455,395.4393493,2309.987656,67.62557895,1.003673062,47,355.9757703,2305.014211,74.84836411,25.15163589,0.989006732,0.814738283,1010.57075,836.7044753,149.8551194,99.90690375,250.6801484,4.027300024,0.09958229,33.79932293,138.9523895,391.0885546,4.824164172,4.824164172,0.093282748,0.123891863,106.5546284,154.5050596,209,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
204,193.8947368,437.4705694,2369.618134,64.86627464,1.042963086,31.4354067,404.7484354,2664.915455,72.76450478,27.23549522,0.975403943,0.854916268,1109.595956,994.1351138,67.85220379,89.25233642,243.339122,4.494006365,0.123930322,10.39447384,203.4025979,766.6898448,6.025994954,6.025994954,0.095893743,0.04297716,79.80645893,215.2385634,209,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
74,346.5215311,396.1935646,2407.571962,65.9273823,1.047974421,56.37799043,358.1340574,2349.154354,72.30599234,27.69400766,1.023238823,0.841052098,1078.707164,902.8914255,200.2313344,72.32399389,148.3669834,3.49298424,0.109720654,39.17570987,136.1768179,362.1081996,3.274722238,3.274722238,0.088656851,0.099174449,95.75095139,142.7876905,209,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
127,881.8995215,392.7464593,2531.72512,68.369089,1.075182211,70.00956938,360.0784306,2412.626124,70.43125837,29.56874163,1.032763722,0.929739901,1069.958367,958.7125677,313.1378943,30.80413538,109.087509,4.585329715,0.116684525,44.81382325,71.17020618,283.9344546,4.136875928,4.136875928,0.098681127,0.025307465,111.0291723,72.03264464,209,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
71,654.8133971,401.121067,2530.107081,70.06150048,1.047025287,47.4354067,359.898756,2355.662823,72.08923589,27.91076411,0.98183988,0.930064053,1038.632939,908.6055789,176.7648607,35.98988964,170.5107798,5.03272599,0.102669035,21.29253413,96.52886427,360.3342086,3.59100458,3.59100458,0.124641387,0.031037435,119.7839861,101.4845358,209,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
3,1202.511962,399.5408278,2882.275789,60.29012105,1.060977316,58.80861244,361.2295933,2512.545311,71.4894622,28.5105378,1.00304244,0.951411069,1383.676721,971.3686568,372.636502,32.08276853,114.3549952,3.756938904,0.114065039,25.6624112,69.08831452,292.8559761,2.866470755,2.866470755,0.089010401,0.018844997,90.91628491,102.5492363,209,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
9,1116.143541,388.1178947,2538.797751,72.67294593,1.064567636,62.3062201,363.5883589,2350.286842,68.80629904,31.19370096,1.008356024,0.948331529,977.2832707,980.5350385,240.9851345,27.99521538,91.10693622,6.221690906,0.109694099,32.01414966,55.26014985,230.2258206,3.332530083,3.332530083,0.115349728,0.02120126,150.1389711,99.96844099,209,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
25,446.6937799,359.2065598,2489.501005,59.59140383,1.070934239,54.29186603,399.9741483,2426.50689,69.16709904,30.83290096,0.979919555,0.89024651,1220.171702,1018.112068,92.66291272,77.90759567,152.1804376,6.031116156,0.114526941,24.2981477,104.7190851,291.7705377,4.072603401,4.072603401,0.110071105,0.046330179,194.3464509,100.057275,209,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
95,522.7129187,446.3388325,2485.563828,63.82916746,1.036567641,36.07655502,437.0416172,2304.162967,71.45033732,28.54966268,0.942155297,0.931756013,1183.58519,951.4714084,213.8642494,46.70477986,117.2518733,3.847610516,0.09333976,14.29409089,248.7622921,518.7035978,7.990589334,7.990589334,0.096867811,0.025425565,77.65923693,189.5506087,209,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
15,691.5167464,415.671622,2542.084641,63.88165167,1.088882483,48.11961722,351.2424211,2294.662536,69.92832584,30.07167416,1.050468282,0.938642793,1185.318148,929.2633705,246.9850917,41.88035531,146.5617458,6.189849971,0.133680023,39.09689698,119.2970371,286.7703273,4.124177659,4.124177659,0.090858037,0.028029558,158.9804544,101.7741305,209,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
66,769.2200957,433.3765455,2501.783254,61.55065263,1.060852211,60.80382775,382.8669809,2404.968373,69.37570909,30.62429091,0.982992646,0.92518352,1230.635297,984.0109851,224.7642983,53.32601696,136.9354505,5.181499269,0.089761944,32.19643412,155.9102623,455.225914,6.228798405,6.228798405,0.082400418,0.034123438,159.5125049,132.4719112,209,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
120,253.8428571,368.6914857,2118.722238,77.03874095,1.032427957,34.61428571,421.1217905,2482.736714,76.81855,23.18145,0.961023686,0.859193316,769.7798084,889.0233166,157.8636353,43.13807606,210.8713812,3.732675131,0.123292169,12.00872034,135.1231317,405.546146,4.933776237,4.933776237,0.095232425,0.063886379,87.17419675,172.4370646,210,cyto,NK_act_3n-008,NK_act_3f-009,Activated,D,220303,CD69+,NK-Cells
198,264.4333333,393.0275905,2316.965,61.80754619,0.992825071,60.06190476,413.5592714,2299.756952,73.82497,26.17503,0.985019352,0.805327681,1122.000756,897.9765068,146.9196891,111.1130577,255.872007,5.216577313,0.103853012,39.41657019,163.827467,384.1151385,4.29597905,4.29597905,0.11140982,0.100135483,127.2083824,146.4525875,210,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69+,NK-Cells
185,271.9809524,391.7937714,2318.043476,62.81055476,1.077974357,49.1952381,446.5603286,2501.246952,70.84000238,29.15999762,1.004438519,0.833427067,1105.699541,1032.512305,117.9725441,56.51581205,130.8560742,3.334196678,0.135608483,20.37694955,168.9373455,448.0724802,5.212880674,5.212880674,0.097326237,0.080111263,53.96381431,147.7756145,210,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69+,NK-Cells
54,623.4619048,382.5426905,2458.782286,69.49722714,1.060936743,65.99047619,471.2209476,2568.011571,71.83844,28.16156,0.9767415,0.900993549,1017.120537,1047.395612,157.8070743,37.84569711,145.538644,2.515137698,0.100464083,18.1308351,105.7738091,369.7335445,5.314361684,5.314361684,0.112602135,0.031539435,95.42179101,98.72254054,210,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
128,333.3981043,375.7826635,2345.889905,71.61592038,1.015459886,31.43127962,355.4971422,2570.261896,77.2654654,22.7345346,0.965937341,0.905434739,934.4097895,854.390393,162.1976243,54.12492376,154.9887625,4.371068907,0.107350077,13.16086434,93.70527719,375.711101,3.585431293,3.585431293,0.083376321,0.041066308,98.78723503,133.7653973,211,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
233,228.5781991,483.0839573,2562.999858,63.93137204,0.993308365,45.85308057,358.6234028,2542.810474,71.90219052,28.09780948,1.003950559,0.830187797,1225.624237,959.3628035,75.50318378,174.5193523,307.2292756,5.239259656,0.08303033,26.65694277,146.8125858,434.1689251,4.739170578,4.739170578,0.099182061,0.087464367,144.1503992,140.192907,211,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
85,714.3554502,418.4175498,2576.75455,65.35210853,1.090056085,64.47393365,412.9249621,2537.537962,72.23934645,27.76065355,0.977827886,0.918103303,1165.824405,989.5683626,238.6843337,62.55581222,138.0546413,3.401186955,0.097417456,35.8956561,85.43511443,424.3696056,4.299823837,4.299823837,0.078208839,0.037201904,81.38197135,92.48012683,211,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
7,1080.180095,406.0623223,2743.357678,55.61843507,1.081643649,89.81990521,387.9978483,2393.83109,66.91746445,33.08253555,1.029879678,0.9244923,1444.51403,1031.713822,329.6245422,49.23060227,111.3250649,3.889269863,0.104545666,61.93572538,99.30866754,426.166438,6.521566538,6.521566538,0.113275404,0.041884884,110.0024749,72.62221947,211,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
103,642.6255924,405.7551422,2449.325592,63.64173412,1.020914896,33.43127962,334.737019,2313.807346,74.469891,25.530109,1.005263284,0.949306699,1150.690429,835.0369663,258.6246906,43.39001527,141.519184,3.943159694,0.090978718,22.15827842,103.472045,335.8816726,4.131534314,4.131534314,0.117452735,0.022535805,115.4384382,152.0297765,211,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
21,607.6255924,334.8057488,2548.347725,56.12517251,1.064408417,94.0521327,381.689346,2311.76763,70.19903886,29.80096114,1.02105927,0.871080064,1304.602264,957.3868562,202.905695,72.02778405,161.9581813,6.309706607,0.108289138,62.40918837,80.97197363,274.1130719,4.547639033,4.547639033,0.109087964,0.065935004,188.2761263,144.3848972,211,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
139,669.6161137,455.537,2588.347014,62.68113981,1.022019536,39.74407583,468.917564,2508.585545,70.85893697,29.14106303,1.018004924,0.941812427,1253.542185,1050.440867,190.962997,53.71479712,124.0503094,6.003424974,0.114252004,14.37792291,163.284345,461.7531132,5.296693605,5.296693605,0.119105016,0.021636361,151.4689478,157.928466,211,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
170,281.1839623,403.5935613,2354.718679,64.74435472,1.043735981,38.58490566,393.7379858,2407.08,71.46926604,28.53073396,0.923802873,0.872116105,1088.800776,960.9737093,123.6948896,62.97253282,158.5438448,3.075211183,0.108613702,26.53938071,119.4703237,376.385477,4.312070545,4.312070545,0.090181598,0.073092391,62.51433756,126.9648563,212,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69+,NK-Cells
246,209.3301887,445.8645566,2495.798915,64.90200708,1.06270383,44.8490566,369.2697736,2344.235472,73.25788585,26.74211415,1.06022142,0.813841629,1159.933412,893.3393188,81.85691153,110.0113454,260.1823287,4.80443642,0.11536116,17.7514661,76.70966424,245.3486799,4.66639692,4.66639692,0.122721839,0.068141993,93.55677955,125.959218,212,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69+,NK-Cells
213,358.4245283,295.1109481,2284.942642,60.05425142,1.035295486,116.3160377,307.3292783,2179.973302,68.43579245,31.56420755,1.079754113,0.739529735,1087.772465,894.3575714,140.1917744,60.40937851,179.9610806,4.235827826,0.125268778,58.29170905,51.99968684,193.4843609,3.29809267,3.29809267,0.11635412,0.149944825,100.5814652,65.44755737,212,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
70,805.2075472,390.4814575,2476.557406,64.32945566,1.066407557,61.27358491,340.7612264,2364.439953,67.4446,32.5554,0.982017476,0.929205704,1135.277686,988.9222217,296.8110515,31.25908416,89.81680336,3.555374479,0.121423092,30.67951847,91.31002209,304.4991848,5.024280034,5.024280034,0.09997596,0.02336694,78.99939056,98.32032925,212,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
101,659.7830189,410.1262547,2594.845613,67.19490755,1.021243679,73.1745283,412.252566,2597.133632,72.98858868,27.01141132,0.985867429,0.899995704,1125.827658,999.1939816,214.8827744,45.8495762,139.1256541,4.723628231,0.115115737,40.10534366,59.49563329,239.8749171,2.553512479,2.553512479,0.103975175,0.049711901,107.5384695,83.27079037,212,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
115,309.3802817,386.255061,2395.821268,62.82569155,0.991543624,42.37558685,369.8359108,2497.009953,73.59822958,26.40177042,1.01290039,0.878645498,1130.406439,924.1568758,166.3605172,60.05490509,121.1079972,3.728506051,0.099349244,36.8472083,98.57843222,374.8069912,3.771626702,3.771626702,0.108862545,0.065923315,82.7904601,123.3554808,213,cyto,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69+,NK-Cells
7,595.3239437,405.0657324,2396.854977,70.29712441,1.069318305,39.75586854,318.0931268,2180.040657,74.42689718,25.57310282,1.040026512,0.934511614,997.8002583,786.513922,287.7782546,62.31534012,185.9921649,5.392375604,0.097194748,29.8323385,127.5344279,377.1339566,3.660566295,3.660566295,0.109637006,0.034312832,140.7790527,140.6889168,213,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
57,545.3098592,404.0406854,2397.879671,76.03285211,1.061101667,56.14553991,480.8128263,2496.295775,72.4941169,27.5058831,1.000399268,0.90514152,885.547094,1024.980959,136.7209586,26.65078251,166.6319447,4.625751835,0.112662165,20.32756381,143.0089031,366.713175,4.785504068,4.785504068,0.096227097,0.034561799,113.5032885,131.1022088,213,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
128,358.8831776,403.3825794,2430.506028,62.27129206,1.029913079,47.13551402,449.9176449,2400.381589,72.50563879,27.49436121,0.966051533,0.875537721,1165.651703,973.5119276,136.7199612,83.15166824,142.4108652,3.190298015,0.102990456,17.84401244,118.8528644,379.7668163,5.129344401,5.129344401,0.109586844,0.052775488,100.9859517,107.0469269,214,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
132,190.8551402,359.715229,2237.192056,62.49532664,1.027520944,41.98130841,333.4692944,2191.774346,75.09567196,24.90432804,0.981243752,0.815604323,1058.672562,790.0426539,70.02442596,94.99697861,203.927926,4.924068989,0.095299124,20.5490282,53.60329635,286.5841892,4.077818764,4.077818764,0.105062553,0.069538086,95.91727728,76.91026944,214,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
117,735.4205607,397.2188738,2545.893131,66.00055888,1.085387664,66.44392523,360.5484953,2380.687664,69.32396168,30.67603832,0.99658714,0.919421062,1129.273678,972.4949518,220.2377732,38.18046253,108.5747718,4.430806388,0.125571397,44.20921383,151.32325,355.0237092,4.605748464,4.605748464,0.117214453,0.041077508,128.8892695,142.2145489,214,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
77,697.7570093,406.1781822,2473.614299,61.82474533,1.034452416,64.72897196,318.5246495,2325.745654,68.98870421,31.01129579,0.98954622,0.911631953,1195.102282,936.6796526,259.642381,44.87395236,103.2326717,3.012162402,0.119021922,26.11533469,70.51309908,213.7496688,3.250434113,3.250434113,0.09883381,0.03009355,69.30547901,74.5749158,214,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
116,592.5700935,420.9533738,2348.55715,68.30182897,1.073022991,37.92990654,448.8800187,2471.66729,71.83892196,28.16107804,0.949280308,0.937947904,1032.770268,1010.129105,221.0825951,37.74777516,183.3554621,4.509607023,0.111774184,25.55927921,180.3685289,379.2941769,6.258733808,6.258733808,0.087853557,0.038318514,107.3894277,193.7409804,214,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
61,440.4299065,432.0328645,2504.175467,64.50946682,1.10593129,34.57943925,313.4276449,2153.406495,72.89458224,27.10541776,1.021123505,0.927636937,1166.897242,807.1538205,112.5513852,60.66790906,146.9839715,3.906975711,0.13354886,25.15810564,143.8250251,336.4611985,4.750233578,4.750233578,0.123211161,0.042757755,114.9112201,160.8305043,214,cyto,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
175,241.6046512,375.2782,2282.205256,64.46062558,1.021559084,43.9627907,424.3044093,2399.956233,74.0704,25.9296,1.024467488,0.834565832,1049.810624,927.4974499,96.32323395,95.86541234,142.8551378,4.71597194,0.110917739,27.21012922,169.972477,368.1786649,4.404112015,4.404112015,0.10632334,0.105245786,151.9388203,160.761483,215,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
68,222.0511628,396.1581674,2207.573814,65.10740233,1.024491884,37.91627907,368.7315442,2395.214326,75.6511214,24.3488786,0.953668558,0.84019466,1024.894533,853.9897801,98.3393523,92.72962822,223.8688685,4.774819567,0.10130686,26.13931878,100.7834795,419.9890869,3.997747755,3.997747755,0.099375763,0.104249811,119.6889662,113.7378119,215,cyto,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69-,NK-Cells
61,1002.84186,388.5327163,2696.351116,60.69610465,1.07308913,90.98604651,337.1539767,2472.549535,71.57302186,28.42697814,1.013707898,0.923333484,1294.437643,943.4066266,341.6850262,33.01326464,125.2747122,3.650355311,0.12229344,69.76800535,49.86402312,215.6036178,3.054811593,3.054811593,0.101217569,0.029157112,84.43544819,89.99382137,215,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
106,589.5488372,402.3462651,2457.850558,63.19916977,1.066016028,86.01860465,384.6908186,2491.954047,65.97533023,34.02466977,0.972530326,0.860485052,1157.61405,1095.572752,293.2235697,50.92270545,133.2282899,3.408173405,0.118471207,56.71299797,88.94552097,293.9326028,3.868722108,3.868722108,0.115948575,0.083657951,92.4598943,96.15197076,215,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
123,448.4651163,411.8625628,2301.121907,71.65598186,1.069508223,59.85116279,400.6152047,2445.649256,67.72332837,32.27667163,0.971420391,0.879419226,951.1018017,1055.435295,89.55297833,32.48232985,144.8256027,4.959564639,0.1013759,17.94556114,64.71161209,226.3060964,3.39102002,3.39102002,0.094464317,0.039001838,135.6706072,65.7693938,215,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
33,560.6883721,427.7538884,2472.020186,60.92335581,1.085723265,40.93023256,365.2514186,2315.929163,71.17063349,28.82936651,0.970517228,0.932237912,1231.066807,919.0976999,128.3498454,54.9409233,172.4675827,5.67257112,0.112852468,18.64347666,104.9251428,380.2754611,4.230873849,4.230873849,0.114779933,0.023838689,171.5923289,132.9597401,215,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
73,352.2037037,416.1671065,2501.264537,67.79144954,1.011618403,30.53703704,359.2034722,2630.449352,72.23202222,27.76797778,1.065727176,0.91720695,1084.770037,979.7979162,117.2992008,45.57895461,148.300846,4.466951876,0.133803717,13.7900712,240.7298224,492.5788049,6.410667241,6.410667241,0.151632067,0.035372615,93.4343583,265.0831084,216,cyto,NK_act_1n-002,NK_act_1f-003,Activated,D,220303,CD69+,NK-Cells
187,218.6111111,427.1623333,2378.739398,67.79770787,1.066707644,54.74074074,310.8383009,2299.164769,74.67200231,25.32799769,1.037896236,0.799174721,1051.873828,808.1429526,126.4526262,74.69261075,236.2748067,4.254452281,0.115094931,36.2358862,97.8838385,327.7494631,3.851122913,3.851122913,0.122478919,0.078797577,97.1686696,125.5575589,216,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69+,NK-Cells
139,317.7916667,385.2218565,2266.577963,65.92203565,1.026290986,51.83333333,326.558588,2211.710833,71.99378611,28.00621389,1.033659769,0.845817543,1022.211389,852.1575575,207.666701,93.78280601,219.5724391,4.530299285,0.092485668,46.30806851,130.1634726,331.7586432,3.721559464,3.721559464,0.118907385,0.098620701,104.289136,156.3187669,216,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69+,NK-Cells
235,237.2962963,373.8417731,2332.894259,64.62914722,0.974185444,46.69444444,333.5828426,2298.026435,69.70850741,30.29149259,1.07718912,0.82985004,1058.255156,921.1335437,81.66388963,80.8656566,278.1475694,4.388925588,0.108181439,25.38978309,121.8780988,315.998655,3.924175938,3.924175938,0.101176208,0.07931105,84.52886997,115.7457424,216,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
79,964.5138889,397.3464074,2644.007083,66.7221787,1.11527837,74.08796296,328.694625,2252.160648,67.82353843,32.17646157,1.012460671,0.929563775,1145.885412,947.4232501,264.3779004,32.46425301,81.6957601,4.903874221,0.113883531,45.79729497,70.1761104,244.62864,3.182076756,3.182076756,0.103659586,0.034871545,132.3966453,124.6755928,216,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
119,936.9074074,402.5257917,2730.457917,62.36345046,1.08082237,69.47222222,364.5080972,2472.654491,68.30898565,31.69101435,0.996217583,0.933766123,1280.33249,1020.065498,268.9935086,44.14557521,139.6890511,4.704696429,0.12582193,65.10463254,95.98062991,363.1194319,4.881468975,4.881468975,0.101072614,0.041595213,149.0164298,91.4983463,216,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
92,489.4861111,409.5698056,2441.413472,64.9722625,1.0836795,37.7962963,363.7063287,2498.575139,72.16691806,27.83308194,0.969786088,0.924576887,1119.87805,948.8394823,106.7503926,55.3894228,157.8706893,4.699122826,0.120786741,13.463998,126.1846069,330.9383734,4.436829815,4.436829815,0.114394803,0.032392879,89.88952548,139.8044079,216,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
112,569.2361111,444.6509306,2483.044907,65.04942361,1.065324481,52.02314815,371.8050509,2146.776042,70.36820139,29.63179861,0.998096866,0.916740565,1159.445739,887.5984421,143.8335433,44.14976678,177.9098298,5.131230348,0.12075797,50.27139759,113.4902591,322.8512804,5.738020649,5.738020649,0.104874686,0.070284994,142.3593732,110.2666762,216,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
37,745.5529954,398.2797696,2527.945668,69.48677327,1.077672848,63.00460829,313.9541567,2216.701382,68.11197926,31.88802074,0.999764774,0.922846505,1047.812392,917.11352,250.1771746,30.92072262,104.0214726,4.308520901,0.112559968,36.2640136,115.2616354,264.7511867,3.975558192,3.975558192,0.081774909,0.030253997,100.8573877,141.5660249,217,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
45,821.1981567,395.8164793,2426.796129,69.95705115,1.05368606,64.28110599,308.6022028,2212.764332,72.42652442,27.57347558,0.992921945,0.925468342,1007.77811,830.8379066,278.3967532,32.64184866,115.5883715,4.267110477,0.118800158,21.48706033,76.8189202,183.4309829,2.750547818,2.750547818,0.096302377,0.019265196,117.4926848,77.45757856,217,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
54,1219.364055,402.7943871,2810.089078,67.20345714,1.12444865,56.59447005,412.642894,2394.091567,66.13160783,33.86839217,0.970581986,0.954614936,1191.984136,1068.984785,274.0665322,22.15372819,100.7217404,6.473466549,0.114175068,26.31172754,208.6516287,470.6515024,7.115852336,7.115852336,0.09167324,0.019529249,161.8802968,182.5317893,217,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
96,1046.359447,405.2221889,2734.91659,65.27603641,1.047005567,64.01843318,337.5840138,2366.946912,68.37832719,31.62167281,0.988573774,0.941110066,1216.509351,975.0706545,295.841142,35.73874712,134.5263721,5.528261609,0.089923999,37.78336925,77.67285814,279.9029068,3.276222178,3.276222178,0.118745511,0.031562253,159.5609856,93.51344058,217,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
48,658.4009217,387.4157972,2444.242949,65.58114793,1.067266876,65.16589862,325.7183641,2420.792719,69.73537373,30.26462627,0.977571857,0.906653269,1097.975057,956.1649294,217.0941096,32.63762368,142.8796697,4.570554677,0.094523718,42.3567317,68.1078906,219.8729533,3.298312348,3.298312348,0.094060472,0.058513635,139.0156174,94.70670191,217,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
