cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
232,335.2916667,387.5794896,2352.414688,72.7774,1.002259729,22.8125,334.8747604,2418.998958,77.23371563,22.76628438,1.068566323,0.927389606,918.6463348,798.2925588,130.3267082,40.42675265,162.4528592,4.186194531,0.104633568,11.5879361,131.2471639,481.2353206,4.177891648,4.177891648,0.139975066,0.044121012,81.61983104,149.7631063,96,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
69,521.0729167,385.1497708,2396.938958,60.06410625,1.074883323,44.5,424.4780417,2558.020104,69.74378646,30.25621354,0.954850281,0.910534287,1186.677478,1060.006553,198.9218966,46.54862003,162.3000398,2.957562444,0.109058919,21.29541586,146.5590252,385.8660868,4.830172552,4.830172552,0.096678412,0.05284533,86.28716212,133.0914565,96,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
132,870.6770833,375.7321771,2590.946563,67.71212604,1.118187167,51.48958333,366.0015,2379.561458,69.63614896,30.36385104,0.922033063,0.940329772,1090.830613,962.9089336,228.5091496,31.93644064,67.90520463,3.689618991,0.116988852,30.42505712,132.586253,446.2813616,5.225508372,5.225508372,0.071227092,0.03594975,90.21600743,117.913065,96,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
130,700.1458333,462.0766354,2617.236458,62.39122292,1.013712708,39.76041667,368.1128125,2390.307292,71.52721979,28.47278021,0.912505188,0.947139426,1273.440623,938.2273431,332.4155921,59.88711129,112.2229223,4.859528674,0.115009969,27.86763631,55.50923737,232.4231716,3.405229551,3.405229551,0.076792086,0.017353827,117.7208929,65.13178455,96,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
74,681.15625,386.8150208,2780.020313,48.38860208,1.040972667,57.75,357.5142604,2426.002917,66.84065208,33.15934792,0.990861635,0.921573162,1621.678005,1034.059902,142.4876968,58.07432876,138.6763754,4.351937271,0.104463136,24.53311403,163.0876059,328.3943504,5.243333966,5.243333966,0.099670987,0.03236579,142.0156044,114.7875816,96,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
25,621.2083333,377.0720313,2322.227083,68.90140208,1.107147021,61.02083333,366.4674792,2260.163333,73.06229583,26.93770417,1.038811115,0.89745617,981.4619822,866.6732831,276.9890713,32.85268405,90.1693188,3.528127647,0.121947034,39.38206355,213.7158529,490.951432,3.810145291,3.810145291,0.115115136,0.071556351,82.86556746,210.9528057,96,cyto,a_3n,a_3f,Activated,N,221114,CD69+,NK-Cells
14,856.96875,401.390125,2467.006771,64.24727604,1.029311906,56.59375,316.7761979,2380.101979,72.90659792,27.09340208,1.02552474,0.945595721,1140.223107,873.0035693,366.0710731,55.49206788,107.9631991,3.792047888,0.094096325,52.89962255,79.86250768,302.1736464,3.516905692,3.516905692,0.092013284,0.032672709,103.3539155,117.4211638,96,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
30,702.5520833,437.8759167,2492.036042,59.33730208,1.051953438,38.63541667,320.8346146,2353.99,76.03069479,23.96930521,1.007468646,0.939350291,1274.465348,803.7413504,282.1215815,47.26100127,133.4739367,5.408898592,0.094694279,24.27479516,88.14272619,241.8768991,4.393454354,4.393454354,0.09055706,0.047039849,112.9407408,110.5608949,96,cyto,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
24,520.3505155,413.3295979,2574.867629,52.2324732,1.072270052,53.18556701,406.9395773,2754.844124,70.7560701,29.2439299,1.000902289,0.900233188,1445.474395,1086.956573,148.7037072,83.27964209,141.4886339,3.754980969,0.1294405,23.58554019,88.23928412,315.7768183,4.3739401,4.3739401,0.103008178,0.056183937,132.695174,111.653364,97,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
36,853.7216495,391.8334536,2625.505155,62.32785773,1.046862567,42.16494845,317.8188247,2270.707216,72.35729897,27.64270103,1.018028165,0.950338934,1233.553613,853.8537128,254.6616114,56.87698021,92.60118575,2.638470858,0.092390061,23.36828353,99.25693526,229.1768449,2.806724693,2.806724693,0.08719239,0.02668503,104.1911403,98.42494761,97,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
96,612.8453608,413.1325361,2534.767526,65.95076907,1.050969485,51.5257732,343.9791237,2311.781856,70.15103814,29.84896186,0.936856443,0.918543034,1136.101434,926.2830888,173.3274442,43.704943,122.2007055,3.738970695,0.099040277,15.87456875,124.1262415,286.0002164,3.750152756,3.750152756,0.079845401,0.027946779,100.7505378,115.1179375,97,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
18,610.8453608,434.1678351,2476.540619,62.07587526,0.97135733,28.22680412,436.5278247,2610.805464,73.58369691,26.41630309,1.067136371,0.951779084,1207.088468,990.8026143,234.4264872,49.79203299,146.3843869,4.756589494,0.096805595,9.443367552,116.4612756,506.6801644,5.753335676,5.753335676,0.096053383,0.018628929,91.51703141,133.352879,97,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
57,576.1134021,405.7408969,2476.485979,58.39522784,1.028991495,37.72164948,399.358567,2736.849691,75.37994639,24.62005361,1.033533433,0.938133648,1265.620997,952.1507605,162.6267375,72.64701927,177.5742863,3.89446795,0.096387157,16.23508435,109.3942336,585.3073572,5.459614982,5.459614982,0.104654804,0.022759908,118.9543079,128.2081212,97,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
30,541.5257732,395.6078351,2461.956701,61.1297,1.095722495,29.93814433,307.7984639,2454.999278,72.98081031,27.01918969,0.89533699,0.938783193,1198.266972,881.4535279,205.651966,52.26183586,121.5943853,2.659076546,0.118457273,10.91712572,96.0578259,284.493756,3.505866219,3.505866219,0.093994808,0.033444638,71.8431876,99.3197979,97,cyto,a_2n,a_2f,Activated,N,221114,CD69+,NK-Cells
17,822.5773196,402.1721856,2516.311031,69.26993505,1.042343969,35.86597938,308.5004845,2237.108866,74.57248351,25.42751649,1.030543495,0.952456313,1054.968745,790.5586735,388.8848596,28.5456351,150.7194906,3.880910321,0.128896312,27.50970619,146.8132354,338.3746684,4.239904612,4.239904612,0.147448439,0.034514672,131.5007986,144.6934834,97,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
24,828.5051546,422.3005258,2556.909588,65.26961031,1.037378052,81.46391753,400.2541546,2451.120515,72.26697629,27.73302371,0.975556804,0.936908192,1168.335083,961.0982326,473.7155248,64.50296347,179.1286329,7.07475501,0.122780248,167.9742082,81.74758558,339.6694172,4.139626844,4.139626844,0.105337126,0.057041627,216.446889,110.0773081,97,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
15,340,382.056449,2375.929898,66.38932245,1.066272163,39.10204082,480.6951735,2549.085306,75.51502857,24.48497143,1.001523827,0.881120332,1051.139834,973.6228534,122.5479498,65.1333006,150.6678767,1.634003816,0.116116788,14.4489787,152.7360118,484.7287519,4.45125663,4.45125663,0.078153486,0.070401084,82.07124934,141.4690763,98,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
73,274.0408163,372.6022143,2347.193367,63.04968163,1.02258151,45.30612245,349.6947653,2236.329796,74.43249592,25.56750408,0.983222786,0.839115412,1100.232553,828.5611247,127.3180058,46.79163209,119.291882,3.27995925,0.097530558,23.28904356,103.6806197,295.9568712,2.763208707,2.763208707,0.092663658,0.093706744,81.04603464,127.6653011,98,cyto,NK_unact_3n-026,NK_unact_3f-027,Control,D,220303,CD69-,NK-Cells
136,1074.122449,401.633602,2497.285816,66.39940714,1.10436949,92.90816327,335.4070306,2357.672041,70.69464184,29.30535816,0.956777908,0.91876065,1109.205516,926.9851456,430.6148629,30.1282394,125.8248921,4.759322081,0.098697455,80.12324099,92.16155035,195.4872707,4.000767388,4.000767388,0.097799653,0.064143697,133.5411642,107.2602327,98,cyto,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
86,478.7755102,432.6506429,2571.202959,62.22651429,1.094020888,58.03061224,402.6683265,2618.88898,70.51553163,29.48446837,0.971928204,0.889577903,1239.115419,1049.561576,157.5500268,67.92895864,173.0320314,3.625063662,0.142868193,40.142903,78.38372093,298.1312765,3.560733285,3.560733285,0.100384456,0.064790564,98.21960219,105.2509097,98,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
115,637.2755102,476.8867143,2616.758571,58.73834184,1.09836802,69.68367347,410.188398,2566.72,70.80012143,29.19987857,0.971100214,0.898124338,1359.184803,1034.916517,217.9103561,54.72470593,155.5063793,3.167359742,0.102478225,48.7887508,70.53886456,370.5219485,3.625770177,3.625770177,0.090758852,0.06838633,87.25852344,110.5661393,98,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
155,707.1734694,424.5447653,2611.61051,58.19424592,1.034802704,56.04081633,333.5341939,2323.786633,73.01201224,26.98798776,1.043689776,0.924482584,1339.135931,869.2649496,241.2267627,56.50521062,105.2043697,3.872959096,0.095086952,44.58813082,56.51990512,231.151994,3.980989767,3.980989767,0.112724537,0.057774281,129.1450421,95.27021218,98,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
65,672.7755102,424.7375918,2624.771429,63.31392143,1.055319031,44.94897959,324.1654796,2111.817143,69.70995816,30.29004184,0.948140173,0.93654931,1231.469432,856.2879648,169.4191125,40.96590984,101.0963686,3.723282497,0.105389311,13.2348902,129.1488876,313.975582,5.249085429,5.249085429,0.083158308,0.015881563,93.65331555,96.71914912,98,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
47,961.3469388,379.8713878,2621.088367,67.25430408,1.103112918,58.05102041,407.9432449,2434.255612,68.9321398,31.0678602,1.074604867,0.935856192,1115.076013,1032.897746,269.3431913,30.53168728,129.1409905,3.825179384,0.12223142,26.66839995,95.49107088,226.982332,3.836636421,3.836636421,0.108383388,0.040918193,121.6328828,104.4368023,98,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
10,503.4693878,427.9293776,2904.836939,50.13048469,1.055422816,38.75510204,430.5062245,2627.462449,70.09675714,29.90324286,0.989504122,0.927651068,1659.804886,1075.983223,64.92711283,122.0927102,215.2544289,6.279824467,0.114040876,17.27584645,228.4177899,436.1025448,5.727048061,5.727048061,0.125603359,0.032603349,225.2282816,160.7259237,98,cyto,a_4n,a_4f,Activated,N,221114,CD69-,NK-Cells
49,582.6632653,392.1615,2508.719796,64.87224286,1.099268571,50.1122449,333.5813673,2082.621122,72.66283469,27.33716531,1.002496398,0.91682629,1137.856743,811.5066193,167.9596137,51.45519109,151.4779102,4.489752384,0.123149529,23.8746221,88.51978286,310.2693333,3.981855915,3.981855915,0.083738243,0.04116089,142.2636513,177.3490833,98,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
164,574.5204082,443.3594592,2599.696633,61.19709082,1.049310378,61.5,388.3451429,2432.67551,73.54695612,26.45304388,0.960067714,0.910304771,1281.652339,913.5020432,203.5935019,83.37798574,171.8530285,5.746691669,0.077044626,64.30103974,81.59138787,420.7695005,5.267813643,5.267813643,0.12608373,0.060162616,199.2494507,99.41221126,98,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
35,632.5510204,427.9685816,2543.307551,65.61876122,1.049455224,28.26530612,507.0873571,2692.804184,72.53993061,27.46006939,1.033739939,0.957146107,1154.353572,1097.886702,126.4704132,38.47870841,106.2659299,2.171477404,0.101121576,8.679340348,178.4246461,461.5218359,5.535887372,5.535887372,0.0950833,0.011059946,51.73304156,155.6105209,98,cyto,a_2n,a_2f,Activated,N,221114,CD69+,NK-Cells
142,207.0505051,393.036404,2355.23202,69.42692727,1.036764212,33.16161616,313.4454242,2217.723838,76.3948404,23.6051596,0.927068455,0.857136631,984.9384028,760.0728295,66.73376493,72.14842414,252.5086727,4.744441354,0.112215282,19.48767641,63.98640407,219.2959917,2.715484166,2.715484166,0.08641412,0.076267569,86.66830784,50.72496145,99,cyto,NK_act_2n-005,NK_act_2f-006,Activated,D,220303,CD69+,NK-Cells
219,415.2020202,410.8559596,2481.341515,75.01315354,1.037345808,27.66666667,444.1408485,3076.065556,76.67378283,23.32621717,0.951624081,0.927450229,928.7018667,1027.739294,234.5753427,60.85003812,174.048144,3.347233102,0.124274141,9.948848769,155.3801426,782.3598213,5.879109314,5.879109314,0.100867893,0.030456073,126.8262829,156.5169655,99,cyto,NK_act_1n-002,NK_act_1f-003,Activated,D,220303,CD69-,NK-Cells
34,752.989899,460.1947475,2604.53596,62.56398384,1.022249535,69.11111111,302.9017475,2227.076364,69.10222323,30.89777677,1.002145495,0.913700208,1263.482723,891.8467142,299.6077536,37.22197482,106.2715817,3.700326882,0.116939348,36.14875415,73.9680799,193.4271297,4.769816574,4.769816574,0.071591075,0.039821965,101.7072391,95.57025541,99,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
82,669.0707071,384.5549596,2513.192929,64.15655657,1.115795485,65.76767677,344.5158889,2273.110707,70.77637071,29.22362929,1.001700293,0.911804456,1147.439963,904.1265291,271.5242408,44.08251255,88.96949544,4.572738801,0.124367245,60.23844258,137.7899898,306.1584254,4.753050573,4.753050573,0.10352118,0.065177534,115.1864198,146.1996329,99,cyto,q_3n,q_3f,Control,M,221101,CD69+,NK-Cells
112,486.5858586,410.1697374,2471.17596,62.06116465,1.052718545,41.45454545,400.1380202,2569.986061,74.29357374,25.70642626,1.047884919,0.919209583,1192.433603,951.760925,171.2066427,41.64873789,129.0093881,5.276912392,0.100794743,20.35815673,154.7748683,377.3138217,3.236208575,3.236208575,0.136671392,0.036073743,110.7294243,154.9384965,99,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
32,498.5555556,424.1239899,2474.032121,63.27288384,1.065832707,25.2020202,306.8500202,2192.398788,76.34244646,23.65755354,1.034871535,0.951224884,1176.616731,739.7460913,83.08174266,29.55306089,86.87482191,3.013491931,0.087441334,9.05085383,89.96444014,429.9068721,4.184668031,4.184668031,0.115874577,0.017862598,62.93707325,98.93757976,99,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
59,596.8181818,455.4332929,2505.654848,59.80616162,1.077216,38.04040404,388.0603737,2594.981313,79.33398889,20.66601111,0.993799242,0.936751295,1279.166679,838.5478326,163.9600103,61.24241734,152.3162573,2.256193986,0.086951333,19.19391868,53.2337669,353.1738713,2.518384184,2.518384184,0.064271543,0.035566304,80.32111117,79.59006365,99,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
57,665.5656566,313.1345051,2299.874848,66.61736768,1.115530485,219.0505051,373.1025455,2182.52,65.30078485,34.69921515,1.084057788,0.7780802,980.3365901,996.9149552,155.4335058,77.76673564,200.3134138,3.71553426,0.104205667,142.1673614,37.66087065,194.743172,3.353055933,3.353055933,0.083430977,0.081579495,183.3310828,64.42785832,99,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
114,681.7676768,441.3985657,2480.384444,65.06272121,1.092215465,34.54545455,324.5023232,2359.015354,72.22414141,27.77585859,0.976136879,0.948551563,1154.802473,882.3291714,190.0754323,37.13938509,128.2930134,4.477583764,0.12969472,18.51765442,96.50786047,260.7322937,4.504107419,4.504107419,0.088275658,0.028565992,114.4086504,104.1187833,99,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
73,801.7373737,421.1861616,2519.061111,69.99226162,1.090039677,36.8989899,381.048404,2387.933838,71.91551515,28.08448485,1.005071121,0.94780097,1050.542636,929.246345,396.7845399,30.44748342,136.9555206,2.869720107,0.112741142,17.35611105,152.1983578,451.3517378,5.317730513,5.317730513,0.101983953,0.027173888,78.01257966,138.0352154,99,cyto,a_3n,a_3f,Activated,N,221114,CD69+,NK-Cells
29,443.9292929,433.2798283,2541.674141,68.75161414,1.051886677,33.25252525,394.074798,2401.208687,73.48688586,26.51311414,0.962766152,0.927850587,1092.188784,918.725166,85.29830638,38.99717453,166.8589521,3.961066238,0.099578924,12.01219061,123.1344711,296.7887401,4.921471838,4.921471838,0.089579411,0.030719648,112.0586949,101.3992527,99,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
52,813.0505051,335.3367374,2303.081313,67.79424343,1.081948505,99.01010101,400.6175859,2480.423232,70.98777879,29.01222121,0.934128081,0.8894714,971.4886757,1000.769125,379.6192608,29.84074189,116.6017552,4.356988885,0.128406731,93.16208116,58.72231877,214.177996,2.772350748,2.772350748,0.076653733,0.088452201,129.878405,64.97139137,99,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
29,716.5050505,381.826596,2425.351313,61.81834949,1.020642071,53.36363636,358.7834444,2170.769899,71.12852222,28.87147778,0.969685374,0.940711595,1162.325459,864.2001623,331.9088077,49.64802629,114.9515738,5.381864634,0.095201006,69.19367297,86.14491628,345.4945117,6.742754421,6.742754421,0.091393863,0.044747481,115.1214238,96.02672846,99,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
76,415.47,396.27962,2349.3224,72.77019,1.06200815,28.7,240.24559,2087.5544,80.369014,19.630986,0.93431942,0.928898214,928.4634577,596.1678993,173.7156887,35.00485992,120.3408565,3.477149203,0.101199188,13.02406475,69.82641735,318.8764777,3.888890328,3.888890328,0.092397006,0.035649719,88.65401271,104.7645305,100,cyto,NK_act_2n-005,NK_act_2f-006,Activated,D,220303,CD69+,NK-Cells
151,287.21,365.99878,2447.7296,74.202505,1.0406219,23.39,353.01918,2324.9514,78.444135,21.555865,0.97022338,0.910532998,903.2374407,763.2965213,126.190276,36.37926993,167.7633381,3.440000996,0.113388588,10.45808855,139.4107907,400.7821587,5.281968346,5.281968346,0.078333961,0.05286286,88.72575088,139.2844023,100,cyto,NK_act_2n-005,NK_act_2f-006,Activated,D,220303,CD69+,NK-Cells
243,258.41,394.87029,2390.8499,72.083411,1.03473153,50.66,257.12175,1910.1046,72.249582,27.750418,1.03428421,0.817058576,947.0044387,713.1803375,136.1280662,57.42426986,194.5574038,4.175274328,0.134424435,36.70362325,103.2324945,290.1566315,4.363389679,4.363389679,0.112328486,0.116607893,61.42696523,138.7919059,100,cyto,NK_act_1n-002,NK_act_1f-003,Activated,D,220303,CD69-,NK-Cells
121,285.24,449.52486,2372.9418,62.460885,1.08220443,27.87,298.79638,2270.7906,72.619496,27.380504,1.03675785,0.900201077,1166.691011,833.9235301,119.830783,94.9479526,203.7555006,4.21615856,0.108168997,7.161421618,140.6944842,327.1521033,3.309505626,3.309505626,0.095783585,0.039427083,76.57441332,147.0321225,100,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
105,696.03,416.3445,2552.0639,55.529279,1.07877083,54.96,486.0641,2564.8069,68.095794,31.904206,0.96413235,0.915905102,1366.503702,1137.206406,226.9169053,84.81115357,133.1924303,3.59022567,0.114287852,31.98418801,186.7093074,370.0943447,6.488017553,6.488017553,0.093971562,0.065403106,150.5741265,121.2616833,100,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
126,512.28,366.65227,2552.8511,52.662167,1.08614149,50.39,411.47312,2314.8014,68.946548,31.053452,1.02443923,0.907880168,1402.045331,993.0500148,102.3867771,58.5308897,124.6542896,2.992777323,0.114562296,19.9751841,130.5108733,329.8024292,5.036809376,5.036809376,0.127361996,0.041940167,108.206663,89.88926768,100,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
112,967.93,393.03112,2567.1509,66.713515,1.1322656,59.89,361.99189,2404.6488,71.100237,28.899763,0.96766928,0.940494893,1117.387783,947.8975265,306.0787598,30.30354228,82.09874875,3.142645272,0.118866411,34.6503152,79.78862109,213.9334024,3.356411709,3.356411709,0.10305155,0.032928452,73.03782281,62.51124085,100,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
16,625.2,391.3506,2587.6315,65.254324,1.02869455,47.92,337.8922,2302.3364,71.119718,28.880282,1.06666579,0.928728665,1154.039511,901.9854069,140.6611373,28.17826931,86.36829173,3.2868371,0.096436122,27.80766554,101.1214545,240.7986461,3.669254142,3.669254142,0.112350351,0.038070326,68.23509058,117.1766299,100,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
43,712.29,377.69536,2748.0522,50.91816,1.02733268,65.68,348.93219,2396.4693,71.323533,28.676467,0.99791506,0.913898243,1539.753558,931.8663803,130.9977481,67.58054873,131.4471921,4.139167963,0.10033653,38.57666642,102.9992899,253.464462,3.114350671,3.114350671,0.098995906,0.052066631,112.3357002,98.16762404,100,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
53,884.74,347.47381,2485.8837,69.491904,1.14513242,53.44,385.34968,2222.3632,68.270022,31.729978,0.9531391,0.940777629,1006.563055,952.204841,251.2379298,99.38245894,215.7136196,7.040350745,0.136466294,28.69389827,176.0008935,417.2312139,6.956212516,6.956212516,0.094971606,0.031982412,261.8260682,131.8664018,100,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
29,736.74,383.43145,2481.3939,57.127035,1.06712093,67.59,435.59358,2452.9653,68.66365,31.33635,1.007005,0.921341017,1283.69907,1050.989253,205.6279184,56.17077244,120.6932995,4.877886995,0.09757301,72.96132849,169.7391235,452.6280028,6.251572839,6.251572839,0.076997517,0.064466374,142.0910249,124.67957,100,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
110,535.43,423.29678,2449.6333,67.193146,1.07260463,55.54,309.75307,2185.1769,71.17008,28.82992,1.08447447,0.903755605,1091.181001,845.4376843,188.8042787,41.46484116,193.5091549,3.69185634,0.122747253,37.63794024,57.3154928,180.8760839,3.829000557,3.829000557,0.07759691,0.060920931,147.6604753,62.46349821,100,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
112,770.86,436.74823,2546.9596,65.175006,1.0465519,45,421.34537,2450.3425,69.501031,30.498969,0.98182444,0.946827857,1172.623422,1028.760864,298.6759678,41.10329014,107.2230361,5.097262458,0.09815902,32.86581227,156.737148,422.8633499,5.096300607,5.096300607,0.103670622,0.023881462,142.9930242,173.4076747,100,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
69,604.49,435.81955,2490.2959,65.607367,1.0280428,44.5,306.34107,2215.5972,71.019452,28.980548,0.98781014,0.929774178,1141.640337,853.5559969,201.760659,58.45087026,158.6466473,3.193391594,0.131501171,36.77847965,62.68006328,225.2701419,4.384005788,4.384005788,0.102127913,0.052778307,93.4507359,83.90767996,100,cyto,a_2n,a_2f,Activated,N,221114,CD69+,NK-Cells
79,688.67,390.91447,2452.5763,68.748753,1.05824812,47.71,383.64428,2361.4367,72.066911,27.933089,1.01820822,0.944858513,1035.054854,922.5616467,337.3968695,57.92261381,122.4594791,4.372864088,0.08317475,68.75520843,107.5564116,427.962759,4.834715755,4.834715755,0.077493157,0.042931809,135.1227262,104.5299375,100,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
20,709.61,423.32478,2436.5147,65.657191,1.02434083,53.31,352.04686,2198.1884,70.034815,29.965185,0.94321466,0.930660362,1117.53136,897.8655025,344.4294915,38.39968684,154.5756035,3.765389709,0.103169353,40.26420196,107.394116,295.0040191,4.306642056,4.306642056,0.076298642,0.033094766,121.4039963,99.78486232,100,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
51,693.92,406.21069,2457.6765,63.694037,1.03093272,38.96,311.49045,2355.818,74.303516,25.696484,0.99048386,0.946141175,1153.27977,830.7827811,166.6442821,28.41632248,148.7250713,4.014280496,0.116550859,26.1684211,105.1025994,347.3436616,4.071131294,4.071131294,0.093342566,0.030602858,128.7402969,147.2670675,100,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
224,144.9009901,370.5724158,2358.725248,67.34555248,1.00243296,34.44554455,242.4362772,2010.072564,80.80290099,19.19709901,0.971522337,0.817237878,1014.431577,570.7888167,26.94531683,66.5685141,233.4603065,4.006532816,0.098320142,26.85236498,51.3526473,437.1939837,6.660762981,6.660762981,0.081431584,0.095283512,85.13597656,112.5281791,101,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
144,777.3366337,422.2556139,2615.977327,68.15224257,1.099139515,82.0990099,433.9795248,2453.033267,65.83252376,34.16747624,0.993513743,0.904621022,1121.416758,1103.666816,148.2769893,29.15950281,104.6355994,5.061752697,0.096792523,35.32888477,216.1640938,489.9007267,7.602996724,7.602996724,0.085571443,0.034629738,119.2557066,162.3612844,101,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
120,588.0891089,404.4675545,2521.430792,66.28500396,1.08207597,39.13861386,437.8266436,2427.360792,69.4268198,30.5731802,1.061235683,0.934627412,1118.710069,1027.310792,209.9652399,47.74062067,152.0459144,5.038988601,0.111407479,23.00783767,145.0803052,436.8360684,6.541620224,6.541620224,0.090932141,0.034326375,133.3334588,120.2792994,101,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
121,560.6237624,417.7266238,2573.099604,59.21074554,1.002716842,50.74257426,484.6711485,2372.645842,70.53569109,29.46430891,1.022328505,0.910666505,1296.025936,1027.099682,151.7510363,66.0000374,145.2973492,3.259222571,0.087447051,18.840729,192.7222412,418.8386989,6.411448808,6.411448808,0.115938214,0.043037381,96.89056228,143.9495399,101,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
12,778.8910891,431.754505,2485.680891,62.5477,1.063486376,56.4950495,357.4734257,2503.98099,73.77115446,26.22884554,1.018332723,0.936063685,1201.599965,918.4597275,261.6917615,36.79618667,88.54700135,4.285900556,0.090033648,35.0504276,79.59973191,314.8296622,3.072405503,3.072405503,0.092169071,0.024100068,97.14483711,139.3601884,101,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
16,694.3366337,427.9138911,2472.542574,62.6116703,1.038982158,37.47524752,397.2940594,2437.175743,68.67539406,31.32460594,0.952091752,0.940145357,1192.043733,1024.930169,305.7670119,36.95552147,124.2949104,3.806982775,0.102957503,18.38781883,175.3561302,424.7549634,5.59673958,5.59673958,0.095024222,0.037603303,86.65805193,160.0445024,101,cyto,a_3n,a_3f,Activated,N,221114,CD69+,NK-Cells
37,685.6336634,432.0746832,2579.629208,69.11209208,1.034767683,37.23762376,300.5915446,2221.34198,74.78379109,25.21620891,1.022036129,0.950091188,1095.186492,779.1913144,282.1512262,37.29025386,110.1770721,2.393287549,0.129689391,28.96830976,72.99299794,292.3112877,2.837142564,2.837142564,0.082513778,0.02700189,69.84099137,68.30931223,101,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
42,689.4356436,407.6228218,2533.325644,59.52522277,1.076193208,41.28712871,284.728099,2258.940297,73.09717921,26.90282079,0.957644505,0.943280754,1274.961093,798.3060894,250.7608189,32.7213778,138.1707533,7.482739561,0.121741326,27.56894508,87.80130732,368.3352221,6.027973092,6.027973092,0.073591665,0.027556173,204.3841322,96.58222933,101,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
178,272.0196078,388.1769608,2214.371765,80.68390784,1.006122333,25.20588235,240.6107549,2280.020588,79.53411373,20.46588627,0.962566422,0.906257768,740.0042219,655.681664,124.7228992,27.16218983,237.5331759,4.087812397,0.091060953,11.50405717,88.11830689,256.543023,4.278217648,4.278217648,0.10890513,0.04835722,88.61089252,120.7034513,102,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
