,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
127,6,815.9722222,423.3099896,2419.446493,70.70606111,1.024362615,48.58680556,453.3207083,2591.078333,73.03349167,26.96650833,0.93598741,0.945923147,1009.087523,1020.515808,293.0462247,109.5778234,297.0720361,8.079004715,0.109382898,30.9113507,222.3801985,527.6321067,5.511710545,5.511710545,0.108352815,0.017255835,222.7263907,251.6978205,288,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
161,44,750.0138889,474.4603854,2573.689514,61.977675,1.019977,57.78472222,437.175691,2564.778299,72.4559934,27.5440066,1.020224583,0.931347536,1266.181232,1009.665409,336.0246172,180.5471618,348.2586132,6.883654815,0.107113005,51.7430213,237.5086695,523.4041349,5.357633077,5.357633077,0.135920993,0.042609711,225.4148354,223.2677776,288,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
944,32,848.6006944,449.0996701,2505.785764,64.79019201,1.044669042,77.00347222,400.3840486,2472.156875,69.56888646,30.43111354,1.012031764,0.922243418,1174.53367,1020.796626,256.2213702,146.6466113,237.4684262,8.718068195,0.115916631,61.39836781,164.4047668,416.7232642,4.943870235,4.943870235,0.098687819,0.031182043,278.7367911,151.6171712,288,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
546,143,473.4340278,638.6765938,2847.729826,67.01346701,1.04457483,60.21180556,406.8226997,2456.598056,73.13669757,26.86330247,0.981010354,0.893830928,1333.073452,942.6786816,198.6169843,355.0011587,736.1075061,10.12735179,0.108450246,43.98828161,313.435083,715.4217244,5.440362563,5.440362358,0.102034884,0.04833868,287.1496559,330.9052471,288,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
748,55,516.3645833,575.1848854,2845.078993,62.71722674,1.009815497,37.375,483.3831528,2665.151979,74.20682708,25.79317292,0.974970628,0.929832249,1380.701614,1029.894184,129.7511249,333.2208558,820.6585134,9.552069491,0.10555535,27.95488526,275.3665017,705.4304556,5.689966688,5.689966688,0.10542524,0.054654961,270.2790286,283.6119631,288,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
859,38,566.4479167,588.7515347,2749.443715,64.17882743,1.020437319,74.04166667,393.3885694,2482.559792,73.22688542,26.77311458,0.997593889,0.883772952,1327.246876,946.8729546,190.5928146,352.4744458,760.6332063,9.765338336,0.117858947,53.89095649,182.7728706,423.156912,4.237168854,4.237168854,0.13229366,0.067057545,299.1516508,210.6151022,288,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
163,47,829.1591696,433.1271246,2537.747232,65.55035052,1.032573391,67.38062284,375.1139481,2402.523495,71.15457232,28.84542768,0.971330779,0.929942699,1149.671019,955.7261667,330.1077406,180.1509229,449.8132469,6.822020187,0.114623762,47.21023207,154.5506649,344.0201889,5.214834905,5.214834905,0.09558438,0.021498639,218.8251073,185.6530831,289,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
1210,87,501.9619377,496.9427439,2519.141315,66.45820969,1.000899069,76.2733564,439.3439239,2537.208651,69.92438028,30.07561972,0.994924073,0.867888454,1162.361593,1060.399237,164.7592792,201.930827,457.9105758,6.6346449,0.106221686,44.28480289,199.2372595,382.2156649,5.713995239,5.713995239,0.110314809,0.062784846,192.8979417,159.2471476,289,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
741,29,481.3564014,612.5639585,2816.222768,66.52248443,1.036062993,75.0899654,440.0524637,2716.960657,72.42379031,27.57620969,1.029173,0.871012233,1310.713179,1052.206891,131.0092274,356.0146183,830.619605,9.470071055,0.118829845,53.38297367,208.2866498,669.3523617,4.602281039,4.602281039,0.097618857,0.077385595,309.7617787,239.6782582,289,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
148,29,703.5068966,462.3131862,2591.199586,55.73744345,1.059320203,59.33448276,405.4330621,2345.537448,70.73342241,29.26657759,0.959904955,0.923666154,1396.241452,967.5470942,123.1622904,184.395523,289.7526318,6.242650533,0.117915441,22.89849387,137.7462462,287.5887922,4.525190823,4.525190823,0.090122459,0.020168377,176.8081307,122.1511596,290,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
766,99,1055.710345,394.0037655,2261.774414,75.33949862,1.044081238,81.72413793,451.5447552,2487.833276,71.47957966,28.52042034,0.975499093,0.930353664,858.3081417,1024.932052,308.1151184,66.04307372,229.8240983,6.013042293,0.126979334,47.96805205,157.2222922,408.0468529,3.97126851,3.97126851,0.087078098,0.033084236,169.4816431,178.57408,290,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
1490,154,529.3689655,593.5634379,2836.602069,64.13757379,1.015321069,70.87586207,470.3693276,2621.984103,71.13745241,28.86254759,1.034123266,0.892179161,1368.107653,1076.317886,177.7591536,353.4889092,708.7803484,9.471115253,0.109994358,70.51441069,251.7767561,570.5902891,5.744667938,5.744667938,0.116907855,0.072775825,296.6980479,231.4103633,290,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
1838,32,610.0241379,629.752,2997.293241,52.54234414,1.046193634,50.19655172,425.3661138,2692.17169,70.84540552,29.15459448,1.026231897,0.922067783,1728.854008,1072.674325,121.0155532,369.0796068,723.6213538,8.941660147,0.113070226,19.21538784,296.5678822,667.2867422,6.418169866,6.418169866,0.116571861,0.034580171,345.5972758,296.5966041,290,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
430,42,1061.17931,440.1492,2768.343276,57.64773103,1.0528135,60.67931034,398.2165862,2594.947793,71.84254759,28.15745241,0.986097534,0.948978785,1423.55344,1000.817001,282.8697518,155.3620185,209.4675474,6.043220327,0.115935016,38.97489103,237.492545,604.8628382,5.29600725,5.29600725,0.102756472,0.019549852,210.2816362,245.6310492,290,cyto,a_6n,a_6f,Activated,M,221101,CD69-,NK-Cells
172,56,788.4158076,468.0826976,2663.917835,58.65459278,1.020034715,58.06872852,375.5632784,2410.825739,71.59076289,28.40923711,0.98910421,0.93023715,1368.268985,947.9717656,277.7116384,187.6121425,304.0584537,5.785225427,0.109198419,29.4911223,139.1313713,389.8174863,3.893921027,3.893921027,0.114077057,0.026930529,198.0487771,168.0594325,291,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
586,98,877.8390411,447.1187568,2592.510411,66.16756644,1.064341788,43.56849315,433.1187158,2444.233938,72.29256164,27.70743836,0.952326127,0.952467928,1171.692295,980.5134562,260.0043843,155.2221572,284.0485333,6.315299603,0.114607949,20.64506382,217.4607363,475.2236429,4.987367766,4.987367766,0.121032902,0.01695898,230.2653487,201.2034806,292,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
603,124,792.2431507,418.9529726,2437.665274,65.2157,1.036491466,43.30821918,413.1298219,2592.86387,72.27251199,27.72748801,1.049937894,0.946425662,1121.901967,1007.505814,174.7233821,171.7397414,268.646156,7.80066912,0.114382142,23.07035856,187.8135878,475.9709149,5.11746117,5.11746117,0.118516094,0.028382428,289.5929354,209.8286805,292,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
982,81,893.7294521,446.6270445,2588.636233,65.4362387,1.049032572,60.37328767,405.0456062,2509.286712,70.80716541,29.19283459,0.991922134,0.94038105,1188.768479,1006.736264,241.2597496,134.3807003,242.3502488,8.446361298,0.116103023,38.13190669,234.6703312,531.3077185,5.223202787,5.223202787,0.113895328,0.01819198,280.1997191,227.5342973,292,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1014,120,938.5650685,478.2507911,2790.412021,54.97404555,1.033270336,44.70890411,481.6908116,2740.737055,72.10185068,27.89814932,1.017924079,0.953709413,1510.41852,1091.387736,271.5031074,182.1698918,257.7779245,6.704854226,0.115815025,26.6213268,305.9644395,788.9100943,5.627522748,5.627522748,0.111136749,0.025173168,219.3969824,331.2069022,292,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
213,8,548.1228669,492.5873857,2655.838976,63.26777167,1.035890631,59.04095563,341.5359044,2198.588191,74.37123379,25.62876621,1.000512034,0.904962159,1277.330701,812.2948798,121.6388599,255.5881191,485.2824137,8.820795115,0.121104181,29.60143396,88.9293943,269.8768923,3.735939451,3.735939451,0.087284483,0.031332028,288.0703854,105.222323,293,cyto,a_3n,a_3f,Activated,M,221101,CD69-,NK-Cells
608,131,829.8503401,492.3356259,2701.244626,60.6357381,1.053240078,55.76190476,490.2348197,2709.485476,73.05959762,26.94040238,1.044791956,0.937817235,1352.8433,1067.449588,303.284013,236.885682,436.7619217,8.292383904,0.121304115,34.6327063,336.9661577,741.5501874,6.381514777,6.381514777,0.125414771,0.02553059,284.9841845,338.7503308,294,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
357,34,648.959322,453.6831729,2554.510678,65.44964407,1.026342854,47.62372881,418.2185898,2553.524339,74.50042407,25.49957593,0.991676932,0.929908811,1170.788585,951.2522832,179.6812513,215.1461463,460.645916,6.601890072,0.118950957,25.42517593,267.5971033,555.0755291,5.565109369,5.565109369,0.099570422,0.035877292,241.4194711,258.3966786,295,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
528,16,754.8033898,405.9057898,2455.913017,62.3851922,1.0453084,64.48135593,362.7859695,2340.268508,71.66664203,28.33335797,1.010818644,0.916931128,1173.492077,915.8168802,288.9107776,143.6853632,269.753865,6.988921683,0.115513218,34.71152485,181.5819917,369.2120116,4.605794313,4.605794313,0.121324387,0.042600548,220.2695905,177.6709217,295,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
985,85,873.6237288,552.2693458,2698.519831,57.41387525,1.069720146,81.38305085,363.5460237,2416.607492,68.58863288,31.41136712,1.02048999,0.917617502,1459.686781,998.49765,310.4897231,259.2267844,274.2295372,9.245624574,0.108003419,52.67076908,218.1672798,521.1420585,4.656942374,4.656942374,0.099796847,0.03766046,318.2184098,229.3313192,295,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1613,9,550.8271186,428.5030373,2421.434136,68.87007831,1.031082353,42.53220339,475.0936736,2685.715254,72.32411424,27.67588573,0.977466729,0.923613494,1046.419898,1073.916621,209.7952369,180.2210652,440.02602,6.067634578,0.111192853,24.7965493,269.7568934,617.8919137,5.35387697,5.353877091,0.117952924,0.042985054,244.4515717,273.3898476,295,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
251,135,677.5762712,703.6721322,2951.198814,51.71396949,1.081815908,55.93898305,372.7847797,2592.720441,73.66206508,26.33793492,1.032400336,0.923123782,1774.843465,952.0630522,99.14591106,355.5716927,457.5212524,9.077206776,0.122440558,16.51230233,205.6505644,537.1999165,4.77227484,4.77227484,0.087932363,0.023008092,311.9830361,263.5314202,295,cyto,a_3n,a_3f,Activated,M,221101,CD69-,NK-Cells
230,127,765.7905405,464.3451284,2541.459662,64.81732061,1.032312929,58.5472973,409.8709561,2510.182669,71.79278953,28.20721047,1.013365676,0.932679056,1182.091855,990.0086229,320.007929,231.3095663,512.3576654,8.637943482,0.106676039,41.75787099,139.9286383,424.1596284,4.879001322,4.879001322,0.104656596,0.022752547,259.1459749,143.7710754,296,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
712,14,988.8851351,427.8706892,2460.209291,65.39529628,1.037074101,70.34459459,363.4639426,2388.438142,73.11700101,26.88299899,0.982328551,0.933367148,1137.052331,902.4834214,374.6998984,130.4298222,214.9598892,10.26142302,0.111735598,49.04217664,127.1959761,306.76859,4.34796386,4.34796386,0.120882616,0.037914858,307.9214391,164.914852,296,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
510,24,526.2592593,472.9518721,2361.979832,66.88118855,1.026173438,55.51515152,496.0086835,2797.709327,72.05924343,27.9407565,1.039015758,0.904968525,1088.636738,1111.016658,252.9567253,193.7687959,416.0491384,8.114029244,0.121057467,38.58240487,247.2491254,727.3073007,6.717768676,6.717768857,0.124875877,0.044555277,210.6734535,259.2433246,297,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
516,47,522.989899,426.7396162,2397.522155,68.50641582,1.015332747,43.88888889,483.9101785,2749.707071,73.51805421,26.48194579,0.997120848,0.92009453,1039.612802,1069.294904,157.5094696,135.7529519,342.7303677,5.63811942,0.110379492,24.38994402,267.9135811,633.7635304,5.143976865,5.143976865,0.111746981,0.043189624,174.316493,285.3241275,297,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
580,90,587.352349,480.1460839,2559.322819,61.60503859,1.048806544,48.55369128,348.992047,2453.255302,73.25428591,26.74571409,1.003796607,0.923769223,1271.115742,905.5163806,65.66905096,225.1332305,430.7164414,9.521831132,0.094354656,18.22914758,188.1844894,432.645683,4.769011272,4.769011272,0.125117564,0.026617256,298.5812434,223.2547506,298,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
729,48,929.4362416,448.8844732,2622.246846,56.69255,1.023056564,56.48993289,387.5637919,2465.038691,70.7391896,29.2608104,0.999579503,0.944892325,1382.919151,986.3339786,278.3818641,172.4085209,411.480288,7.514702284,0.119584645,30.69818702,173.1861572,433.0884017,4.589114989,4.589114989,0.10457398,0.01717509,252.155006,190.277902,298,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
1015,121,1021.063758,430.3168591,2664.36906,64.25261577,1.041855879,80.73825503,377.7645906,2499.831711,70.89661174,29.10338826,1.020876228,0.930544913,1220.730984,983.0768139,318.7934418,161.8197439,516.968653,8.728732502,0.109636394,60.50682639,225.7241397,528.3873568,4.947072974,4.947072974,0.099523035,0.041370477,268.9918218,232.1740948,298,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
329,6,951.1510067,484.0057483,2616.271242,56.68280671,1.054639779,101.9395973,357.8123758,2638.132282,67.90202651,32.09797349,1.030854534,0.906160502,1401.024475,1087.460999,262.2604034,227.6187166,236.2986777,8.43478847,0.10513339,69.3397169,166.455041,351.0553813,5.640777419,5.640777419,0.106554049,0.054490737,289.8901736,186.125197,298,cyto,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
507,16,475.3624161,605.6400638,2856.564832,63.79661611,1.006899413,41.8590604,376.7383087,2462.166544,74.41769597,25.58230403,0.994015413,0.918113153,1384.15345,903.7336335,150.0965218,321.2057721,722.0408057,10.28773453,0.11263434,20.69158489,148.4390069,413.7976048,4.017413547,4.017413547,0.105781787,0.03507675,270.5091042,180.7232673,298,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
987,88,973.9799331,441.2033846,2636.195385,60.52957993,1.044573652,57.04682274,461.6162375,2589.735652,71.89270033,28.10729967,0.983270836,0.947496318,1302.085846,1048.836283,219.5194407,146.8957347,165.4550155,8.015586883,0.12409501,32.06648633,231.7166135,487.1522657,5.783911503,5.783911503,0.086459389,0.018630706,232.0615598,203.4473081,299,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
124,3,522.0367893,430.9856789,2453.883445,67.53381739,1.030080211,54.12374582,390.116903,2361.442074,72.18709331,27.81290669,0.975418572,0.909009331,1082.223958,927.2236957,112.9537025,162.0005886,402.7983048,6.928237604,0.118480641,42.50576042,210.7174054,480.1160244,5.741989166,5.741989166,0.119380131,0.059831523,212.6145488,230.8558478,299,cyto,a_2n,a_2f,Activated,M,221101,CD69-,NK-Cells
128,7,714.69,491.8922633,2560.3152,63.077157,1.032883897,52.76666667,345.4363567,2405.977333,74.19891333,25.80108667,0.973575587,0.932902194,1244.963782,870.638669,292.5026151,261.0190795,541.4715695,8.318111968,0.117020314,35.77361309,116.314108,345.723318,4.118623303,4.118623303,0.091935539,0.024633967,292.202091,139.9975549,300,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
418,122,589.68,475.59071,2640.042667,62.81523567,0.989989303,60.85666667,422.9635633,2513.7375,73.033797,26.966203,0.970033797,0.91386405,1265.127993,976.397724,213.5730063,262.5180083,560.2977559,7.387028312,0.106617047,65.21887093,232.3817515,563.7303209,3.914620597,3.914620597,0.126225514,0.062328506,270.9421846,247.5505918,300,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
141,22,560.4119601,546.1173355,3099.163654,64.96513355,1.034256056,44.87043189,420.7566578,2465.183156,75.11424751,24.88575249,0.993852156,0.92445168,1302.465113,924.4054146,167.2239907,322.6098074,5598.486392,8.55163046,0.111003484,16.03183779,129.4002974,355.5495933,3.720792839,3.720792839,0.102816746,0.020168359,420.3932646,144.9609048,301,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
169,53,851.9501661,439.7462924,2559.649601,60.97379269,1.043145322,40.25249169,423.4422492,2437.378837,73.64807608,26.35192392,0.949791535,0.951481677,1259.84884,941.2032435,323.9961535,158.9042844,305.8738573,6.787280059,0.110125626,22.46633115,303.9223759,642.5559664,5.707841928,5.707841928,0.114114994,0.026405464,200.219387,316.9664649,301,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
719,27,970.3687708,427.9163389,2578.014419,60.9829691,1.047237282,59.56146179,344.1610133,2328.941262,71.90955847,28.09044153,1.037525973,0.94130634,1267.929707,895.5282856,321.8844931,122.8397618,223.3627422,7.214034808,0.111771893,39.27450882,170.6922178,390.1060016,4.160892294,4.160892294,0.103786349,0.031551274,248.3328668,188.5078522,301,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
156,38,679.4834437,511.0030728,2609.261954,53.32201192,1.049207921,53.7615894,440.5918444,2600.512185,71.29419735,28.70580265,0.994881887,0.92749752,1479.355259,1042.398342,117.7328952,262.5090544,360.0070898,8.005556336,0.111979154,20.6406394,281.2460543,746.3859058,5.427252753,5.427252753,0.116567238,0.020510147,251.7134151,313.00693,302,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
724,38,928.4271523,406.8161424,2502.578311,67.00594172,1.031128874,58.51655629,399.9649205,2491.136954,70.40206126,29.59793874,0.98567403,0.941730648,1103.188874,1014.623625,293.7538571,123.9996728,238.0876552,7.991493016,0.108183157,34.11361792,166.4623501,318.9750193,4.510526538,4.510526538,0.1265012,0.024233283,265.6843793,151.9787698,302,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
187,73,960.4191419,425.1116238,2501.508911,65.8828297,1.029549571,63.86138614,384.9919505,2378.833729,72.24545776,27.75454224,1.015866597,0.935767506,1130.896771,930.6361651,349.2839969,108.0765863,238.0579615,6.682543778,0.107540196,36.70881385,184.082505,408.3064906,4.460483332,4.460483332,0.117672683,0.02958715,179.089374,193.8637317,303,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
1688,131,599.8481848,463.7869967,2429.762838,68.06765644,1.028094518,50.74587459,452.8094587,2703.891254,71.6291505,28.3708495,0.97201196,0.919800616,1085.211181,1074.468295,237.6759092,202.1034761,418.8270224,5.393290718,0.109946828,37.69533814,249.9599938,607.9116287,6.715237606,6.715237606,0.094975508,0.051727906,221.0949926,274.0763635,303,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
443,103,1037.085809,429.3980561,2627.783927,66.43474323,1.030868274,85.21452145,399.4602277,2651.936502,71.22758647,28.77241353,1.00246997,0.929396579,1168.615827,1034.638317,275.2776429,84.79768983,166.9221558,7.373939411,0.114493139,57.14501873,281.4884729,659.2773656,4.910927003,4.910927003,0.119859231,0.031073221,196.7740607,294.9617109,303,cyto,a_6n,a_6f,Activated,M,221101,CD69-,NK-Cells
1023,129,959.0559211,418.4006316,2467.089572,69.58827467,1.053073605,67.69407895,468.8145921,2691.959013,71.23015033,28.76984967,0.983426359,0.937177797,1046.600315,1091.193475,237.9267301,80.00225612,233.7771817,7.73145276,0.115838205,47.20996389,304.4038312,651.0839759,6.024316771,6.024316771,0.102995993,0.030331966,238.843854,275.3287054,304,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1027,133,901.6611842,468.8589967,2589.618224,60.37189638,1.062573533,37.66447368,644.4199046,2993.24773,73.8009625,26.19903743,0.992378227,0.960460549,1309.129729,1232.773133,243.1835886,188.5474438,337.8623888,9.492390184,0.111286247,15.83639293,320.8509655,812.3693816,7.591216142,7.591216295,0.112654348,0.009242337,324.7046238,293.7713952,304,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
