,NADH_tm,NADH_a1,NADH_t1,NADH_t2,FAD_tm,FAD_a1,FAD_t1,FAD_t2,Norm_RR,Cell_Size_Pix,activation_label,Activation
4935,1056.619206,67.92219949,437.1456263,2400.023333,894.9539201,72.7943202,291.0386768,2530.484444,1.030578903,198.0,0,CD69-
3983,547.661795,86.3911426,299.8247647,2141.102552,239.6674361,92.18085848,81.31575959,2123.072699,1.202041974,706.0,1,CD69+
4471,630.0527241,83.09804561,342.5756794,2061.060579,171.9476827,93.19255604,53.38871903,1861.323533,1.162901589,644.0,1,CD69+
2792,635.3719645,79.06199278,256.5925172,2078.958319,401.9902914,86.41121441,101.035511,2321.139332,1.002593116,209.0,0,CD69-
4635,743.2457421,74.07490249,267.6030709,2109.569042,63.37414156,97.98688235,20.31509256,2165.50963,0.919191376,138.0,0,CD69-
5250,753.9124359,75.03775276,360.9254488,1948.911417,688.4799236,77.11222441,230.0265906,2241.665118,1.06756543,127.0,1,CD69+
801,614.3630348,80.30232657,264.8218605,2044.269569,146.1905712,94.67683322,46.42575493,1908.485502,1.02922782,182.0,0,CD69-
5999,930.0041152,61.03515781,251.5926234,2004.414063,582.7433519,76.46918594,186.7664219,1863.567031,0.898017001,64.0,0,CD69-
5231,888.3943328,70.32386842,347.843193,2177.500526,554.5884259,80.23087105,179.4569912,2079.929912,1.039161006,114.0,1,CD69+
3470,632.1977967,80.87850882,285.6324676,2128.588937,341.3947576,87.70060031,113.5671317,1978.885834,1.111225495,277.0,1,CD69+
4306,586.9922471,85.39542677,315.869531,2199.002008,208.7049941,93.13374488,71.95796004,2067.162838,1.220107945,601.0,1,CD69+
2512,598.9582973,82.19234133,271.1876218,2128.867233,399.9135031,85.57128865,134.4251967,1974.880633,1.01763958,331.0,1,CD69+
4161,583.8389541,84.36254332,292.1883805,2166.350382,285.4352772,90.53202368,93.01074063,2136.669782,1.216388782,281.0,1,CD69+
4959,1062.806247,67.46965508,423.5580107,2411.090802,973.8254715,68.91422246,277.987785,2533.831283,0.987182109,187.0,0,CD69-
374,593.9187748,80.91592439,257.2223249,2021.951604,382.6197928,86.06228225,120.3493569,1995.886385,1.065637114,319.0,0,CD69-
6355,1229.247608,67.64258784,468.7262824,2845.151294,993.512697,72.56790549,371.9800973,2722.018627,1.065269759,255.0,0,CD69-
7724,900.9561742,72.03095938,373.0034844,2261.759375,610.9894907,81.68887813,235.2643594,2377.870313,1.284053193,64.0,1,CD69+
5228,746.1300892,75.81760472,371.6012925,1942.309811,517.3992373,84.40528491,178.6463491,2369.050472,1.056249477,106.0,1,CD69+
3527,593.138941,80.88253451,273.4103807,1963.657817,211.8425017,92.83256922,83.36655671,1975.861278,1.080756405,416.0,1,CD69+
1026,402.1988502,85.54640855,198.2868095,1649.77212,281.4998601,89.9854613,102.0434881,1655.615111,0.899620847,282.0,0,CD69-
4437,592.7903438,82.76388045,292.7692556,2039.757827,231.6613898,91.40686641,73.37448532,1907.878885,1.134302816,165.0,1,CD69+
4971,974.5350523,69.52241959,390.7589755,2345.929061,942.536926,72.29176653,352.1901988,2518.335959,0.979734448,245.0,0,CD69-
1506,606.6706217,84.08338013,294.2686635,2421.453353,79.1933136,98.00800323,38.7397995,2069.570068,1.128016977,55.5,1,CD69+
3168,581.1888816,80.61147148,246.6057908,1977.207896,212.3451154,92.09593738,54.88250747,2048.66258,0.996981667,190.0,0,CD69-
6575,1407.876885,43.45937273,333.4025,2238.193182,726.6298587,75.01329091,235.8700091,2193.447727,1.135675638,22.0,0,CD69-
372,613.0915511,78.99323477,229.5186795,2063.22687,262.8219062,88.36101291,80.83405092,1803.892637,1.001659663,238.0,0,CD69-
