,NADH_tm,NADH_a1,NADH_t1,NADH_t2,FAD_tm,FAD_a1,FAD_t1,FAD_t2,Norm_RR,Cell_Size_Pix,activation_label,Activation
1212,994.2841298,61.5981875,270.3228938,2187.366146,566.7344775,76.66079271,169.3446875,1876.797188,0.960332186,96,0,CD69-
49,1077.481952,68.86304769,423.3396296,2546.201435,1014.772473,69.23913519,352.7727315,2525.157639,1.020780187,216,1,CD69+
665,894.3837003,70.05131197,349.8143145,2179.030342,570.3725104,79.01231538,207.0207692,1935.272991,1.013909661,117,0,CD69-
644,1040.200041,61.32730522,320.221573,2213.43687,522.8435933,78.44231565,169.8635557,1806.414783,0.959500954,115,0,CD69-
982,1071.808499,60.07420122,342.3203402,2190.707317,500.8549484,79.26654146,161.6883012,1782.711098,0.99048755,82,0,CD69-
1532,1244.670765,62.39779281,433.2940094,2620.645531,1006.038348,67.67092969,310.4344531,2507.1975,1.01020122,320,0,CD69-
1640,1110.512683,66.15049636,379.4881682,2578.232045,1000.714753,69.16489682,309.5187036,2614.938864,1.030038719,220,0,CD69-
1183,45.46958986,95.41198784,28.59714743,793.3225932,87.43827169,98.05737162,74.50581892,866.5605405,0.588478973,74,0,CD69-
792,1002.644575,62.87472874,313.5171506,2188.962759,399.7811136,83.39921149,137.9594184,1701.710345,1.008584091,87,0,CD69-
817,1029.640421,59.08196129,309.7291215,2085.397312,711.4873867,74.0083828,222.3131183,2104.579462,1.007403908,93,0,CD69-
44,795.7100479,76.20505475,370.2798175,2191.309392,831.4788983,74.9155308,335.15433,2324.737681,0.93319178,263,1,CD69+
1424,891.4605898,74.71439769,374.2004676,2441.552824,753.3501122,74.10438981,245.0237491,2277.944352,1.121091694,216,1,CD69+
245,908.4319506,68.52072174,303.3252609,2253.907565,604.4735829,77.04940348,194.1929948,1989.931043,0.972954638,115,1,CD69+
1476,652.6803688,75.40439736,278.6178549,1824.133087,768.1730923,70.85144459,252.4727177,2028.336675,0.923304028,379,1,CD69+
300,873.7959502,71.39092931,358.6128121,2198.918017,530.2295005,76.18573707,153.7808845,1746.139052,1.083340464,116,1,CD69+
583,978.3603525,68.09509278,317.5655258,2425.007938,459.8534816,82.49419794,171.364268,1850.370722,0.967405972,97,0,CD69-
725,941.1065554,65.47982168,331.135542,2117.036573,590.2570549,79.0900035,219.0686294,1995.912448,1.045917515,143,0,CD69-
269,892.3895052,71.90007652,367.1098696,2257.332261,1013.08011,68.02991739,327.2963391,2472.393565,0.933027338,115,1,CD69+
1701,792.3499063,71.46768409,234.0510644,2156.86,609.9661808,82.23663561,272.2507045,2119.107879,0.706557828,132,0,CD69-
313,955.0455124,67.998595,339.565622,2295.5789,569.4740794,79.384428,173.828591,2115.6974,1.004710864,100,1,CD69+
838,1051.365537,60.952238,326.42875,2210.5359,662.7666134,73.994412,242.31559,1877.1303,1.031202786,100,0,CD69-
283,808.3143835,73.9864648,391.891216,2008.60304,692.4265546,73.9447064,210.374784,2077.14176,1.061048275,125,1,CD69+
1180,995.8109621,61.7564619,285.3512048,2151.447302,403.9393288,82.80338095,152.0224698,1600.47746,0.922244159,63,0,CD69-
