RR,Ntm,Ftm,Cellsize,Na1,Nt1,Nt2,Fa1,Ft1,Ft2,NCR,NucI,NucRR,NucNtm,Activation,Donor,Gender
0.975276813,1.075395608,0.741460229,0.736492765,0.960314743,0.91114594,1.025606124,1.020591424,0.711188896,0.917216633,0.896626579,1.085528292,0.972158855,0.727012482,0,6,1
1.064977908,0.906040622,0.587328141,0.9216927,1.027577611,0.949612059,0.967102471,1.046652406,0.759653208,0.892692045,1.181387559,0.896140856,1.052525843,0.875456641,0,6,1
1.028882542,0.869506981,1.069907953,1.10258566,1.028625707,0.8761585,0.937973453,0.989935782,0.930795031,1.037362226,0.567155697,0.860831878,1.047708031,1.159874439,0,6,1
1.066386274,0.927919329,0.948168003,0.91307875,1.045994609,1.040001629,1.009389409,1.001437185,0.93858688,0.956971843,0.592727935,0.921576703,1.062944627,1.254511472,0,6,1
1.091479456,0.945682501,1.234815458,1.020753131,1.005591261,0.940859984,0.955739111,0.984546342,1.748078847,0.924499212,0.768537068,0.93053445,1.06742334,0.937909068,0,6,1
0.947205615,1.099682814,0.697323083,1.098278685,0.966917015,0.992402899,1.043082438,1.023331383,0.882701228,0.775266449,1.24274079,1.071501837,0.919381944,0.678537799,0,6,1
0.962720889,0.857085998,1.237846313,1.124120536,1.040177305,0.807624193,0.989633863,0.970920537,1.238140752,1.00237722,1.137434861,0.905039234,0.938399214,0.795234401,0,6,1
0.711685402,0.746762677,0.538535133,0.456539375,1.077407636,0.685909848,0.971891713,1.046624642,0.542589219,0.924776756,0.551770203,0.774858335,0.679914154,0.463234133,0,6,1
1.026765453,0.957340818,0.356120861,1.223180967,1.022382639,0.959415134,1.015352612,1.070900389,0.350989554,1.012197044,1.261189035,0.931264415,0.985505974,0.820770822,0,6,1
1.002579194,0.883449396,0.788009701,1.076743809,1.032569151,0.876626243,0.969135295,1.021156584,0.84078838,0.923867886,0.710110273,0.884661711,1.02503721,1.13849703,0,6,1
1.067291166,0.946340914,1.145346214,1.236101892,0.998036339,0.904502868,0.952191799,0.967313052,1.043938345,0.903442325,0.657653611,0.937966735,1.074208223,1.076631637,0,6,1
0.942865193,0.886116388,1.140902719,1.063822883,1.024732633,0.857823608,0.957319267,0.988633775,0.984275538,1.0786808,0.865820241,0.863040713,0.941045649,0.774824648,0,6,1
1.022146499,0.980900186,1.221256823,1.089664734,1.015394503,1.009652034,1.010653876,0.974563902,1.167502376,1.004901747,0.34157203,0.988097467,1.012955935,1.255326661,0,6,1
1.043117001,0.983192074,1.052938021,1.09397171,0.989440294,0.871024113,0.995280467,0.994622287,1.029998281,0.998096136,0.313242596,0.998881201,1.039116192,0.902227543,0,6,1
1.014681663,0.914128312,0.879208968,0.835553196,1.028134627,0.912384873,0.991071379,1.019033042,1.04115599,0.974362816,1.302853316,0.944810468,1.047100453,0.95429552,0,6,1
0.895385902,0.776765893,0.534655033,0.254111539,1.051344522,0.719099786,0.928961639,1.053656278,0.569159167,1.008887618,1.485838332,0.80599037,0.838228222,0.562653277,0,6,1
0.961352778,0.866107082,0.774086291,1.137041462,1.036383267,0.826895453,0.977053001,1.024338856,0.664564707,1.036149833,1.280895113,0.90620378,0.92053926,0.732936474,0,6,1
1.002423506,0.925435768,0.952989527,0.990604304,1.027071212,0.969813903,0.983627138,0.994801434,1.112128978,0.848044281,0.56725355,0.917597728,0.980012111,0.958076462,0,6,1
0.943693916,0.959513547,0.569560466,0.788176468,0.998491067,0.800536618,0.997483026,1.033869325,0.920718147,0.634098592,1.623426615,0.989736989,0.98489085,0.500833802,0,6,1
0.96878138,0.981832482,0.724135251,1.111199611,0.981117607,0.849507351,0.979172189,1.02544048,0.619865873,0.994023636,1.444618549,1.036903799,0.956306813,0.790259633,0,6,1
0.930955181,0.844007944,1.13019887,1.352390224,1.037044493,0.805295125,0.951897418,0.983465706,1.145419462,0.977854499,1.838039701,0.84356171,0.947947439,0.67126406,0,6,1
0.841856718,0.673734516,0.350407414,0.749413691,1.095185446,0.533066456,0.999036215,1.069411545,0.290497097,1.025660347,9.60671335,0.664099693,0.550115375,0.484527368,0,6,1
1.08169186,0.905706078,0.802128854,1.029367081,1.038704375,0.93635166,0.99811741,1.01522662,1.03636316,0.837747579,0.272584575,0.911628181,1.0675638,1.056999515,0,6,1
1.080029206,0.983332278,1.049826514,1.081050784,0.985400973,0.848004975,0.990690104,0.997275372,1.016869029,1.029792308,0.719099011,1.017911668,1.043690059,0.904359841,0,6,1
0.971517499,0.983666613,1.082060859,1.666799416,0.990978812,0.924774859,0.977006733,0.99319396,0.958960396,1.044319028,0.910858748,0.98670814,0.947734051,0.892184441,0,6,1
1.076962686,0.931708049,0.407988602,0.538371904,1.008884736,0.962374717,0.940515891,1.070648402,0.362944162,1.209365454,0.310370739,0.963107446,1.063361362,1.486130563,0,6,1
0.509231774,0.649091529,0.505675566,0.598669558,1.061694204,0.539687963,0.850680886,1.052178283,0.519006623,0.947971252,0.387730412,0.673512478,0.497514116,0.417583185,0,6,1
0.995161276,1.084106047,1.142916253,0.839860171,0.956708355,1.063167215,0.980104628,1.013441314,1.226533123,1.249151175,0.8800989,1.075814641,0.984377977,0.701267619,0,6,1
1.099743704,0.948310348,0.999858312,1.141348437,1.010573768,0.943589494,0.977840134,1.003395909,0.870880062,1.074099246,0.12547544,0.971723018,1.091785294,1.21713736,0,6,1
1.124311649,0.910142868,1.079042348,0.758027641,1.002134479,0.776863095,0.96033891,0.965823667,1.31455296,0.7562572,0.368031836,0.936974226,1.104499806,1.114607675,0,6,1
1.002953123,0.950049402,1.48945122,1.205953066,0.995274242,0.84474256,0.976306176,0.952504371,1.328405941,1.080654719,0.205358083,0.985793372,0.98287248,0.900691924,0,6,1
1.059428738,0.957308462,0.972865825,1.18441819,1.013931862,0.982310191,0.985927728,0.984266033,1.171760853,0.779657718,0.34157203,0.993893592,1.058745667,0.787544253,0,6,1
1.076339595,0.851226029,1.368649294,1.270557694,1.041566583,0.819973714,0.972029731,0.947867875,1.307515894,0.942417573,0.591737461,0.876527592,1.04392077,0.828781622,0,6,1
0.98235869,1.101132905,1.107335782,1.037981032,0.970563835,1.070006617,1.031144308,0.986813035,1.02458537,1.015567205,0.261153373,1.111277135,0.971657565,1.0914628,0,6,1
1.072985731,0.988443431,0.918475794,1.007832205,1.016680441,0.989765591,1.034627727,1.000409078,1.013519455,0.877780738,1.050518294,0.953020875,1.076964869,0.891806348,0,6,1
0.974437804,0.992809346,1.095288174,1.098278685,0.992583244,0.910017759,0.997507812,0.990152673,0.946622351,1.044523228,0.795984821,0.974151131,1.004688046,0.757020922,0,6,1
1.124864773,1.039181598,1.341435745,0.981990354,1.000210373,1.06478651,1.026405074,0.970177233,1.236375688,1.074596426,0.488665188,1.019420257,1.118342166,1.265913088,0,6,1
1.024244106,1.027848361,1.162963202,1.171497264,0.9835622,0.954237079,1.007132147,0.982831608,1.021531871,1.042750633,0.698670063,1.015913577,1.011064242,0.835571362,0,6,1
1.019428957,1.019498507,1.077909397,1.352390224,0.982614698,0.87445969,1.017158527,0.983288948,0.981685909,0.971335598,1.030166708,1.047140292,1.004616286,0.84405659,0,6,1
0.997447616,0.991595602,1.116081543,1.361004174,0.982002484,0.89281684,0.976150361,0.98329345,1.065865858,0.987399751,0.352869159,0.998478451,0.984355127,1.013631957,0,6,1
1.047225194,1.054171817,0.988778141,0.874315973,0.991401666,1.026633321,1.044353195,1.003825088,1.075160297,0.972669523,0.707717588,1.044182371,1.054657543,1.136315745,0,6,1
1.047665298,0.949057015,1.674514306,1.063822883,1.035625833,1.036840384,1.012814357,0.946184304,1.522516768,1.153973485,0.644864437,0.933953238,1.054358105,1.215489227,0,6,1
0.994999005,1.143022355,0.878925416,1.128427512,0.932457322,0.933525484,1.024254252,1.011777387,0.843842561,0.985421771,0.380608834,1.180936565,0.995790851,1.217274238,0,6,1
1.064087352,1.095619711,1.441913643,0.667581161,0.989517596,1.13614203,1.052537736,0.950329487,1.217675755,1.04799034,0.919075256,1.083300747,1.036810974,1.201261069,0,6,1
1.074967974,1.072455998,1.749773316,0.887236898,0.986292545,1.110066486,1.017705715,0.952705692,1.884386801,1.188980466,0.212303058,1.092512727,1.064561717,1.246969491,0,6,1
0.867203274,1.018853234,1.140435659,0.770948567,1.017296051,1.03797053,1.063662292,0.978271117,1.247404317,0.910501517,0.646547058,1.037263745,0.878478656,0.680435224,0,6,1
1.001979491,1.101344664,1.30594662,1.050901957,1.002256224,1.216687267,1.069354876,0.96833682,1.077269166,1.077387193,0.569926365,1.104543561,0.993774749,1.289713873,0,6,1
0.817431439,0.779526403,0.776983107,1.696948243,1.060180944,0.779285518,0.930334596,1.020834384,0.804967239,0.920587907,0.198190075,0.827585168,0.846242882,1.40339808,0,6,1
0.910202052,0.930194698,0.927507827,2.166408543,1.024012296,0.918451573,0.996948885,1.007152368,0.902037886,0.980860216,0.864007511,0.92516922,0.80503787,1.048949125,0,6,1
1.00127465,1.000062363,1.444584216,0.938920601,1.03065412,1.11252436,1.042953231,0.960231892,1.327101224,1.093340822,0.181295924,1.018152654,0.966236372,1.475128298,0,6,1
1.000715313,1.066926485,1.352167135,0.938920601,0.996562133,1.026747841,1.068632663,0.957645867,1.130479629,1.025360055,0.445660548,1.096662816,1.000531705,1.2730264,0,6,1
1.008963491,1.049170313,1.399288804,1.063822883,1.006428311,1.087644907,1.049898744,0.961422671,1.372370246,1.036119123,0.262249616,1.074049758,1.009120596,1.418994498,0,6,1
1.056637875,1.092327234,1.024313182,0.951841527,1.005269958,1.145153171,1.098446549,0.978874674,0.979711162,0.863490654,1.180472936,1.07445555,1.043330921,0.974791182,0,6,1
0.995319124,1.028534287,1.52357953,2.226706196,1.003604176,1.130070923,1.004536085,0.951132811,1.804458221,0.984731114,1.311195858,0.991350733,0.964309543,0.78589225,0,6,1
1.013715549,1.009049694,1.076343382,0.770948567,1.001338,0.988520945,1.020957965,0.986779391,0.892934368,1.007130468,0.774995363,1.016511345,1.021331867,1.013778119,0,6,1
0.941369806,1.048485211,1.404777274,1.115506586,0.999160575,1.112366043,1.020714145,0.950671459,1.258030341,1.001804349,0.323216524,1.070299411,0.934182297,1.106946624,0,6,1
1.040458176,1.014596143,1.255851205,0.947534552,1.015518792,1.113031109,1.022665554,0.964374812,1.288075545,0.944372193,0.747765795,1.008366372,1.040045559,1.19955896,0,6,1
0.966688041,1.097454697,0.991082991,0.981990354,0.988537156,1.186683138,1.034273788,0.993268089,0.874911851,0.952474121,1.138138864,1.088267918,0.982525782,0.754411284,0,6,1
1.15461796,1.276763975,0.70016285,0.887236898,0.929880882,1.281041882,1.074943382,1.008697929,0.902293777,0.672670636,1.450069939,1.31683912,1.09427159,0.798585448,0,6,1
1.01508617,1.01331323,1.158204856,1.016446155,0.978255,0.960825769,0.977792269,0.9678088,1.146466299,0.893645686,0.716028324,1.033511092,1.022795907,0.998163134,0,6,1
0.982569888,1.07943085,1.324955223,1.106892635,0.99754365,1.158211616,1.043291972,0.972139547,1.167396772,1.09795947,0.828363307,1.092202025,0.961756384,0.901272159,0,6,1
0.896183065,1.146755867,1.383261608,1.137041462,0.980701724,1.142908395,1.091027349,0.964646396,1.19507156,1.088615333,2.15190379,1.087579675,0.925612803,0.724971275,0,6,1
0.701456611,0.630743668,0.72578292,0.422083573,1.079210536,0.488417811,0.88089606,1.020767289,0.728627992,0.891015965,2.049432181,0.619189904,0.66710665,0.633383596,0,6,1
1.008104189,0.994372262,0.92511401,0.857088072,1.007143533,1.036103516,1.000164879,1.001216678,0.809361551,0.967714545,0.745595663,0.982817006,1.020412607,1.186220458,0,6,1
1.061121364,1.046619467,1.006077524,1.050901957,0.994889687,1.075132072,1.018065711,0.999893216,0.966618263,1.005739806,0.792404678,1.014242989,1.066453101,1.084339653,0,6,1
1.049792785,0.972941498,1.252727141,0.964762453,1.023781146,1.098050879,0.990562243,0.976119487,1.383959797,0.980169567,1.262150306,0.957968477,1.001137775,0.827101149,0,6,1
0.981984768,1.10751598,1.348020186,0.973376403,0.985109076,1.142992789,1.052197553,0.954119949,1.239933827,0.987960461,0.340648863,1.106655566,0.977904097,1.423443052,0,6,1
1.055880246,1.101465255,0.827537642,1.020753131,0.972821196,1.129639001,1.016440899,1.032667096,0.809217436,1.168406791,0.400620387,1.110577872,1.040151292,1.168678845,0,6,1
0.908054937,1.203257114,1.397422524,1.098278685,0.940512298,1.133721359,1.056344111,0.970017293,1.397843728,1.102122534,1.24274079,1.227306535,0.905806669,0.683216325,0,6,1
0.936552196,1.001359047,1.440272736,0.770948567,1.010201486,1.064092188,1.004790695,0.940636558,1.326080642,0.969196908,0.646547058,1.00764739,0.959498624,1.023164176,0,6,1
0.960252649,0.907420347,1.128656028,0.9216927,1.031677875,0.971498253,0.967059402,0.996270447,1.179646231,1.080254056,1.227075991,0.923168105,0.970045634,0.920115839,0,6,1
0.839141126,0.857160631,0.62152948,1.081050784,1.0266331,0.76244288,0.955093353,1.039046161,0.556143552,0.997557381,3.747934194,0.765990681,0.628421258,0.682238621,0,6,1
0.919840377,1.003365071,1.156628696,0.934613626,1.0134329,1.070892321,1.020219007,0.989920034,1.022078074,1.094650472,1.289579148,0.983832207,0.919023391,0.905753912,0,6,1
0.910654602,1.132244559,1.477333492,0.969069428,0.970120392,1.101227564,1.054243627,0.949069865,1.293194525,1.045283985,0.950995509,1.083390453,0.923185192,0.968705171,0,6,1
0.996144739,0.991532514,0.567867007,1.137041462,1.033629469,1.093484422,1.055522181,1.047337545,0.479046983,1.049724218,0.543887771,1.015621256,1.013867999,1.235881893,0,6,1
0.47208307,0.583918487,0.603211172,0.74079974,1.111210804,0.511454983,0.898597951,1.041750553,0.588266308,0.976754657,0.684579237,0.570935025,0.459546296,0.501863104,0,6,1
1.055169225,1.03946948,1.282106328,1.089664734,0.97834493,1.084806424,0.967669646,0.982565927,1.17931839,1.126338231,0.447006255,1.046041271,1.045523979,1.141967816,0,6,1
1.005936864,1.055598036,1.231036263,0.844167146,1.009515238,1.19945101,1.034372387,0.976698591,1.117905094,1.051580335,1.201712507,1.003261843,1.020422922,0.937398088,0,6,1
1.07780014,1.491729838,1.082055392,0.990604304,0.880390134,0.990444829,1.251393693,0.998820418,1.288424165,0.986919985,0.988119088,1.593278759,1.114186323,1.309826432,0,6,1
0.984458677,1.044976625,0.33982748,1.296399546,0.994324798,1.099118711,1.008689862,1.075862383,0.268555234,1.200376757,1.266921712,1.00968545,1.018568911,0.763194482,0,6,1
0.979229849,0.985288004,1.479450866,1.050901957,1.012257058,1.055962593,0.995080696,0.944766596,1.290146614,1.027233041,1.668447993,0.943914828,1.009649832,0.78690143,0,6,1
1.071587993,1.001835496,1.311281853,1.059515908,1.020139001,1.096129648,1.027652488,0.977631457,1.124599007,1.132411466,0.950559006,0.991375111,1.079824264,0.954953212,0,6,1
0.945781543,1.108207945,1.476097962,0.964762453,0.958328205,1.066551198,1.011743203,0.963146891,1.419202707,1.119079644,0.601463793,1.118415606,0.939390967,0.914759847,0,6,1
0.982903402,1.049468982,1.654659081,1.244715843,0.992846174,1.01158203,1.042563085,0.960651685,1.643788135,1.217614455,1.526473624,1.004506827,0.977125298,0.811827295,0,6,1
1.03688869,1.096089942,1.224045366,1.089664734,0.990097527,1.112610494,1.059719706,0.967269589,1.048134832,0.985852832,0.520490713,1.079540888,1.02968939,1.155961688,0,6,1
1.016830089,1.041866998,1.753265436,0.9216927,0.998557133,1.057011033,1.03070753,0.930507721,1.859959804,1.065571503,0.598860054,1.040150621,1.023633421,1.095313451,0,6,1
0.994443313,1.10031645,1.705616184,1.28347862,0.987011593,1.113137912,1.059220528,0.945052119,1.627567165,1.151128071,0.741772096,1.090348271,0.999934262,0.967658101,0,6,1
0.984467501,1.025094137,0.23127128,0.848474121,0.988080872,0.94790289,1.020127094,1.085776818,0.265036555,1.054847349,0.705915529,1.059124977,0.979149958,0.923533998,0,6,1
0.986874225,1.034453787,0.298493115,1.007832205,1.005989844,1.130594017,1.01767888,1.079207215,0.324406163,1.070970939,0.79848007,0.989971442,0.992302301,0.899041299,0,6,1
0.985010222,0.967918339,0.677630313,0.865702022,1.030102932,1.120753371,0.991062592,1.033538968,0.595307979,1.020957805,0.418317645,0.962751247,0.980932995,1.134929486,0,6,1
0.962936443,0.965155343,0.232612585,1.266250719,1.007245666,0.98831801,0.977073748,1.087154118,0.261122887,1.121581207,1.69078155,0.963675453,0.948171032,0.891600683,0,6,1
0.907453911,0.934293187,0.553127059,0.267032465,1.026230396,0.854905949,1.049164383,1.056333025,0.541601171,1.100252442,1.35076212,1.035907198,0.908524,0.589175121,0,6,1
1.042126539,0.987318866,0.22384551,0.91307875,1.002938313,0.995556076,0.992144372,1.087961419,0.260046407,1.118998323,1.008704902,0.963016778,1.003001661,1.043167478,0,6,1
1.093815071,1.018731441,1.162983943,0.861395047,0.993749631,1.009994579,1.002646149,1.017734695,1.73796213,1.0870533,0.962233402,1.006101175,1.067744171,1.105156723,0,6,1
0.919191376,1.073419172,0.23981791,0.594362582,0.980476099,1.085280573,1.014027477,1.085295549,0.263933889,1.068052993,2.791828533,1.037775011,0.871085592,0.806218072,0,6,1
0.917733785,1.092839225,0.397157971,1.137041462,0.992074881,1.137943997,1.05243225,1.066951235,0.440873143,1.037437537,1.132580942,1.023643136,0.885720432,1.084486219,0,6,1
0.917898943,0.995697051,0.771826823,1.162883313,0.988396209,0.941578856,0.980012358,1.022000921,0.717805029,0.975717254,0.743200682,1.001324533,0.947077687,1.013681199,0,6,1
0.889379011,1.026103247,0.231724107,1.197339115,0.985851003,1.034028743,0.984076561,1.086343736,0.266123423,1.077165564,1.827544839,1.009792481,0.895083459,0.762173058,0,6,1
0.902303152,0.924734281,0.414599736,1.317934422,1.022061336,0.961451977,0.969157443,1.066232098,0.461450189,1.005880942,0.991660732,0.938296366,0.912009591,0.958810424,0,6,1
0.904379455,1.095102516,0.468048825,1.145655412,0.948045294,0.999658081,0.990302072,1.060505057,0.488065652,1.061010434,1.608016019,1.136777639,0.921585251,0.688786453,0,6,1
0.962312186,0.914132689,0.780602985,1.162883313,1.041065488,1.016104756,0.986134671,1.022961304,0.69078395,1.043528307,0.682230766,0.907744088,0.978824024,1.01229045,0,6,1
1.024490434,0.970307044,1.218362893,0.917385725,1.01290318,0.995549788,0.997047276,0.970349745,1.116230138,0.983126461,0.471495133,0.970498121,1.031024985,1.15582157,0,6,1
0.726929427,0.843664381,0.464804455,1.287785595,1.032358583,0.775198939,0.960217332,1.054254009,0.464748827,0.907100705,1.299871337,0.893948781,0.873364355,0.72473905,0,6,1
0.98664005,1.020342145,0.296834143,0.878622948,0.970019545,0.996965889,0.94919193,1.079013342,0.311064762,1.094225311,1.662549576,0.999505234,0.938205241,0.822959956,0,6,1
0.947715869,1.020063069,0.341624365,0.736492765,1.005969331,1.072119221,1.020881461,1.070589372,0.36799535,1.015811204,1.229659309,0.973008517,0.925526036,0.792551269,0,6,1
0.887247511,1.012089456,0.250861058,0.249804564,1.004926734,0.968001839,1.047488556,1.08469954,0.278296742,1.09633002,0.939323083,1.085030172,0.862606678,0.733653678,0,6,1
0.89511576,0.84423923,0.250113623,1.386846026,1.022849186,0.8046343,0.9134589,1.082980804,0.323109451,0.969147421,3.618528696,0.776406302,0.860662418,0.709076165,0,6,1
