Norm_RR,NADH_tm,FAD_tm,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Activation,Donor
1.0647124838733328,1147.134691,980.3991036,58.80022857,407.2819524,2226.165476,70.76527024,423.1372262,2372.422619,0,4
1.052453379918179,1289.898643,891.3013079,60.0772131,441.5289167,2572.16119,73.22173095,356.3637738,2392.739048,0,5
1.0381959570850687,1273.967058,1111.075247,57.39122143,402.9823214,2447.703452,70.10115714,492.4769524,2597.101071,0,5
0.9897890682856392,1072.972288,992.7488276,67.42891905,422.1422857,2424.518929,68.21749881,382.7698452,2313.615595,1,5
1.0210902793930272,1178.100387,972.4376856,64.16912976,437.4482262,2506.779524,69.62841071,372.2866429,2383.201786,0,6
1.0126108358370898,1096.912517,940.0293916,65.89956667,414.0319643,2413.630119,71.54734762,411.0082381,2313.675119,0,6
1.0069065717730483,1212.675492,779.5943801,63.09457262,426.744619,2563.702857,73.88873929,321.8735714,2129.525952,1,6
1.0098757292311031,1241.709781,1063.743319,57.88419176,397.1654471,2421.703176,70.02996353,428.0307882,2579.884824,0,4
1.026291835199784,1101.386241,890.4609777,65.52404235,428.0481412,2377.392235,73.64359647,385.3073294,2326.727765,0,6
1.0034438421392384,1328.245507,981.314119,57.98856941,445.0624824,2543.355765,71.34527412,385.0623765,2510.076353,0,6
1.0101477630745883,1192.993137,968.6660061,62.66376588,408.7464471,2505.809294,70.57493176,391.5381294,2414.134,0,6
1.014099420270408,967.0824902,980.0986495,70.91697059,410.1830824,2330.650588,74.29944706,455.6768118,2537.399647,1,6
1.01679738218809,1046.286438,863.2905797,68.84883882,412.4914706,2447.202941,71.98096706,327.4994941,2297.105059,1,6
1.0773116760991956,1034.570433,830.1644676,67.75644419,373.2614535,2435.294651,73.74181512,300.877907,2359.852907,1,4
1.0353693005859947,1350.609103,967.3468876,54.62327791,431.0660581,2461.239884,71.20266512,415.7591395,2356.76593,0,5
1.0072342915208865,1492.082504,911.7791662,52.82862442,484.9398837,2627.643837,70.81691512,343.1342326,2350.33407,0,5
1.0334077771383057,1197.265931,831.823327,62.11944884,392.8889186,2516.733372,73.98289651,323.2119535,2299.735,1,5
1.0267938819492193,1209.013454,849.6914294,63.23524651,443.1058605,2523.372093,75.00926977,343.4240698,2387.471279,0,6
1.020185570445565,1202.253232,865.3728982,63.35434419,445.8755116,2513.348605,75.6734186,404.9719884,2326.535814,0,6
1.0206411608131478,1119.772495,758.2045797,66.30707209,437.9505,2462.869186,74.44202907,310.7454419,2081.307093,0,6
1.0060603664073886,1200.364467,829.0067999,63.3253186,432.455407,2516.252674,73.91565581,351.0173023,2218.620349,0,6
1.0124798842173084,1007.841141,833.8594281,70.14609419,400.755314,2435.338953,70.57984419,320.9557558,2085.909186,1,6
1.066940898600454,1197.226609,721.8520315,56.49821494,338.9600115,2313.976667,77.88667126,249.2015667,2383.754368,1,4
0.9919903723980226,1254.502965,1070.489923,61.67042414,437.2515517,2571.718736,67.77997241,415.4906437,2504.412644,0,5
1.0206419365226778,1151.952706,895.7966863,63.48417471,392.5917126,2465.758506,74.14517126,384.4071264,2413.871379,0,6
0.9963764625036076,1202.117454,858.143908,62.07955517,432.695977,2454.803333,71.53785632,318.7622989,2223.006437,0,6
1.001196247478304,1311.945585,836.3900579,58.26204828,417.6342529,2559.915287,74.00916437,335.823954,2276.928736,1,6
1.0192813042989588,1043.092596,934.3064902,68.01054023,402.2112644,2405.330115,70.85745632,398.9364713,2284.331724,1,6
1.0133707887672598,984.9176341,833.5109754,70.34345862,398.7494943,2373.465517,72.81375172,304.2857356,2273.927126,1,6
1.0522432989311037,853.3534315,581.7078325,74.56782841,385.9924773,2220.635,77.25232955,242.5513182,1694.784091,1,4
0.9861022088117972,1048.980016,886.0513428,68.78630227,417.0496364,2459.435341,73.80468295,427.9098409,2221.135795,0,4
0.9811389886874564,1196.750632,930.8605941,62.16057727,394.4595341,2518.618636,69.75127386,326.6768636,2347.542273,0,5
0.992775436857331,1149.636626,992.2592191,60.68957841,368.6388523,2354.245114,66.65359318,395.3536818,2225.118977,0,5
0.93674607210911,1171.355533,790.3176054,65.29821477,424.2838523,2589.594545,73.10357159,308.8038523,2116.242727,0,6
0.9967481297190398,1129.15898,660.3629389,65.51620909,400.1483636,2512.956136,74.75489886,244.976,1898.313636,0,6
1.0087953221280312,1256.105573,848.1531034,60.51214545,432.0658068,2517.663068,71.87505455,302.7633864,2248.225455,0,6
1.0188212956191776,1056.527402,799.8835615,68.26439091,405.2998864,2453.105795,75.815025,313.5716364,2354.332273,0,6
1.0329016625691454,898.6243372,734.4219496,72.81823295,372.7492955,2306.864205,77.94569318,287.9094773,2349.551591,1,6
1.0131531214410194,1246.536506,872.8367847,63.22796023,463.1192045,2600.011705,76.11705227,416.3912159,2380.241364,1,6
1.0205960099005358,904.7542734,897.7989462,73.61820449,383.9695618,2346.170337,74.75461236,385.1818539,2466.553146,1,5
1.0268888988250238,1414.256308,877.3293207,56.9092809,437.2752584,2712.88191,78.44135169,404.2751124,2676.289438,0,6
1.0122787545872975,1100.883492,846.1684532,66.82269438,424.8141461,2449.101798,76.12386067,344.4984494,2470.490449,0,6
0.987449796546642,1176.464936,947.0281517,65.54265618,457.3035169,2540.92191,72.06286629,399.5380899,2377.027191,0,6
0.998762736790516,1248.865654,910.0019109,59.39550337,396.8975506,2502.177303,72.81081798,370.9985056,2395.565618,0,6
0.9883400191186318,1259.8203,909.4024813,60.88842247,429.5730899,2547.761461,73.15122472,363.0310787,2411.735393,0,6
