cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
17,1160.216049,423.9743148,2729.210062,64.48546667,1.086063901,62.69753086,302.4853889,2337.671235,72.36684815,27.63315185,1.043863759,0.953951762,1243.416938,862.9004079,365.3613156,43.34917997,111.0951956,3.877826668,0.119680123,50.04806255,45.85906831,163.7503323,2.823550034,2.823550034,0.087455554,0.021056303,113.5517534,73.56821594,162,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
132,1288.67284,424.5718148,2650.424198,60.78904938,1.100669333,114.6419753,263.8631852,2267.477963,71.69410864,28.30589136,1.097532457,0.921391149,1298.15691,830.1668281,363.4399287,38.54173705,85.53859093,3.74068303,0.143368282,77.70789525,32.38028387,143.1154547,2.477622022,2.477622022,0.134331526,0.042813863,107.617822,79.63646998,162,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
95,1105.932099,404.965537,2893.590556,55.7071,1.072054222,56.09259259,338.2046543,2469.864753,72.74755062,27.25244938,0.979343728,0.95176478,1506.469791,914.0607183,145.2362875,47.98630615,120.3431928,2.482041885,0.116887338,25.34355384,103.0426398,340.7835886,4.006095757,4.006095757,0.080765487,0.020419662,79.42637309,174.7131586,162,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
95,238.9813665,363.4009689,2300.994596,66.32068758,1.070591789,54.65838509,263.9736584,1978.622795,74.32192484,25.67807516,1.053202832,0.802778008,1009.436935,701.5536441,97.48874756,148.4465916,278.7910411,4.633971785,0.114521187,30.61272317,64.17640394,198.6820383,3.109756451,3.109756451,0.096886353,0.111907766,136.434969,86.66297078,161,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
154,1066.36646,394.6046957,2643.862112,64.72918137,1.077975317,115.6273292,309.8413354,2423.931677,71.83306087,28.16693913,1.081538857,0.914351789,1188.971985,902.8569397,303.8215901,38.51265942,118.0200444,3.263332907,0.101368136,129.7012346,38.76487145,181.756427,2.405700807,2.405700807,0.094921424,0.069752752,109.6726193,67.40597133,161,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
109,988.6149068,408.4260745,2626.489876,61.16118385,1.064614149,82.29192547,270.6128323,2355.443602,72.04475155,27.95524845,1.045271845,0.927082394,1270.797252,852.1441581,248.1831748,39.09194569,95.86317369,3.185816098,0.111091361,53.89371946,52.39746438,174.217434,2.177423213,2.177423213,0.087689767,0.030903894,94.52205155,89.92445261,161,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
140,760.2857143,392.8609441,2445.244596,62.46683416,1.100991398,91.36024845,251.5427578,2321.489876,75.93196522,24.06803478,1.057006509,0.893379511,1161.978855,749.561975,274.0971869,45.06091188,89.62950876,2.865490275,0.11175441,51.86467401,32.29160741,226.7419926,2.28679023,2.28679023,0.140506596,0.049864105,46.36004833,87.99411015,161,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
94,1099,406.7728075,2595.317888,64.90013975,1.072424255,107.1304348,296.1723106,2510.356025,73.62075466,26.37924534,1.011175708,0.912852206,1174.596285,878.0507072,290.9095005,30.7132962,101.2718687,2.970651404,0.116973175,84.83271262,34.60307207,152.4012759,2.909260588,2.909260588,0.107944167,0.061047317,76.4801908,74.83325152,161,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
30,412.6832298,409.1258571,2320.546149,69.19403043,1.107305193,48.8136646,335.7963665,2340.748944,76.2594882,23.7405118,0.981323404,0.889796214,997.7042731,809.8041139,191.109799,39.01691505,145.8677958,3.89124953,0.109922877,27.48504252,58.79214881,302.2700708,3.573582225,3.573582225,0.094220442,0.059876676,88.8092223,123.2986492,161,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
1,443.1055901,392.8788075,2265.399255,72.6661236,1.050174304,19.38509317,235.8441615,1902.686211,78.85825466,21.14174534,1.017666876,0.957111445,907.4542807,580.8012981,87.49211411,30.0194701,174.0477554,5.086740324,0.087148768,6.647426299,70.36203101,305.6710022,3.762656732,3.762656732,0.108750026,0.015229341,135.9210539,89.08316595,161,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
57,276.7375,397.939675,2398.468375,62.81504938,1.008687369,38.975,289.6250313,2301.287,76.74874875,23.25125125,1.010889063,0.875475088,1139.092864,750.0039504,97.42918651,60.70861325,172.6931082,2.800624682,0.10442213,22.52795608,119.010025,470.8390874,3.368068317,3.368068317,0.095347816,0.061856538,70.28384638,167.5679244,160,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69+,NK-Cells
40,465.075,457.6847938,2600.606375,62.9026325,1.037237106,26.3125,343.5027313,2438.3755,77.88982688,22.11017313,0.954317163,0.944698936,1251.075709,771.0391178,109.2697631,49.54541244,145.1194788,3.163419891,0.106454621,9.642794749,135.2814091,1248.23226,5.950563219,5.950563324,0.091692653,0.022526391,75.30373225,122.4774033,160,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
79,577.6625,404.9160938,2451.089875,67.0178625,1.0570848,36.6125,307.3085938,2326.765063,76.18278563,23.81721438,1.059999231,0.948990614,1079.401696,776.819737,305.940264,59.83566008,143.9104722,5.363413428,0.090458468,56.26386482,127.6780845,424.5417279,4.047377489,4.047377489,0.097841564,0.035264873,147.3462486,136.9305597,160,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
143,735.4125,409.1125688,2535.818875,62.65713125,1.041968838,50.8375,247.1792313,2138.275,74.31620438,25.68379563,1.016122331,0.935057547,1203.59007,731.5288149,117.8611478,39.56037203,107.9607792,3.803486666,0.105581936,20.66287879,45.69990565,187.3572895,2.37873239,2.37873239,0.100038914,0.025343184,88.0884644,79.00793452,160,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
32,533.1949686,340.8556101,1658.960881,86.39903899,1.102589031,24.79245283,273.6235031,2120.775975,76.84352893,23.15647107,0.987134201,0.944406273,518.6792849,694.7204084,160.9739926,15.58843297,127.358508,1.79166528,0.119240037,12.01795886,90.43784023,311.5313478,3.620287084,3.620287084,0.089523183,0.05078496,17.00746757,97.8993104,159,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69-,NK-Cells
153,330.4842767,385.1137799,2313.939623,65.15985157,1.060255189,34.10691824,286.7951792,2441.535535,76.20213522,23.79786478,1.016056044,0.890775684,1055.555578,790.6783765,156.7486844,47.67518248,124.9730599,3.216193365,0.10919829,11.16197841,133.0763008,430.9720583,3.705759934,3.705759934,0.101789525,0.051702738,83.07716957,149.7696062,159,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
130,1060.716981,416.9984906,2638.875472,69.71302704,1.05037622,61.54716981,305.9837107,2314.303333,74.09538176,25.90461824,1.023531566,0.947240418,1090.954116,824.3890729,310.3997246,25.97534744,93.96594881,3.449338775,0.102156035,45.38885411,40.63197737,204.8142591,2.853967098,2.853967098,0.086904678,0.029600716,95.51625351,85.03939263,159,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
16,954.2515723,390.6435597,2511.670755,66.88162579,1.091568786,69.56603774,239.1336604,2168.826541,74.33821824,25.66178176,1.058660346,0.931883083,1093.381843,732.6083285,252.6056107,23.81536037,65.09212468,2.854559711,0.120861797,37.94708646,58.12130878,221.5935114,2.051072847,2.051072847,0.113590336,0.03362545,74.11390727,96.59273708,159,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
106,673.7672956,410.0113585,2479.415094,64.12330566,1.069747767,94.69811321,311.2012704,2472.685283,70.06771698,29.93228302,0.976169,0.863349143,1151.245128,955.6494024,288.8786963,49.65956759,128.8153193,3.03861055,0.120193761,59.55199353,50.62046354,192.2451475,2.301904984,2.301904984,0.117381471,0.08665505,85.73770476,63.60852215,159,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
33,556.2641509,395.3775535,2363.018428,73.37457547,1.081523742,21.61006289,301.2082799,2292.775912,76.21305723,23.78694277,1.078057031,0.957220146,928.8091414,765.114363,188.9743621,37.93996241,188.1790812,7.915238658,0.115877393,11.19217174,190.8471872,447.8059243,4.386210812,4.386210812,0.12214928,0.031879458,206.9524621,191.2502796,159,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
53,1052.303797,406.0381013,2602.389241,64.58616329,1.090546165,47.15189873,239.6399557,2185.983608,74.97812405,25.02187595,0.949800165,0.955208773,1183.038056,723.0690933,277.9346417,29.65303754,77.38566039,3.2080818,0.117956396,24.80707142,47.82909895,237.6345555,3.491835914,3.491835914,0.116501182,0.023426338,73.57556108,101.3271392,158,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
32,899.5379747,414.0183797,2536.920696,67.20847405,1.061733956,46.82911392,326.8096139,2317.743418,74.35618734,25.64381266,1.047164544,0.948336646,1110.402038,829.5062422,186.480874,29.24164196,92.32654569,3.779727965,0.102855368,25.86151089,59.25289166,309.4055243,3.901927636,3.901927636,0.085821451,0.033800058,92.83959458,81.2462699,158,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
118,1160.601266,415.2423165,2893.710633,60.95419684,1.086658,70.63291139,308.7608165,2299.163291,69.63417278,30.36582722,1.0562015,0.941937122,1381.568976,907.2338268,245.2280088,29.43728772,95.72845892,3.24394259,0.10876713,35.36332881,96.00322503,218.0666351,4.031955932,4.031955932,0.103881223,0.028025102,79.57078955,87.49417599,158,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
123,1243.822785,423.823462,2899.844873,62.77511519,1.069939266,54.33544304,321.2787342,2370.106392,70.60565,29.39435,1.016696772,0.956943903,1342.983127,918.7581048,340.5466104,39.27841175,113.3780257,4.1916717,0.108973766,29.81783563,69.25288276,282.5413704,3.603414444,3.603414444,0.093610458,0.021144562,91.83452783,101.3313689,158,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
60,469.7278481,416.8325063,2434.518861,68.38011013,1.018949259,28.82278481,470.6397532,2434.876709,75.98259114,24.01740886,0.963045525,0.939170336,1056.784906,921.3485975,135.959185,37.98581073,129.2787575,3.987084113,0.098989162,9.9191117,206.6886755,577.8011884,6.628751091,6.628751091,0.096264721,0.021611797,104.7410997,174.7737107,158,a_3n,a_3f,Activated,N,221114,CD69+,NK-Cells
68,717.6075949,380.6118038,2391.312025,66.04503861,1.012408494,50.06329114,250.4864367,2320.393861,73.66691456,26.33308544,1.017394728,0.933408147,1063.640676,795.9720436,115.3209775,31.12357514,86.30372259,2.456265731,0.106737009,23.18073095,56.99800327,212.7858244,4.216946317,4.216946317,0.109958998,0.032235307,68.29331822,140.3406849,158,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
87,158.8598726,452.6663758,2417.040064,71.66399809,0.996809146,20.88535032,301.246707,2294.523312,79.07951401,20.92048599,0.972643204,0.8798023,1002.128588,710.0153241,40.34633059,58.72623633,227.4721565,4.826460417,0.104882802,5.852862715,94.54069333,425.5660198,3.782470025,3.782470025,0.096828829,0.037536649,57.84682907,125.9127583,157,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
116,219.1783439,388.3626178,2196.761401,67.61264777,1.054840516,33.24840764,371.8932038,2384.039045,70.97709682,29.02290318,1.030257745,0.85331696,969.7796984,942.3248284,95.48623899,96.14540594,196.7124631,5.212750158,0.134164598,13.6957115,185.3738516,486.5661109,5.617140074,5.617140074,0.091819778,0.066314286,94.36401154,173.1878187,157,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
50,1133.019108,433.0151465,2681.799427,61.96243758,1.07427965,53.96178344,291.3579363,2233.695732,72.3867172,27.6132828,1.033683637,0.952809733,1287.630368,822.1044923,298.9296391,39.47065727,116.7040733,2.92723533,0.128680644,29.33272552,96.53624462,258.4448974,3.331358723,3.331358723,0.10687804,0.028512703,81.31279966,89.99374599,157,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
62,1036.980892,404.7930255,2448.107771,71.3518414,1.046532592,47.24203822,330.3914459,2478.986879,72.22394713,27.77605287,1.009619764,0.955473605,994.1528981,921.4132188,289.8235642,21.75140178,124.2658302,5.370188713,0.108631194,19.71703717,64.79040335,285.8473612,3.662913953,3.662913953,0.092662988,0.017934892,136.8654074,103.2632026,157,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
108,564.5350318,381.8764904,2424.783439,64.84596624,1.084530076,72.53503185,282.1798025,2248.024395,71.24381083,28.75618917,0.980503484,0.886693219,1098.366853,844.51372,151.0322825,28.12618334,130.0213504,3.376080938,0.110324678,38.61886889,37.90418589,165.0853112,2.94382345,2.94382345,0.139577347,0.051763316,71.71699646,53.66824197,157,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
106,1107.828025,404.1019745,2587.62828,69.65709363,1.058750096,73.02547771,294.4292548,2341.487389,71.5339172,28.4660828,1.047842248,0.935847782,1067.642425,874.3471703,327.1864751,31.16926501,112.2378968,3.170661548,0.098744252,39.80657545,75.81703726,189.0768354,2.587841699,2.587841699,0.115771045,0.033971288,92.59604349,77.3379261,157,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
154,629.1210191,371.2183631,2516.171274,61.00457452,1.059833076,102.7707006,279.4149936,2289.360637,73.17072166,26.82927834,1.111170395,0.865015153,1206.913403,813.3057289,182.0145581,47.48832581,82.36736061,3.876628751,0.116447451,82.47430623,45.7055575,202.6464258,3.727020625,3.727020625,0.160478477,0.085347915,113.3133757,68.483394,157,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
33,619.9426752,395.6190637,2435.628917,73.12088344,1.053725159,53.05732484,242.2980191,2116.219236,78.35257325,21.64742675,1.02802158,0.928142931,943.6327975,643.1645672,236.9676826,39.84293537,128.2773023,4.016134369,0.101260249,46.78061757,61.69233705,272.9130656,2.62110959,2.62110959,0.098178741,0.040491084,82.57117865,79.38688552,157,a_1n,a_1f,Activated,N,221114,CD69+,NK-Cells
151,599.8280255,377.4120764,2344.094968,61.5839,1.09505914,45.14012739,320.0507452,2373.218089,76.17679108,23.82320892,0.999824414,0.929682035,1134.089552,803.5790945,81.86912464,39.0298076,125.4358514,3.551408505,0.123173687,13.55636789,71.96125109,266.2793453,3.676919944,3.676919944,0.067431379,0.020458586,106.1329459,90.68827443,157,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
146,350.8205128,364.3630705,2288.917756,68.36365513,1.100666654,38.36538462,257.0110577,2023.523974,75.49556026,24.50443974,0.976264897,0.88644181,970.3408881,686.4198136,199.426322,58.97786639,143.5569288,3.794217348,0.12530707,27.75377604,50.37177829,175.8302894,3.442414581,3.442414581,0.124449093,0.080487868,93.65090807,66.06367942,156,NK_act_1n-002,NK_act_1f-003,Activated,D,220303,CD69-,NK-Cells
34,296.1858974,376.1644872,2349.52141,62.47303846,1.024545288,40.30769231,291.4404679,2133.986923,74.55106026,25.44893974,0.984398192,0.870869499,1111.480874,752.9683563,141.2719548,58.2448491,191.8065756,4.177442165,0.116626172,30.0435416,83.65046905,373.9201261,3.575955983,3.575955983,0.087464025,0.097011202,84.38066177,115.1432317,156,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
110,681.6666667,399.446391,2466.754872,63.19538718,1.081547077,69.5,255.77825,2249.465897,71.12360449,28.87639551,0.993582635,0.90726542,1160.248073,827.3032191,197.0412543,53.15894516,115.7631524,2.676373389,0.095404693,33.03517187,37.65217226,216.50235,3.398507791,3.398507791,0.083616609,0.038598134,82.66529377,82.6144275,156,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
178,388.9483871,347.4543032,2383.776839,69.79477419,1.027245129,44.87096774,299.0909677,2151.847484,73.93492645,26.06507355,1.042223929,0.897095161,959.9042702,778.0086027,162.1161117,57.36350891,152.1794284,3.210533707,0.117720741,30.23258534,83.2160318,222.0963286,4.13704234,4.13704234,0.096487929,0.056035128,65.40594192,100.5923824,155,NK_act_4n-011,NK_act_4f-012,Activated,D,220303,CD69+,NK-Cells
51,185.8258065,368.9489032,2279.858516,69.81568387,1.035412361,37.74193548,243.6786,2072.675677,78.6760471,21.3239529,1.020881632,0.820698223,943.2156833,632.6205321,72.47024901,75.18771617,170.433113,3.760516936,0.101450623,24.13082275,103.8891115,384.2151348,3.434273866,3.434273866,0.101601724,0.114744726,84.82845457,177.783511,155,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
122,908.9548387,390.1677161,2499.419677,67.72263935,1.084777748,95.29032258,284.5743419,2345.109355,75.37163032,24.62836968,1.013826561,0.906045189,1070.835958,790.0038083,250.5253012,49.25179986,115.6214246,3.610327088,0.102854443,72.02127822,45.50349612,230.5742324,2.025214548,2.025214548,0.096094257,0.059679377,96.25316762,84.96467882,155,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
3,635.3419355,408.6743161,2408.346903,68.28101613,1.046850148,45.99354839,273.3600194,2247.789806,77.78369806,22.21630194,1.042798039,0.932155501,1045.085694,706.4611841,160.8601651,32.60387731,120.8359769,3.538109061,0.112524814,21.40897274,58.22421513,298.5013292,3.417157693,3.417157693,0.103916372,0.025263604,100.9730834,83.91224336,155,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
20,673.4064516,401.8052645,2456.637032,69.89932774,1.061724426,41.99354839,309.9771484,2441.698323,75.29067742,24.70932258,1.0146868,0.938731798,1023.630165,831.8371989,171.5295475,33.98274777,163.1198912,4.250722889,0.108922154,30.5863684,48.23870598,285.4422155,3.110406869,3.110406869,0.101422149,0.043311758,117.0306844,78.46637049,155,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
74,180.5844156,365.8308442,2145.928377,66.72618247,1.038510701,37.75974026,261.496,1874.533766,83.12921234,16.87078766,0.975487448,0.841151787,954.5778609,536.1403345,33.95473752,120.3604176,225.3423824,4.715397803,0.133460688,35.61101673,70.62758229,318.1846235,4.220631857,4.220631857,0.099932366,0.104445574,158.531853,137.613711,154,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
49,618.038961,374.3926753,2448.153247,63.62046429,1.053231156,85.24675325,278.6929026,2333.255779,71.33685974,28.66314026,0.992830305,0.879079581,1128.692278,864.3860176,157.9216685,56.31688945,87.6539324,1.795493065,0.101801566,40.4525562,36.78964699,174.2398985,3.504317261,3.504317261,0.101408221,0.052725521,62.82941233,78.93602069,154,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
93,636.038961,395.6765844,2427.52461,58.92083896,1.037337578,78.42207792,294.3903182,2441.75039,74.37688117,25.62311883,1.064857844,0.889648722,1228.473398,841.7545826,197.7758645,65.27004966,121.8006467,3.149729322,0.105497445,38.22102602,47.944566,204.6345484,2.969516859,2.969516859,0.130446827,0.048101996,78.63800996,71.78950703,154,q_3n,q_3f,Control,M,221101,CD69+,NK-Cells
27,541.7922078,420.4022922,2544.22461,65.81261818,1.097945578,34.41558442,323.7757013,2618.300195,76.92212727,23.07787273,0.977845701,0.937575136,1145.352167,845.9471573,118.0610054,47.87338169,137.5164187,3.337532944,0.104392968,11.16583333,76.2205669,316.5055133,3.652308593,3.652308593,0.105776736,0.026213563,73.73170779,106.428731,154,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
31,559.2597403,405.7753506,2430.372597,69.96704545,1.050461156,26.83116883,284.3813455,2222.369545,76.10032013,23.89967987,0.975120292,0.951706731,1015.689778,740.3608076,187.6925523,33.68426772,138.034653,3.545873672,0.098789491,12.92199078,184.7855252,441.2336352,5.082531765,5.082531765,0.107293261,0.023620994,98.35883348,229.2899445,154,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
170,311.0653595,350.9825359,2311.738497,71.85435882,1.040142856,31.2875817,331.8371176,2508.88915,77.72630261,22.27369739,0.953115529,0.897562405,902.9592088,799.8018393,132.8423419,49.13877354,215.4516023,4.184292415,0.096601072,14.17729523,84.01488792,495.1846559,5.560105454,5.560105454,0.105101446,0.052091359,108.2810373,133.6254296,153,NK_act_2n-005,NK_act_2f-006,Activated,D,220303,CD69+,NK-Cells
246,178.2875817,375.283451,2328.117386,60.67923856,1.003492392,29.22222222,234.2371503,1984.648824,81.41868431,18.58131562,0.962673634,0.849106228,1137.711762,567.5488304,71.07387495,167.9131176,302.7711844,5.689324981,0.093170181,12.95347049,60.51459897,406.6004471,5.672460734,5.672460834,0.072356479,0.073025616,154.1018039,173.6223732,153,NK_act_2n-005,NK_act_2f-006,Activated,D,220303,CD69+,NK-Cells
11,621.0784314,354.6410131,2417.490588,64.44499739,1.061482157,100.4117647,280.9483725,2382.116144,74.57376797,25.42623203,0.997401438,0.856615351,1087.616566,815.1856856,217.2068966,45.73712952,73.77973445,2.995974458,0.092088046,69.02779088,34.5076971,166.2982665,2.623327683,2.623327683,0.116726849,0.091457891,85.61994026,83.58334643,153,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
29,445.2156863,427.0433203,2537.03183,67.61148431,1.047668065,29.16339869,305.2399739,2314.946209,77.01106013,22.98893987,0.96019519,0.935175824,1111.738741,761.2430214,120.6130689,51.46491454,189.4189749,4.63984527,0.097423791,12.25789623,88.32099618,301.7802117,4.017508886,4.017508886,0.089243006,0.031321804,145.0837489,108.3941468,153,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
48,494.0065359,411.4346209,2383.77732,75.98787059,1.101143333,25.18954248,243.664085,2329.678954,81.53963529,18.46036471,0.96241519,0.951209223,887.0914484,624.2587902,104.4917207,25.01696841,108.5419786,4.798103629,0.142297313,11.44480555,70.31993271,275.9250627,3.924420693,3.924420693,0.104083915,0.019509366,97.68356495,112.4721188,153,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
4,789.0588235,377.3903333,2345.145359,67.7966634,1.140270124,76.20261438,300.7888627,2226.260523,73.18878497,26.81121503,1.042099327,0.91721931,1021.186011,812.7021315,186.9232968,44.34069314,189.2753461,8.265663463,0.157679821,95.40539262,107.1986288,266.6792838,3.851562034,3.851562034,0.121279971,0.08921304,218.4214147,125.5341687,153,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
48,747.8169935,363.906,2377.636013,68.17743399,1.078011105,70.29411765,256.0443791,2404.41451,74.80566405,25.19433595,0.997439771,0.912528846,1004.921588,795.7960651,171.7810892,24.43871592,105.476843,2.082543185,0.096827421,42.05633477,40.71041694,178.2434968,2.379389222,2.379389222,0.088965122,0.048854428,62.48931585,82.12062117,153,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
100,803.2434211,402.7113618,2533.875526,66.43113553,1.082782046,48.99342105,303.7263487,2436.6475,77.06471645,22.93528355,0.994312836,0.941190312,1117.602108,785.2151083,141.7921245,32.44568121,111.5563834,2.47946847,0.104831968,16.8862563,58.53443827,317.9141898,3.407065374,3.407065374,0.090624387,0.021679843,73.41898551,81.85919236,152,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
21,1031.717105,405.4640197,2673.488816,65.43243487,1.126450967,50.03947368,293.5886118,2366.92375,74.86145855,25.13854145,1.001140336,0.9518334,1188.330867,812.3905051,243.27548,37.07477161,83.10314635,4.369175888,0.107538071,21.84681212,53.15966898,231.1690502,2.860203325,2.860203325,0.075668533,0.022728452,81.43508116,74.92146167,152,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
62,602.6315789,387.2187632,2339.662763,71.64973882,1.076341908,21.52631579,258.1517697,2339.231579,81.16617434,18.83382566,0.96583398,0.957956171,941.9662954,641.168382,271.2946563,30.79113455,139.4580991,5.492318961,0.129864338,10.18760926,78.70187422,311.6325371,4.178795512,4.178795512,0.099713092,0.028498667,109.1617032,103.7328075,152,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
149,610.6578947,423.2330395,2503.816842,66.76667895,1.048252066,53.22368421,312.1052237,2231.521974,74.13592895,25.86407105,1.068093941,0.920347791,1114.451231,800.0259984,146.3437894,36.47386056,123.7618457,4.783698782,0.09979425,25.52085172,77.03639395,330.2989213,3.877621773,3.877621773,0.10753158,0.030515648,113.6461305,96.07570729,152,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
240,309.4768212,312.7780662,2002.786556,78.67212517,1.110928609,103.7615894,312.2183775,2168.511457,75.83374371,24.16625629,0.991179404,0.771312007,671.8080461,757.4704259,123.0592721,52.72137656,190.7854164,2.712553801,0.104193597,75.63717857,45.86109131,267.8195472,2.421711224,2.421711224,0.090620039,0.099224858,68.52347059,71.43808535,151,NK_act_3n-008,NK_act_3f-009,Activated,D,220303,CD69+,NK-Cells
33,197.3245033,422.3542914,2322.30404,68.06361192,1.015289517,30.46357616,298.9509205,2175.55351,75.59158609,24.40841391,1.019748199,0.858824377,1023.08579,749.8748605,62.88132205,84.55380024,250.0581774,4.460296107,0.10666833,13.77716702,134.5945655,323.5983013,4.174750628,4.174750628,0.115003942,0.067054438,99.25731394,144.7221448,151,NK_unact_3n-026,NK_unact_3f-027,Control,D,220303,CD69+,NK-Cells
18,334.6357616,360.9983179,2338.084834,63.18767417,0.976916192,41.10596026,250.4974709,2316.309868,77.93039205,22.06960795,1.003477179,0.868665733,1086.675483,698.7428813,186.3749798,57.8225542,141.4255574,4.133506265,0.111073943,25.23255894,121.7699962,398.8574788,3.741215193,3.741215193,0.122228052,0.092124063,79.37670324,154.7850457,151,NK_unact_3n-026,NK_unact_3f-027,Control,D,220303,CD69-,NK-Cells
21,831.5496689,411.9685629,2597.180265,70.36633576,1.060145616,54.77483444,245.44,2065.62404,79.1802702,20.8197298,1.009202821,0.937785868,1058.131592,618.4684512,121.0008093,31.58387982,113.1522566,3.07633215,0.101151255,27.92852119,32.80207782,262.9553175,3.441334672,3.441334672,0.10330091,0.02991823,80.80524147,60.60477881,151,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
127,1009.708609,411.5963841,2543.976887,70.43174834,1.066184616,82.80794702,305.5403841,2364.939272,73.64481457,26.35518543,1.076027914,0.926940247,1042.249474,843.955918,274.2402983,30.8604942,116.7673262,2.982366018,0.122816403,46.48780704,52.17809462,210.5082131,3.038332337,3.038332337,0.094743803,0.027787415,83.50345962,60.54184903,151,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
7,1192.509934,425.9959073,2736.154437,56.18546291,1.093641285,106.1059603,298.0905232,2274.513311,70.97984172,29.02015828,1.05019243,0.917655866,1438.671625,863.0950346,316.2953233,50.62274816,98.02658813,3.822801433,0.101585527,65.68217945,77.90443606,313.0278184,4.05136019,4.05136019,0.120162222,0.046433613,95.31731848,65.01044703,151,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
108,843.0596026,399.2221854,2453.521589,66.1393245,1.063252967,58.73509934,249.5131921,2291.914834,75.1003457,24.8996543,1.025256371,0.938386949,1095.322938,755.448454,313.6512975,32.02428147,122.6029623,3.658728907,0.133011867,49.73686788,52.57722043,187.4683433,3.261459081,3.261459081,0.090606534,0.033832776,95.54280999,95.38333107,151,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
131,383.0066667,384.6082533,2322.846,66.41189067,1.061456707,51.91333333,223.6379867,2043.405933,77.37714533,22.62285467,1.044102013,0.883717593,1032.195972,636.5463171,111.3684553,53.71007329,164.0628058,3.36508693,0.096650587,33.81710315,93.07000007,307.4825988,3.310123496,3.310123496,0.102299625,0.057930782,76.175544,153.04845,150,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
