cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
219,483.2281746,269.8648869,1816.312837,79.01683929,1.126130911,114.2103175,301.6957643,2049.324286,76.35694365,23.64305635,1.073628046,0.819545429,593.7269828,715.6668491,226.1302285,35.34980307,102.0740215,2.604881483,0.153845101,138.414795,162.8672785,410.6719279,4.762260923,4.762260923,0.164309557,0.17123528,60.245593,218.1780014,504,NK_unact_3n-026,NK_unact_3f-027,Control,D,220303,CD69-,NK-Cells
155,383.4116466,299.211494,2256.522972,63.86095884,1.03494554,79.37349398,381.3909418,2467.793835,70.55258153,29.44741847,0.98214601,0.814433346,1004.290848,986.045828,228.2941668,94.96598505,182.4746462,4.428692269,0.110697876,82.68758358,200.2068543,468.5192248,4.912889754,4.912889754,0.118887235,0.153704339,130.7517114,200.7422807,498,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
197,649.3153527,281.869,1921.24778,77.86296452,1.144095133,281,302.6096373,2182.061328,72.81426494,27.18573506,1.122332234,0.742722382,644.1849991,811.0552338,248.9690429,32.30262871,94.68721687,1.679464731,0.134499566,213.6881167,135.3610365,333.3133537,2.771257577,2.771257577,0.143761101,0.133137214,29.65032328,157.6399549,482,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
165,501.7089397,281.3095967,1913.277131,79.09519979,1.142827838,147.5072765,283.8492245,2008.320811,78.66226216,21.33773784,1.017498042,0.783969824,621.2746741,649.4344117,214.8409744,39.0218872,146.2319352,1.691048639,0.1410681,104.1006146,39.70788365,208.0391324,2.547126399,2.547126399,0.099017745,0.097634108,47.50439232,62.25816598,481,NK_act_3n-008,NK_act_3f-009,Activated,D,220303,CD69+,NK-Cells
109,374.1880531,258.7700398,1868.88677,79.66260155,1.115063199,48.1880531,209.962019,1670.798188,84.94577323,15.05422677,1.049725653,0.877984408,606.5009542,429.6161147,209.145368,96.40385685,420.8948607,7.587196264,0.121718395,27.02692324,48.2888898,322.0581942,3.902666787,3.902666832,0.117585118,0.058026027,261.705735,107.4541714,452,NK_act_1n-002,NK_act_1f-003,Activated,D,220303,CD69-,NK-Cells
232,469.2022222,282.5718822,2196.219978,75.67941956,1.137074044,118.94,277.2420911,1948.241289,77.76540067,22.23459933,1.041749307,0.8280925,754.3620394,652.5921224,206.4781388,63.61973113,267.1710392,6.025102148,0.169114066,150.2084771,75.55064107,261.8123475,5.149730744,5.149730744,0.110856243,0.089882166,188.1589281,149.9102298,450,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
15,350.7772829,412.5186125,2362.131559,66.77276459,1.053492857,33.71937639,317.2813653,2370.940356,74.29758998,25.70241002,1.004113105,0.911176039,1061.383532,838.4799502,65.55647321,46.76141887,179.2702301,5.387346781,0.108770498,13.12496951,103.5788596,359.8995885,4.128011408,4.128011408,0.090757371,0.035391728,142.9054861,124.9296915,449,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
150,970.1932584,396.5415483,2273.665393,79.20431371,1.072607964,90.03595506,277.2523596,2211.235506,75.04520629,24.95479371,1.072907694,0.919476879,792.4063675,756.1482554,299.2229553,23.74579576,182.0442034,4.329889074,0.120158701,45.94006634,39.57634002,190.288695,2.80425912,2.80425912,0.105188515,0.022867091,121.4085894,59.37928117,445,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
102,739.2995495,354.2288221,1820.411982,84.90356081,1.080316935,127.777027,278.7796104,2033.46509,72.76115878,27.23884122,1.038081912,0.856664964,574.9673816,754.9346335,210.9931431,21.49941919,109.4626434,1.5202047,0.118212996,89.73958972,52.4972814,148.753583,3.109261964,3.109261964,0.112458632,0.093200466,28.61291646,79.24811143,444,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
244,427.847032,297.8023386,2131.400365,79.04587991,1.164993249,232.8447489,259.972308,2231.383653,78.20768562,21.7923142,1.230781119,0.701900957,686.5113625,690.1020132,203.3798441,97.22968148,225.4652853,7.036300218,0.242893553,245.8803054,100.3522899,219.5218959,6.459674255,6.45967473,0.270307871,0.126757267,224.8507369,213.4192794,438,NK_unact_3n-026,NK_unact_3f-027,Control,D,220303,CD69+,NK-Cells
85,579.2963855,286.7808554,1821.108169,81.70349301,1.152719928,157.6240964,298.9728337,2088.625928,74.86277566,25.13722434,1.125982067,0.80056793,567.0355837,748.4558071,166.9712474,26.95360901,98.66253366,1.589639881,0.132302866,123.2088812,63.08183258,172.2053402,2.476461509,2.476461509,0.143108458,0.134871029,32.39592806,90.02438216,415,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69+,NK-Cells
195,872.6882793,346.8831122,1685.174289,84.73760424,1.10598405,167.9077307,290.7700623,2219.95813,72.41363192,27.58636808,1.078824484,0.846574473,551.7625463,821.0205921,368.0620669,17.75395643,158.079608,1.808190579,0.107284138,140.7303413,41.87720998,147.4442806,2.182487391,2.182487391,0.10180796,0.080703775,35.54181141,57.67028695,401,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
255,452.3029491,279.0444236,1874.190214,77.87835764,1.076263193,137.7292225,309.5137507,2102.02134,73.76158579,26.23841421,0.99847193,0.788743104,630.9865324,776.0286255,228.8263931,33.32551207,121.4712614,2.449578612,0.112127496,123.5310858,145.2825374,302.9465931,3.226426387,3.226426387,0.095934314,0.11658419,42.31164653,146.7713043,373,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
181,406.7640751,313.4918097,1854.576729,78.51516139,1.086555914,159.0160858,281.171571,2064.290349,73.90855603,26.09144397,1.054959772,0.745329378,643.2147454,743.7275601,202.5716469,40.16554223,123.8496475,2.68259743,0.125951497,143.0840784,39.50337908,191.4000524,2.501489273,2.501489273,0.128237698,0.0937856,36.64657764,62.98158196,373,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
78,486.0215633,414.3926119,2454.222237,66.84508383,1.080389102,31.96226415,277.04969,2282.746496,74.89711563,25.10288437,0.998631965,0.929195815,1094.225827,775.9628395,189.0223055,46.68376444,164.1277726,5.725955621,0.115749236,17.57497235,78.92452465,324.2822469,3.5285759,3.5285759,0.096736911,0.048367398,149.612535,122.7004691,371,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
66,530.6440217,418.3813071,2345.111522,70.64968043,1.110341832,36.19021739,308.5226576,2382.654076,75.72022147,24.27977853,1.021593628,0.932717154,985.0008471,805.3539991,284.9418716,39.43532789,191.7257151,5.433040399,0.123204405,21.09461524,156.91205,351.9456281,3.728447997,3.728447997,0.101045059,0.0298666,134.5980263,156.2115442,368,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
97,992.7786885,397.3936366,2196.787104,79.23669699,1.089409749,50.68852459,251.211612,2163.951667,74.79030519,25.20969481,0.99829429,0.951801057,775.3041512,730.3062695,250.023413,24.78445804,174.7826344,3.871495822,0.109857173,21.60710765,43.85993211,203.7471486,3.213366415,3.213366415,0.094934211,0.015547111,99.08234944,85.28534393,366,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
48,384.0445682,390.1249164,2373.986908,66.64059136,1.085754354,30.39554318,290.2976045,2258.790808,76.47384318,23.52615682,1.0219121,0.925442422,1059.772357,745.9801469,78.48704279,48.78189893,173.1333595,9.512543338,0.113192899,15.08799449,94.1142,320.4099031,3.657969489,3.657969489,0.093026685,0.036113481,217.261486,116.4843602,359,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
153,228.3623596,432.4525871,2400.709635,63.84307135,1.038052449,35.42977528,335.9728958,2289.860281,74.71592416,25.28407584,1.031237239,0.840301883,1133.445906,819.7620057,134.8281562,159.9946526,352.052886,6.029740903,0.130976642,18.2777664,231.2958466,466.7377204,5.069385113,5.069385113,0.110861296,0.098623772,122.063705,229.2556639,356,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69+,NK-Cells
191,254.6495726,391.181302,2318.48849,64.6936,1.012985886,54.74643875,293.0785641,2511.489915,75.03336239,24.96663761,0.976371521,0.797857695,1067.617058,840.4103661,158.1465134,94.23711877,218.4307262,4.17069554,0.104970424,45.00325173,93.0263806,394.0241462,3.096180396,3.096180396,0.092587871,0.15366219,108.6207861,123.724075,351,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69+,NK-Cells
155,234.960114,440.4703333,2401.210826,68.11941311,1.029304416,40.54985755,290.1083048,2514.107379,75.41455556,24.58544444,0.989630906,0.849689768,1057.777442,831.2867659,100.2821084,124.999847,295.5966966,5.451246394,0.09476762,24.39126761,85.51965316,324.4922534,3.397161544,3.397161544,0.093528092,0.062960504,107.4704953,131.125843,351,NK_unact_3n-026,NK_unact_3f-027,Control,D,220303,CD69+,NK-Cells
84,471.960114,434.4432934,2487.300712,64.00303162,1.085036618,31.37321937,297.7538661,2356.368319,76.10866211,23.89133789,0.999189527,0.934488624,1173.946689,781.4127884,149.8223276,68.37759109,176.2425648,5.70746719,0.110666975,18.72966389,142.3132088,402.3469551,3.844376358,3.844376358,0.094070667,0.040752896,152.8824914,151.6197775,351,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
128,554.6752874,275.484319,1897.981092,78.60648621,1.132948273,184.841954,253.5034971,1961.326925,76.10506149,23.89493851,1.088372876,0.747972866,622.157366,661.2865562,228.9209012,34.69970023,107.1805738,1.827008813,0.124224296,108.1692066,24.87411745,80.65928907,1.815537702,1.815537702,0.142803624,0.116782002,52.32624914,34.28127356,348,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69+,NK-Cells
198,247.0691643,396.5801844,2406.544265,63.73282421,1.050946818,44.63976945,338.8544294,2487.009856,73.72102133,26.27897867,0.974941706,0.818901807,1117.837243,896.4711001,163.9537537,97.68276735,285.610127,4.975957935,0.106529181,23.01130479,121.0488726,339.0638747,3.706260845,3.706260845,0.094820365,0.099705294,103.2260484,133.8796971,347,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
164,216.4277457,382.7934249,2399.549335,61.67323324,0.990634197,40.20231214,296.7413468,2235.907457,73.70959711,26.29040289,1.032465699,0.840855611,1151.048327,798.5953729,87.3966917,95.04067123,201.358321,4.193030193,0.100573001,24.03390348,177.8961151,408.4546872,4.26133606,4.26133606,0.114973476,0.073654877,86.69129104,190.7856262,346,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
100,219.1311953,364.2319242,2294.750787,64.15547901,1.024149376,37.65889213,334.7924496,2343.04414,71.98794927,28.01205073,0.931161837,0.849012381,1049.410989,891.6659871,83.56730481,125.5009566,264.6812504,4.577974366,0.108313696,20.20618069,122.750995,363.2505111,3.965529598,3.965529598,0.103106321,0.064297268,103.6722104,152.1818062,343,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
87,217.7076023,321.4947778,2261.89652,65.87167661,1.007868561,60.73684211,255.1639032,2364.884971,76.19520088,23.80479912,1.000159123,0.793553629,979.5188959,754.1512643,75.68116406,78.22884232,203.1656668,6.460993309,0.094487735,39.98974633,101.8558681,326.7521843,6.031311095,6.031311095,0.109633795,0.079484507,121.9061397,142.0604205,342,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
14,1014.444444,406.8063567,2700.941199,65.62808129,1.077749032,72.3245614,254.6884532,2258.550205,72.3922152,27.6077848,0.985256433,0.934548393,1194.67797,806.0645952,185.7204285,36.22089033,99.09139228,6.351332588,0.087419111,29.75151115,46.943021,164.6823625,2.162214685,2.162214685,0.095933894,0.019363532,153.0006033,73.00079291,342,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
34,683.5343284,348.249394,2012.333134,82.58649254,1.113998251,115.9880597,263.0883552,2039.266448,72.14639254,27.85360746,1.045762651,0.851888716,636.2104218,756.0246279,215.6465515,21.90691323,122.0651988,2.024307321,0.124607082,47.15676342,40.20631597,141.928707,2.049052201,2.049052201,0.105120524,0.055673297,21.82356342,46.57395115,335,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
131,926.8447761,407.2686776,2198.525254,79.33309224,1.143441394,58.1641791,266.9186567,2170.974776,74.8658794,25.1341206,1.056997128,0.941059642,780.5312084,742.4370912,256.6406766,18.42306948,129.5679453,4.097526386,0.102631674,25.32223291,39.7547706,188.7004543,3.212642049,3.212642049,0.09486944,0.018548376,96.65511706,74.59884011,335,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
175,442.4790419,281.0111287,1916.844431,77.33993234,1.099701461,201.2784431,285.7586527,2055.233533,75.65991737,24.34008263,1.085901488,0.72521971,650.575376,713.7810001,165.0981995,55.13696217,123.924305,2.292187446,0.119141143,168.3699372,72.36670398,264.9241256,2.697677647,2.697677647,0.107953496,0.17802727,69.04001132,92.20664259,334,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
178,203.6344411,369.0154441,2283.610967,65.45930544,1.019020813,30.39274924,236.2451124,2070.331571,74.01912598,25.98087402,0.980793021,0.86097666,1024.122748,708.6537393,77.65757719,107.852638,230.9606233,5.506297107,0.108406363,14.73163393,92.56553853,292.2716404,3.749685996,3.749685996,0.101617905,0.068607337,113.2102658,135.0714892,331,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69+,NK-Cells
88,390.8096677,414.7606979,2306.077432,71.21581118,1.075117722,32.21450151,312.2715498,2251.201994,73.40880211,26.59119789,1.001552438,0.91995899,963.5012245,820.5712074,145.3507254,48.29571101,233.5487977,6.059664511,0.134174357,26.62191911,117.5403571,343.4679901,4.181109294,4.181109294,0.091429408,0.060638691,176.4175365,123.3009543,331,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
165,270.9939394,397.1683576,2348.828909,63.79578818,1.03731657,43.77272727,375.3148061,2377.919697,72.70760576,27.29239424,0.996990452,0.84726001,1100.350206,911.7215048,141.5758251,86.43036502,178.1477709,4.035116104,0.124921715,23.18905743,194.730445,422.7212614,4.724420441,4.724420441,0.100751294,0.065170736,83.34321826,177.6166258,330,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
128,754.3818182,401.3151788,2633.347152,55.84356758,1.044561121,78.30606061,283.505297,2346.34,70.29810939,29.70189061,1.00115993,0.908304556,1386.255094,892.7366438,184.1208957,64.75936729,107.6234346,3.772890409,0.104767314,55.5543516,127.6277111,212.2901408,3.986255619,3.986255619,0.108034405,0.056538326,115.1371501,115.0775071,330,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
31,504.4390244,385.7095579,2313.757805,71.08661951,1.063884558,48.86280488,247.7492927,2075.516402,78.72266616,21.27733372,1.017596854,0.917637447,945.0674315,636.460529,153.6592678,46.9775097,170.3152335,4.386604439,0.116934964,71.94116748,96.78306303,300.9860201,4.328712915,4.328713247,0.087497614,0.079785431,133.3215211,162.1891543,328,a_4n,a_4f,Activated,N,221114,CD69+,NK-Cells
14,484.8262195,419.213186,2464.675488,68.25928384,1.074251695,26.7652439,308.7305976,2264.315152,77.4102814,22.5897186,0.999076332,0.944490803,1070.596108,741.0662234,146.3383777,50.59675672,165.8369646,4.962646169,0.111737425,11.18333784,113.825657,389.5026093,4.439865159,4.439865159,0.114153502,0.025982691,135.7736969,121.8953982,328,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
168,608.993865,345.9233742,1929.935215,83.1420046,1.089923834,98.20552147,239.3369479,2125.629632,74.41280828,25.58719172,1.044338525,0.859433366,611.4591051,719.5664135,253.9901027,28.18752076,125.3406313,1.734166564,0.116804564,63.00195919,67.61611336,195.6633639,2.687239607,2.687239607,0.119305572,0.084157818,23.36956342,80.87004909,326,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
136,268.2592593,371.6396481,2296.027068,68.18226451,1.036883562,43.43209877,339.669966,2347.8475,74.96070926,25.03929074,0.99613259,0.859262833,980.7036374,835.0933392,133.8949061,56.09975872,206.0129327,3.783494342,0.106730999,29.32150735,166.4653559,444.5044279,4.230867092,4.230867092,0.099909877,0.06550586,91.52019345,187.262979,324,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69+,NK-Cells
52,500.4922601,401.2400341,2457.031981,64.25827492,1.060496037,32.14241486,307.6893158,2357.741238,76.01219443,23.98780557,1.006997238,0.934368868,1137.930721,789.5176537,178.7329346,48.19561453,142.2931908,5.401356768,0.124119456,22.39561354,126.4951558,421.5041866,4.175595962,4.175595962,0.116312334,0.046088769,136.7091253,148.0699062,323,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
74,299.6261682,399.4659938,2284.509159,62.48023302,1.037060766,44.89719626,349.0822087,2367.239283,71.5889433,28.4110567,0.934875611,0.862757788,1098.139551,914.3766149,131.0266807,121.6358775,295.6269555,5.093183221,0.111719615,28.46958945,159.5449977,319.5364404,5.909655093,5.909655093,0.101815567,0.067811211,107.7390053,165.8613929,321,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
74,1264.218069,423.231919,2852.697477,65.45017788,1.076420592,92.52024922,278.3991059,2438.71947,72.32688598,27.67311402,1.02799352,0.936090821,1262.520663,873.4965853,313.9213115,38.96702707,144.0122451,4.942490438,0.114165887,56.04613385,39.28137177,182.9036314,2.741999209,2.741999209,0.108243545,0.024641328,146.1949302,72.05800848,321,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
85,256.33125,380.0109688,2389.360875,63.05951844,1.053826172,49.334375,275.170045,2201.472688,73.98786781,26.01213219,0.995204416,0.831882609,1116.169466,772.4350131,92.51103277,106.4872885,231.3514764,4.751826078,0.104477028,31.06789117,145.0363386,342.1128715,5.79402891,5.79402891,0.100986001,0.095040478,94.97569901,186.937801,320,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69+,NK-Cells
136,1340.1625,431.0002094,2977.561125,58.9753425,1.057583816,73.74375,254.3138688,2302.895844,71.108875,28.891125,1.020919531,0.949445028,1473.536604,844.6971169,337.3975337,41.92285235,119.3619558,3.799635296,0.115184192,41.29475771,38.96455132,141.4110498,2.909113717,2.909113717,0.11461245,0.017640406,95.38247831,79.13496504,320,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
184,242.5109718,361.5545204,2295.74373,65.55136803,1.034356408,50.06896552,342.0927398,2244.939969,71.23059561,28.76940439,1.014086508,0.817334034,1023.706488,883.364685,116.749715,96.02354303,199.7312466,4.453507809,0.113373357,35.22686951,142.3190811,328.7490188,3.913017072,3.913017072,0.10141956,0.110917501,83.33516215,140.2105465,319,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
82,1256.523511,410.7177743,2809.832884,66.21560376,1.096760241,69.52664577,274.0016677,2352.321912,71.54943072,28.45056928,1.014728959,0.947879304,1219.921612,862.1326596,314.5825904,26.21733804,96.1729515,4.666602499,0.114919261,53.26572533,60.2959829,216.5069534,3.059926961,3.059926961,0.108776175,0.031506327,109.4576313,81.18867403,319,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
58,555.6352201,347.3358679,1772.169182,82.84080943,1.111268302,99.88993711,252.5879591,2036.376038,75.02420975,24.97579025,1.034162991,0.831024901,590.1856473,696.0685899,241.6509181,21.53896315,112.2073095,1.971500346,0.132936957,63.68052032,79.39173231,192.9226132,2.34111779,2.34111779,0.10373626,0.122274709,16.69825202,87.62452869,318,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
187,673.4493671,362.565557,1966.226994,82.43203987,1.07500393,125.3955696,224.8332595,2015.546709,75.63078386,24.36921614,0.983621399,0.8470392,643.8536314,659.8748507,256.0692131,28.62299894,136.325212,2.643487463,0.098626828,80.66897977,103.1484638,236.5077431,1.998955361,1.998955361,0.118334067,0.074252274,35.77131859,119.0037552,316,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69-,NK-Cells
138,1368.234177,439.3923165,2919.677468,59.6535269,1.06722543,52.62341772,297.9550506,2505.948987,73.37945063,26.62054937,0.986701022,0.962157208,1438.173983,880.4281865,343.8840921,34.77755202,99.71143032,3.415956629,0.099796145,15.25613972,58.4778672,254.3742919,3.873554733,3.873554733,0.084424072,0.008690558,76.68861763,99.752432,316,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
87,499.1139241,396.5441614,2473.060285,68.06017722,1.08904613,32.40822785,202.1925345,2143.490949,79.57602816,20.42397187,0.982045329,0.942166752,1061.811427,595.7197139,205.5079491,36.03693951,143.1206791,7.72802133,0.115158133,24.04785828,72.28359474,313.2315682,4.457857305,4.457857229,0.086767372,0.023713601,184.5845421,142.9159403,316,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
53,1131.321543,410.101,2586.042894,69.63266399,1.099877968,86.52733119,263.8898489,2309.797074,75.46330868,24.53669132,1.04499982,0.932246467,1077.933311,765.2844901,322.4747544,30.35291763,182.6993061,5.69964696,0.118292009,53.17268028,46.74049579,203.364141,2.541212337,2.541212337,0.105756588,0.023570682,175.5537019,70.56847166,311,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
74,502.2806452,416.8299065,2438.206161,71.55997871,1.074871729,38.85483871,345.1009226,2416.338548,76.29421097,23.70578903,1.038731284,0.924774934,993.0200597,827.8212904,189.5669446,35.83933125,162.6434791,4.62604001,0.116997941,24.89528021,128.4696071,439.4088097,3.780700508,3.780700508,0.110426729,0.043615056,124.8072657,143.7297209,310,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
5,1158.860841,408.3954239,2863.798608,62.09291521,1.019090667,88.28802589,273.6231877,2466.254466,72.82287702,27.17712298,1.006384909,0.93142813,1339.478366,869.4110436,221.2391975,29.83744453,113.0992412,3.984952196,0.115278107,56.92913588,52.09040308,203.0638524,2.323272095,2.323272095,0.096722387,0.034953528,120.9768743,110.2089635,309,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
8,505.4045307,415.0173139,2494.841521,69.59938026,1.036877214,26.64724919,308.6751424,2068.408479,73.49397055,26.50602945,0.998020608,0.947046348,1049.78133,769.7932583,142.9124975,40.76223568,143.9259689,4.728501314,0.109040108,7.749853405,139.1539326,273.9269159,4.210796476,4.210796476,0.116219051,0.019040386,125.6462536,115.864728,309,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
111,1071.818182,408.8164968,2672.230844,69.34393604,1.096812906,91.3961039,281.2458247,2323.331104,71.39366558,28.60633442,1.056114932,0.923667796,1103.212634,860.9887438,217.8032299,25.05996334,97.61448823,4.623811076,0.10376051,43.24220384,51.46576549,212.8451881,3.344636879,3.344636879,0.105346121,0.024979201,118.28744,80.33822277,308,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
25,1270.127036,420.8767264,2817.503941,65.46978404,1.100418107,48.28338762,264.9819479,2244.632736,72.70659772,27.29340228,1.007267098,0.962123636,1247.917416,800.3301158,327.5369961,30.12471636,109.5838109,4.922618524,0.107648759,13.07848921,59.25692187,248.8947878,4.046687962,4.046687962,0.107969026,0.009784893,134.71918,104.6111853,307,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
11,961.2091503,404.8413203,2514.278595,68.91245392,1.092972928,58.77124183,278.6624739,2266.589575,72.15471078,27.84528922,1.000692127,0.943199794,1061.120663,830.7345798,211.994932,28.11145668,110.1497628,3.781932325,0.123047589,24.06398485,52.66025931,190.7302315,2.93745937,2.93745937,0.123294143,0.016428707,95.14292767,92.54430944,306,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
187,219.4590164,394.0101836,2323.130754,65.65810656,1.008846518,46.12786885,282.058341,2430.270131,74.55093574,25.44906426,0.980395325,0.826049795,1052.455659,822.3470356,101.6482541,107.2221376,216.9731128,4.196095577,0.109872464,41.54056408,95.13138132,366.2692288,3.73173039,3.73173039,0.114170915,0.103890233,114.3741327,137.0810797,305,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
162,301.3651316,365.221352,2277.736711,68.59747566,1.025407684,42.99342105,349.8234803,2385.757993,74.27368618,25.72631382,0.953908118,0.859735778,960.9458882,868.2411383,190.1419,84.76868286,193.785653,4.604033269,0.095277558,28.02097204,134.1416485,316.4634107,4.243557421,4.243557421,0.102646405,0.080382803,96.81603346,157.4215294,304,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69+,NK-Cells
24,464.6875,410.9540691,2428.400099,64.18831118,1.059084497,25.31907895,275.720523,2203.984276,76.11149178,23.88850822,1.040665895,0.94346063,1133.291144,726.9093286,160.5126206,50.75555954,136.8838991,5.181380668,0.11081973,16.25112835,87.65637754,368.6117718,4.272160943,4.272160943,0.123898216,0.03933234,110.6821189,123.9134175,304,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
166,271.1089109,417.3363003,2354.741551,61.89537558,1.054580726,47.30033003,314.1023861,2306.91901,73.04057063,26.95942937,0.985855884,0.845540537,1149.096284,843.0388007,126.120769,136.5181001,269.1363139,5.797306003,0.114538043,33.05081728,107.8235329,348.3080022,3.809564665,3.809564665,0.138945404,0.069685005,140.538331,126.2517104,303,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69+,NK-Cells
11,1027.409241,398.9499604,2710.315776,65.23928746,1.072566215,75.4620462,286.7273201,2417.775908,72.71859703,27.28140297,0.99059871,0.9338499,1199.550082,864.0553898,200.0923566,28.83057054,112.7172672,5.6967409,0.123166985,57.42779266,92.40021101,236.9112474,3.03366439,3.03366439,0.115592033,0.042030908,117.0635012,83.86506909,303,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
92,1236.863787,421.1793123,2853.092126,65.26696146,1.098371844,53.95348837,296.2564718,2413.384086,71.28467342,28.71532658,1.049996233,0.957426462,1263.882536,900.3776501,276.252731,31.48535137,85.77378586,4.858710028,0.126865044,18.16437437,60.16374444,237.7843963,3.09272734,3.09272734,0.155933913,0.012910352,112.7004382,94.28613532,301,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
125,194.11,413.60359,2441.357933,67.99977633,1.03090409,50.50333333,311.9329,2211.6829,75.40471867,24.59528133,1.009621147,0.783686676,1053.891394,781.5088454,74.36971212,182.5926541,391.0164081,8.219971277,0.109422332,27.25189059,127.1390984,335.6088334,4.674784875,4.674784875,0.115477754,0.099213449,245.8729369,170.5979281,300,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
76,488.6989967,395.9784448,2482.804013,64.1899786,1.082195033,63.65551839,333.9205619,2298.479666,74.94669465,25.05330535,1.061716953,0.898538203,1145.083746,821.3220805,252.6708002,67.66663025,166.0074105,5.446077778,0.11971079,59.26828771,63.6787335,322.7376316,4.019618172,4.019618172,0.107754523,0.045382951,164.3777828,119.3699063,299,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
221,241.9228188,431.3573423,2433.352987,65.27473792,1.014212433,35.16778523,310.6739664,2399.711141,73.04444832,26.95555168,0.97647097,0.863901561,1120.870854,867.920219,97.64070784,101.8506632,247.6044943,5.140899541,0.108355036,14.58189583,102.5381154,284.9858133,3.548268469,3.548268469,0.10227164,0.054414783,115.7121695,114.5590122,298,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
