NADH_t1,NADH_t2,NADH_a1,FAD_t1,FAD_t2,FAD_a1,Norm_RR,NADH_tm,FAD_tm,Cell_Size_Pix,Donor,Activation,Cell_Type,cell_index,n.p.mean,n.chi.mean,f.p.mean,f.a2.mean,f.chi.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,celltype,FAD,Type_Activation,Donor_Activation,Donor_CellType
278.6968987,2090.425182,80.4010438,136.5285213,1945.874884,83.01401875,1.054931586,632.0727492,442.9250211,205.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
258.2354536,2107.605836,78.87404291,93.56898758,2128.898789,89.54664087,1.006479404,647.872914,315.3141843,225.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
262.7836475,2168.518677,75.89668194,97.941731,2017.188629,87.62326376,1.023184269,723.3789856,327.2209516,255.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
244.1543747,2065.545419,82.30220206,80.25823841,2204.884404,90.31892382,0.980862911,564.6877669,286.192371,187.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
269.9837017,2106.146873,78.66391716,65.97905417,2107.614469,90.68736842,1.034537827,660.2976561,257.1506816,198.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
269.8071639,2102.648743,77.87671693,71.73938338,2155.700394,89.98766677,0.938619653,668.8392232,279.6827774,57.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
275.6191329,2159.461618,78.38976074,107.2813044,1693.75292,88.40289148,1.085802005,680.9839219,290.6447372,212.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
261.2802002,2074.89686,76.74112643,96.75604573,2029.133569,86.33024001,1.003948427,681.5755763,357.362394,156.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
271.1386793,2148.380545,78.39229297,75.97101348,2013.259768,89.15349171,0.899684369,674.8547436,283.5430692,201.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
260.2080863,2014.495569,78.22885317,229.5939941,2182.080078,79.11519623,1.101320168,640.6665532,637.3668213,162.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
265.7279993,2028.916253,78.71439518,64.12983652,2041.701821,90.54923595,1.080932875,642.4204077,252.1814409,180.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
240.8675264,2017.04763,82.55965564,67.89165633,1966.637137,91.34420613,1.003412885,545.9782996,232.0013101,136.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
273.5034545,2035.333038,79.72390377,95.51499346,2097.148434,87.0461276,1.050090633,630.6638482,353.2743621,170.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
257.4071761,2044.91359,78.78240518,80.28101582,2061.390381,87.85027076,0.995189459,636.758438,311.6427495,206.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
255.5484146,1988.201955,81.43685982,71.4290658,2206.794238,90.4753687,1.021636501,576.4482351,274.9275256,172.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
217.9416514,2077.791776,76.7233009,63.22971611,2040.282004,91.62530807,1.034352655,648.888472,228.2479773,186.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
244.1725702,1993.742054,79.95100398,87.58203694,2025.474901,91.11675934,1.035036769,592.7709292,263.2756373,203.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
249.55877,2075.838347,81.02596649,103.628183,2077.65237,86.93526118,0.99153103,596.2745414,359.8755483,217.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
271.6304316,2032.469017,78.43720293,143.9179282,1919.710013,88.58785766,1.060302536,649.1136167,348.0322429,213.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
254.6024206,2049.56914,79.92312171,67.78415592,2122.392114,90.12364522,1.039964488,612.649505,269.3520573,178.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
240.0040191,1987.632099,80.14681276,109.6067243,1967.675655,86.0009558,0.946637972,586.2587144,368.297261,184.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
260.0592751,2110.710861,79.0104871,71.37095891,2171.249132,90.70698713,1.007207241,647.4587084,267.994607,173.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
212.8170546,1962.079468,81.98384094,60.40077623,2176.577592,92.24100169,0.935741909,524.3783291,224.5584303,125.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
247.5355457,2013.746118,80.08245213,97.3965705,2023.956773,88.30211431,1.009142645,598.9864245,320.5303966,213.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
248.5131913,2145.848499,78.97665259,109.0591566,1921.689541,87.10093724,1.041896755,643.449837,352.3593508,225.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
240.967755,2024.352878,78.19611352,86.20344117,2092.011574,88.34812434,0.973218584,629.7105867,321.7506667,207.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
244.9731004,2128.907052,76.87202669,75.98293793,2151.574063,89.96487436,0.933197058,682.0620258,282.4711488,213.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
257.6462592,2024.977905,79.67963689,96.03143374,2020.345721,85.35620776,0.994244097,617.0825283,374.6604114,190.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
243.0037434,2054.631864,78.95783864,105.7494453,1806.591135,87.5100592,0.958482271,618.5639776,314.5223185,166.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
161.6585007,1852.696696,89.31236521,58.15463384,1839.493368,94.06743368,0.827750481,344.8320618,164.2524668,41.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
241.5580684,2054.55265,82.26169268,79.48352608,2050.933333,89.72470638,0.888568891,561.5702237,280.7285824,231.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
235.0849701,1960.631111,81.86880004,71.2506414,1482.248283,95.4129031,1.046113,550.7373512,140.8834576,237.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
230.4349919,2106.297458,81.10294094,69.50735564,1797.263815,91.39915235,0.980973615,581.0275965,216.9726301,205.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
250.5461788,2026.203338,76.8059397,100.2302301,1805.656252,86.33695551,0.945479969,665.4312071,328.7122466,160.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
265.40234,2157.389174,78.50285147,123.6031187,1942.502099,85.40752251,1.098427549,673.1975548,383.7780385,181.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
260.9180085,2091.928925,80.14800405,73.92212648,2132.011664,89.23464012,1.03183744,622.0896077,294.0002625,188.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
270.5788681,2007.995411,80.09595446,116.5169002,2195.977491,84.41295153,1.052960101,616.5002371,436.079085,190.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
216.1519753,2005.800435,82.71249318,90.23763621,1645.219072,86.86501673,0.888358131,528.7182848,283.7044445,198.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
257.867869,2043.603769,83.08176192,75.80006313,1723.999969,93.92646217,1.062965128,556.0694327,174.9478607,177.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
269.9079684,2087.165866,79.61916692,107.9360483,1999.31347,84.31876153,1.069685059,639.8516261,395.9734427,201.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
256.6877951,2059.331779,80.46792153,81.07563252,1846.259877,91.21045151,1.002776708,607.4900222,234.774226,173.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
244.531459,2070.482975,78.59071957,122.094294,2102.691988,85.94327075,1.030965477,635.1703158,398.1310301,169.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
266.3467171,2189.618601,80.02658076,139.0998459,2123.923077,86.1631769,1.084766708,649.2735159,414.2596459,224.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
266.3009213,2084.771702,80.50297913,119.5082104,1739.436915,90.10702828,1.070849856,619.1358908,280.6033122,166.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
250.1987229,2036.583711,78.25282494,101.2117467,1820.196187,86.98436953,0.992583026,636.8071185,327.7982095,220.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
259.50219,1854.279021,82.38468751,112.0819167,2004.030699,86.16274817,1.014712196,541.8588749,372.5013865,211.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
243.3966732,2016.382787,78.11688061,77.14770388,2020.113838,89.12722726,1.056744909,630.1083592,288.7041517,190.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
251.9451349,2086.484916,79.40611928,130.9091085,1610.293246,87.03395081,1.056527219,627.5098667,321.0029107,109.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
254.4731438,2003.409558,78.38842674,90.18674808,2090.535938,87.24940067,1.04995915,632.09962,344.4203406,116.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
216.4971902,1946.996216,83.28319077,58.60513396,2099.12954,91.97096688,0.832012389,503.19921,222.5939476,44.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
263.5615073,2026.569042,80.18139975,116.0538083,1774.122495,78.97451051,1.045876523,611.7555387,443.4891634,201.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
180.5849133,1536.104713,75.00532055,69.53501561,1882.677093,92.94623965,0.974587249,426.3442918,210.7932565,236.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
258.7025137,2225.83521,80.83612127,88.21013077,2116.751729,90.30427745,1.015930796,634.5435719,282.9685972,204.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
256.8260582,2087.98236,79.20898095,89.19411009,2059.600757,87.5250344,1.019354203,636.6993036,336.9625387,205.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
251.9897675,1968.776079,80.26026862,72.03970236,2015.877932,90.11921359,1.037136699,590.4546133,263.8599922,211.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
250.1636809,2147.779656,78.73543202,108.3668419,1487.81867,90.98875442,1.057403073,653.4582693,228.1631876,174.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
149.5095143,1841.710992,84.98359017,55.51906102,1563.297308,95.29856449,0.941705992,409.0589182,93.3062292,107.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
289.5778023,2244.458478,82.46129608,80.97360638,1955.074297,90.67321396,0.994551244,629.718634,254.8098112,82.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
259.020377,2081.565609,78.87703105,119.263364,2410.374965,89.5399644,1.079774281,640.4649568,360.2305777,167.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
153.5804967,1380.913535,68.00413317,42.39567087,929.6375551,62.19206675,0.893749968,334.9694346,68.40366227,405.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
176.7534943,2313.459961,81.45540237,56.81509972,2311.915039,92.4306488,0.895413487,574.0635376,227.0208282,51.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
267.4759991,2157.602958,78.85234637,114.5137362,2131.918671,85.14068099,1.018158961,666.449737,411.7332414,185.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
266.9949022,1956.04155,80.72625881,100.4019627,2126.930803,85.71402163,1.077413471,593.8237704,390.0333462,171.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
145.0778179,1263.444182,73.09557051,53.70655032,1398.346618,77.98862347,0.830314079,327.4643323,154.795346,261.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
217.6293228,1872.693217,81.08364881,58.04306221,1397.137512,97.92054939,1.086221925,528.1277334,85.44591999,141.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
263.5535843,2004.385225,78.5890628,98.36255337,2072.585322,89.40950128,1.023809603,635.7304044,305.154162,194.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
264.5675798,2118.040907,80.52441123,80.9795143,2055.987623,89.58879171,1.02352852,626.1866117,284.5248417,197.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
270.3971713,2066.983627,76.84899575,78.44927848,2034.987718,88.81967087,1.028831678,684.2896422,298.9437678,222.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
270.0617166,2037.946035,78.9753672,119.546524,2348.613708,87.794137,1.074326233,640.2234175,391.6121559,182.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
242.2972622,1990.551572,79.68349172,92.96253296,1953.061526,86.09503781,0.998951395,597.9892266,341.4791638,196.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
202.891848,1913.532213,83.95019722,89.88373026,1857.861022,87.27488741,0.916568906,485.9650001,304.2630138,211.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
269.6317769,1987.90694,80.46579763,72.45245103,2013.278186,89.83688327,1.035683174,605.7422575,267.1238179,295.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
257.0774038,1938.964463,80.09855433,80.60570306,1982.860926,91.30311702,1.070467854,592.226569,246.6848094,150.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
252.0806428,2110.800711,77.64181621,113.4275801,1929.210796,86.92336792,1.076929862,664.236433,341.3517731,202.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
258.8446401,2072.801048,78.41665867,91.91017641,2074.090281,88.31636856,1.054604913,647.2489294,323.5123751,215.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
247.8708716,2079.194817,79.05169365,98.67566757,1995.321495,85.45682191,1.01214216,632.4788462,364.1882881,313.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
268.3611473,2181.953603,78.5159573,134.2121534,1831.141563,82.59253478,1.072801217,679.5646975,423.4912539,182.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
267.4865478,2225.512705,74.9687687,95.50875881,2009.269619,86.84009878,1.009911888,763.6037642,340.7694281,253.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
269.3651774,2097.253328,78.54824344,89.89153072,1869.246733,89.23110915,0.985519397,659.3909075,279.1353074,195.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
248.8441868,2052.337351,80.36855174,93.47412733,1975.039997,85.24592731,1.001962291,602.1961058,359.8557358,231.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
254.0238089,2033.484859,79.5263526,63.10903195,2108.552835,92.01381057,1.075871491,617.6023061,224.2543324,212.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
268.5916915,2059.404671,79.78263235,84.92070047,2180.905447,89.78384386,1.060325831,628.0937808,297.9760908,170.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
266.9948162,2058.581402,79.95701043,102.0036693,1942.711584,90.86661712,1.039973479,624.1428394,259.610204,371.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
239.6994694,1984.491562,82.58289886,75.75913401,1714.510508,89.23962099,0.985082619,542.6569366,240.7376775,180.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
271.2349146,2147.209866,76.65119678,90.01229779,1973.417389,85.38051413,0.989204077,708.7227975,356.00399,202.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
289.1970003,2158.688766,79.9742606,76.75154986,2123.112854,90.15431486,1.022631525,660.7978653,278.8756681,94.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
262.9206246,1953.426381,81.2357076,71.13402146,2141.102071,90.02509827,0.99988341,578.839923,276.716332,233.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
243.0139893,1980.037913,79.05997825,74.49941602,1846.886925,85.82329071,0.980189856,606.6750873,297.7076107,166.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
235.5966574,2008.12844,79.32471548,91.92674105,1963.679014,87.37868468,1.00861168,600.8861691,322.9606102,171.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
260.945199,2104.738858,78.20451763,141.8043418,1849.753961,81.86652876,1.040397967,660.1035261,448.2053407,194.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
251.110673,2018.827724,81.19389579,103.3810419,2158.227879,88.14897102,1.007809557,582.7200836,348.4817565,178.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
247.1320087,2070.236101,79.48598102,93.78591039,2110.968991,87.04086656,1.070616458,621.6444243,357.8432081,183.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
238.2897525,2055.803224,79.16043111,83.04070102,1247.965515,89.8352522,1.012516183,613.8515786,200.4773443,274.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
189.4209741,2001.674589,79.65616433,89.65149851,2065.35872,88.49987923,0.891305775,559.5892245,312.6216583,97.0,G,CD69-,T-cells,,,,,,,,,,,,,,,,,,,,,,,T-cells: CD69-,T-cells G: CD69-,G: T-cells
