NADH_t1,NADH_t2,NADH_a1,FAD_t1,FAD_t2,FAD_a1,Norm_RR,NADH_tm,FAD_tm,Cell_Size_Pix,Donor,Activation,Cell_Type,count,Cellsize,NCR,NucI,NucRR,NucNtm,Gender,cell_index,n.p.mean,n.chi.mean,f.p.mean,f.a2.mean,f.chi.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,celltype,FAD,Type_Activation,Donor_Activation,Donor_CellType
402.1721856,2516.311031,69.26993505,308.5004845,2237.108866,74.57248351,1.026151998473761,1054.968745,790.5586735,97.0,N,CD69+,NK-Cells,,,,,,,,17.0,822.5773196,1.042343969,35.86597938,25.42751649,1.030543495,388.8848596,28.5456351,150.7194906,3.880910321,0.128896312,27.50970619,146.8132354,338.3746684,4.239904612,4.239904612,0.147448439,0.034514672,131.5007986,144.6934834,cyto,a_5f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
382.056449,2375.929898,66.38932245,480.6951735,2549.085306,75.51502857,1.0512353138737378,1051.139834,973.6228534,98.0,D,CD69-,NK-Cells,,,,,,,,15.0,340.0,1.066272163,39.10204082,24.48497143,1.001523827,122.5479498,65.1333006,150.6678767,1.634003816,0.116116788,14.4489787,152.7360118,484.7287519,4.45125663,4.45125663,0.078153486,0.070401084,82.07124934,141.4690763,cyto,NK_unact_1f-021,NK-Cells: CD69-,NK-Cells D: CD69-,D: NK-Cells
372.6022143,2347.193367,63.04968163,349.6947653,2236.329796,74.43249592,1.0011206432018989,1100.232553,828.5611247,98.0,D,CD69-,NK-Cells,,,,,,,,73.0,274.0408163,1.02258151,45.30612245,25.56750408,0.983222786,127.3180058,46.79163209,119.291882,3.27995925,0.097530558,23.28904356,103.6806197,295.9568712,2.763208707,2.763208707,0.092663658,0.093706744,81.04603464,127.6653011,cyto,NK_unact_3f-027,NK-Cells: CD69-,NK-Cells D: CD69-,D: NK-Cells
432.6506429,2571.202959,62.22651429,402.6683265,2618.88898,70.51553163,0.9873885833250353,1239.115419,1049.561576,98.0,M,CD69-,NK-Cells,,,,,,,,86.0,478.7755102,1.094020888,58.03061224,29.48446837,0.971928204,157.5500268,67.92895864,173.0320314,3.625063662,0.142868193,40.142903,78.38372093,298.1312765,3.560733285,3.560733285,0.100384456,0.064790564,98.21960219,105.2509097,cyto,q_5f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
476.8867143,2616.758571,58.73834184,410.188398,2566.72,70.80012143,0.9968747141278252,1359.184803,1034.916517,98.0,M,CD69-,NK-Cells,,,,,,,,115.0,637.2755102,1.09836802,69.68367347,29.19987857,0.971100214,217.9103561,54.72470593,155.5063793,3.167359742,0.102478225,48.7887508,70.53886456,370.5219485,3.625770177,3.625770177,0.090758852,0.06838633,87.25852344,110.5661393,cyto,q_6f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
424.5447653,2611.61051,58.19424592,333.5341939,2323.786633,73.01201224,1.0261310963840657,1339.135931,869.2649496,98.0,M,CD69-,NK-Cells,,,,,,,,155.0,707.1734694,1.034802704,56.04081633,26.98798776,1.043689776,241.2267627,56.50521062,105.2043697,3.872959096,0.095086952,44.58813082,56.51990512,231.151994,3.980989767,3.980989767,0.112724537,0.057774281,129.1450421,95.27021218,cyto,q_6f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
424.7375918,2624.771429,63.31392143,324.1654796,2111.817143,69.70995816,1.0395245804739142,1231.469432,856.2879648,98.0,M,CD69+,NK-Cells,,,,,,,,65.0,672.7755102,1.055319031,44.94897959,30.29004184,0.948140173,169.4191125,40.96590984,101.0963686,3.723282497,0.105389311,13.2348902,129.1488876,313.975582,5.249085429,5.249085429,0.083158308,0.015881563,93.65331555,96.71914912,cyto,a_2f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
379.8713878,2621.088367,67.25430408,407.9432449,2434.255612,68.9321398,1.0387552529110453,1115.076013,1032.897746,98.0,M,CD69+,NK-Cells,,,,,,,,47.0,961.3469388,1.103112918,58.05102041,31.0678602,1.074604867,269.3431913,30.53168728,129.1409905,3.825179384,0.12223142,26.66839995,95.49107088,226.982332,3.836636421,3.836636421,0.108383388,0.040918193,121.6328828,104.4368023,cyto,a_3f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
392.1615,2508.719796,64.87224286,333.5813673,2082.621122,72.66283469,0.9877651257027092,1137.856743,811.5066193,98.0,N,CD69-,NK-Cells,,,,,,,,49.0,582.6632653,1.099268571,50.1122449,27.33716531,1.002496398,167.9596137,51.45519109,151.4779102,4.489752384,0.123149529,23.8746221,88.51978286,310.2693333,3.981855915,3.981855915,0.083738243,0.04116089,142.2636513,177.3490833,cyto,c_3f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
443.3594592,2599.696633,61.19709082,388.3451429,2432.67551,73.54695612,0.9807390084272026,1281.652339,913.5020432,98.0,N,CD69-,NK-Cells,,,,,,,,164.0,574.5204082,1.049310378,61.5,26.45304388,0.960067714,203.5935019,83.37798574,171.8530285,5.746691669,0.077044626,64.30103974,81.59138787,420.7695005,5.267813643,5.267813643,0.12608373,0.060162616,199.2494507,99.41221126,cyto,c_3f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
427.9685816,2543.307551,65.61876122,507.0873571,2692.804184,72.53993061,1.0312046622231064,1154.353572,1097.886702,98.0,N,CD69+,NK-Cells,,,,,,,,35.0,632.5510204,1.049455224,28.26530612,27.46006939,1.033739939,126.4704132,38.47870841,106.2659299,2.171477404,0.101121576,8.679340348,178.4246461,461.5218359,5.535887372,5.535887372,0.0950833,0.011059946,51.73304156,155.6105209,cyto,a_2f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
393.036404,2355.23202,69.42692727,313.4454242,2217.723838,76.3948404,1.0226211592197865,984.9384028,760.0728295,99.0,D,CD69+,NK-Cells,,,,,,,,142.0,207.0505051,1.036764212,33.16161616,23.6051596,0.927068455,66.73376493,72.14842414,252.5086727,4.744441354,0.112215282,19.48767641,63.98640407,219.2959917,2.715484166,2.715484166,0.08641412,0.076267569,86.66830784,50.72496145,cyto,NK_act_2f-006,NK-Cells: CD69+,NK-Cells D: CD69+,D: NK-Cells
460.1947475,2604.53596,62.56398384,302.9017475,2227.076364,69.10222323,1.0141631788721601,1263.482723,891.8467142,99.0,M,CD69-,NK-Cells,,,,,,,,34.0,752.989899,1.022249535,69.11111111,30.89777677,1.002145495,299.6077536,37.22197482,106.2715817,3.700326882,0.116939348,36.14875415,73.9680799,193.4271297,4.769816574,4.769816574,0.071591075,0.039821965,101.7072391,95.57025541,cyto,q_6f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
424.1239899,2474.032121,63.27288384,306.8500202,2192.398788,76.34244646,1.0248252884587385,1176.616731,739.7460913,99.0,N,CD69-,NK-Cells,,,,,,,,32.0,498.5555556,1.065832707,25.2020202,23.65755354,1.034871535,83.08174266,29.55306089,86.87482191,3.013491931,0.087441334,9.05085383,89.96444014,429.9068721,4.184668031,4.184668031,0.115874577,0.017862598,62.93707325,98.93757976,cyto,c_1f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
455.4332929,2505.654848,59.80616162,388.0603737,2594.981313,79.33398889,1.0092318149579356,1279.166679,838.5478326,99.0,N,CD69-,NK-Cells,,,,,,,,59.0,596.8181818,1.077216,38.04040404,20.66601111,0.993799242,163.9600103,61.24241734,152.3162573,2.256193986,0.086951333,19.19391868,53.2337669,353.1738713,2.518384184,2.518384184,0.064271543,0.035566304,80.32111117,79.59006365,cyto,c_1f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
313.1345051,2299.874848,66.61736768,373.1025455,2182.52,65.30078485,0.8382836475596583,980.3365901,996.9149552,99.0,N,CD69-,NK-Cells,,,,,,,,57.0,665.5656566,1.115530485,219.0505051,34.69921515,1.084057788,155.4335058,77.76673564,200.3134138,3.71553426,0.104205667,142.1673614,37.66087065,194.743172,3.353055933,3.353055933,0.083430977,0.081579495,183.3310828,64.42785832,cyto,c_5f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
441.3985657,2480.384444,65.06272121,324.5023232,2359.015354,72.22414141,1.0219451209914545,1154.802473,882.3291714,99.0,N,CD69-,NK-Cells,,,,,,,,114.0,681.7676768,1.092215465,34.54545455,27.77585859,0.976136879,190.0754323,37.13938509,128.2930134,4.477583764,0.12969472,18.51765442,96.50786047,260.7322937,4.504107419,4.504107419,0.088275658,0.028565992,114.4086504,104.1187833,cyto,c_6f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
421.1861616,2519.061111,69.99226162,381.048404,2387.933838,71.91551515,1.0211364513480516,1050.542636,929.246345,99.0,N,CD69+,NK-Cells,,,,,,,,73.0,801.7373737,1.090039677,36.8989899,28.08448485,1.005071121,396.7845399,30.44748342,136.9555206,2.869720107,0.112741142,17.35611105,152.1983578,451.3517378,5.317730513,5.317730513,0.101983953,0.027173888,78.01257966,138.0352154,cyto,a_3f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
433.2798283,2541.674141,68.75161414,394.074798,2401.208687,73.48688586,0.9996424204866415,1092.188784,918.725166,99.0,N,CD69+,NK-Cells,,,,,,,,29.0,443.9292929,1.051886677,33.25252525,26.51311414,0.962766152,85.29830638,38.99717453,166.8589521,3.961066238,0.099578924,12.01219061,123.1344711,296.7887401,4.921471838,4.921471838,0.089579411,0.030719648,112.0586949,101.3992527,cyto,a_6f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
396.27962,2349.3224,72.77019,240.24559,2087.5544,80.369014,1.1082375131834372,928.4634577,596.1678993,100.0,D,CD69+,NK-Cells,,,,,,,,76.0,415.47,1.06200815,28.7,19.630986,0.93431942,173.7156887,35.00485992,120.3408565,3.477149203,0.101199188,13.02406475,69.82641735,318.8764777,3.888890328,3.888890328,0.092397006,0.035649719,88.65401271,104.7645305,cyto,NK_act_2f-006,NK-Cells: CD69+,NK-Cells D: CD69+,D: NK-Cells
365.99878,2447.7296,74.202505,353.01918,2324.9514,78.444135,1.086326585804997,903.2374407,763.2965213,100.0,D,CD69+,NK-Cells,,,,,,,,151.0,287.21,1.0406219,23.39,21.555865,0.97022338,126.190276,36.37926993,167.7633381,3.440000996,0.113388588,10.45808855,139.4107907,400.7821587,5.281968346,5.281968346,0.078333961,0.05286286,88.72575088,139.2844023,cyto,NK_act_2f-006,NK-Cells: CD69+,NK-Cells D: CD69+,D: NK-Cells
449.52486,2372.9418,62.460885,298.79638,2270.7906,72.619496,1.0739999150644635,1166.691011,833.9235301,100.0,D,CD69-,NK-Cells,,,,,,,,121.0,285.24,1.08220443,27.87,27.380504,1.03675785,119.830783,94.9479526,203.7555006,4.21615856,0.108168997,7.161421618,140.6944842,327.1521033,3.309505626,3.309505626,0.095783585,0.039427083,76.57441332,147.0321225,cyto,NK_unact_4f-030,NK-Cells: CD69-,NK-Cells D: CD69-,D: NK-Cells
416.3445,2552.0639,55.529279,486.0641,2564.8069,68.095794,1.0166105049081373,1366.503702,1137.206406,100.0,M,CD69-,NK-Cells,,,,,,,,105.0,696.03,1.07877083,54.96,31.904206,0.96413235,226.9169053,84.81115357,133.1924303,3.59022567,0.114287852,31.98418801,186.7093074,370.0943447,6.488017553,6.488017553,0.093971562,0.065403106,150.5741265,121.2616833,cyto,q_6f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
366.65227,2552.8511,52.662167,411.47312,2314.8014,68.946548,1.0077032150723455,1402.045331,993.0500148,100.0,M,CD69-,NK-Cells,,,,,,,,126.0,512.28,1.08614149,50.39,31.053452,1.02443923,102.3867771,58.5308897,124.6542896,2.992777323,0.114562296,19.9751841,130.5108733,329.8024292,5.036809376,5.036809376,0.127361996,0.041940167,108.206663,89.88926768,cyto,q_6f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
393.03112,2567.1509,66.713515,361.99189,2404.6488,71.100237,1.0439039873764724,1117.387783,947.8975265,100.0,M,CD69+,NK-Cells,,,,,,,,112.0,967.93,1.1322656,59.89,28.899763,0.96766928,306.0787598,30.30354228,82.09874875,3.142645272,0.118866411,34.6503152,79.78862109,213.9334024,3.356411709,3.356411709,0.10305155,0.032928452,73.03782281,62.51124085,cyto,a_1f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
391.3506,2587.6315,65.254324,337.8922,2302.3364,71.119718,1.030844041578786,1154.039511,901.9854069,100.0,M,CD69+,NK-Cells,,,,,,,,16.0,625.2,1.02869455,47.92,28.880282,1.06666579,140.6611373,28.17826931,86.36829173,3.2868371,0.096436122,27.80766554,101.1214545,240.7986461,3.669254142,3.669254142,0.112350351,0.038070326,68.23509058,117.1766299,cyto,a_2f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
377.69536,2748.0522,50.91816,348.93219,2396.4693,71.323533,1.0143829881743465,1539.753558,931.8663803,100.0,M,CD69+,NK-Cells,,,,,,,,43.0,712.29,1.02733268,65.68,28.676467,0.99791506,130.9977481,67.58054873,131.4471921,4.139167963,0.10033653,38.57666642,102.9992899,253.464462,3.114350671,3.114350671,0.098995906,0.052066631,112.3357002,98.16762404,cyto,a_2f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
347.47381,2485.8837,69.491904,385.34968,2222.3632,68.270022,1.0442178107049898,1006.563055,952.204841,100.0,M,CD69+,NK-Cells,,,,,,,,53.0,884.74,1.14513242,53.44,31.729978,0.9531391,251.2379298,99.38245894,215.7136196,7.040350745,0.136466294,28.69389827,176.0008935,417.2312139,6.956212516,6.956212516,0.094971606,0.031982412,261.8260682,131.8664018,cyto,a_3f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
436.74823,2546.9596,65.175006,421.34537,2450.3425,69.501031,1.0200880443649056,1172.623422,1028.760864,100.0,N,CD69-,NK-Cells,,,,,,,,112.0,770.86,1.0465519,45.0,30.498969,0.98182444,298.6759678,41.10329014,107.2230361,5.097262458,0.09815902,32.86581227,156.737148,422.8633499,5.096300607,5.096300607,0.103670622,0.023881462,142.9930242,173.4076747,cyto,c_6f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
435.81955,2490.2959,65.607367,306.34107,2215.5972,71.019452,1.0017148480845843,1141.640337,853.5559969,100.0,N,CD69+,NK-Cells,,,,,,,,69.0,604.49,1.0280428,44.5,28.980548,0.98781014,201.760659,58.45087026,158.6466473,3.193391594,0.131501171,36.77847965,62.68006328,225.2701419,4.384005788,4.384005788,0.102127913,0.052778307,93.4507359,83.90767996,cyto,a_2f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
390.91447,2452.5763,68.748753,383.64428,2361.4367,72.066911,1.0179663236584544,1035.054854,922.5616467,100.0,N,CD69+,NK-Cells,,,,,,,,79.0,688.67,1.05824812,47.71,27.933089,1.01820822,337.3968695,57.92261381,122.4594791,4.372864088,0.08317475,68.75520843,107.5564116,427.962759,4.834715755,4.834715755,0.077493157,0.042931809,135.1227262,104.5299375,cyto,a_6f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
370.5724158,2358.725248,67.34555248,242.4362772,2010.072564,80.80290099,0.9750192862293835,1014.431577,570.7888167,101.0,D,CD69+,NK-Cells,,,,,,,,224.0,144.9009901,1.00243296,34.44554455,19.19709901,0.971522337,26.94531683,66.5685141,233.4603065,4.006532816,0.098320142,26.85236498,51.3526473,437.1939837,6.660762981,6.660762981,0.081431584,0.095283512,85.13597656,112.5281791,cyto,NK_act_5f-015,NK-Cells: CD69+,NK-Cells D: CD69+,D: NK-Cells
422.2556139,2615.977327,68.15224257,433.9795248,2453.033267,65.83252376,1.004085720144766,1121.416758,1103.666816,101.0,M,CD69+,NK-Cells,,,,,,,,144.0,777.3366337,1.099139515,82.0990099,34.16747624,0.993513743,148.2769893,29.15950281,104.6355994,5.061752697,0.096792523,35.32888477,216.1640938,489.9007267,7.602996724,7.602996724,0.085571443,0.034629738,119.2557066,162.3612844,cyto,a_6f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
404.4675545,2521.430792,66.28500396,437.8266436,2427.360792,69.4268198,1.0069435978972394,1118.710069,1027.310792,101.0,N,CD69-,NK-Cells,,,,,,,,120.0,588.0891089,1.08207597,39.13861386,30.5731802,1.061235683,209.9652399,47.74062067,152.0459144,5.038988601,0.111407479,23.00783767,145.0803052,436.8360684,6.541620224,6.541620224,0.090932141,0.034326375,133.3334588,120.2792994,cyto,c_1f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
417.7266238,2573.099604,59.21074554,484.6711485,2372.645842,70.53569109,0.9811287313593199,1296.025936,1027.099682,101.0,N,CD69-,NK-Cells,,,,,,,,121.0,560.6237624,1.002716842,50.74257426,29.46430891,1.022328505,151.7510363,66.0000374,145.2973492,3.259222571,0.087447051,18.840729,192.7222412,418.8386989,6.411448808,6.411448808,0.115938214,0.043037381,96.89056228,143.9495399,cyto,c_2f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
431.754505,2485.680891,62.5477,357.4734257,2503.98099,73.77115446,1.008491001583044,1201.599965,918.4597275,101.0,N,CD69-,NK-Cells,,,,,,,,12.0,778.8910891,1.063486376,56.4950495,26.22884554,1.018332723,261.6917615,36.79618667,88.54700135,4.285900556,0.090033648,35.0504276,79.59973191,314.8296622,3.072405503,3.072405503,0.092169071,0.024100068,97.14483711,139.3601884,cyto,c_5f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
427.9138911,2472.542574,62.6116703,397.2940594,2437.175743,68.67539406,1.0128884902896091,1192.043733,1024.930169,101.0,N,CD69+,NK-Cells,,,,,,,,16.0,694.3366337,1.038982158,37.47524752,31.32460594,0.952091752,305.7670119,36.95552147,124.2949104,3.806982775,0.102957503,18.38781883,175.3561302,424.7549634,5.59673958,5.59673958,0.095024222,0.037603303,86.65805193,160.0445024,cyto,a_3f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
432.0746832,2579.629208,69.11209208,300.5915446,2221.34198,74.78379109,1.0236038734707928,1095.186492,779.1913144,101.0,N,CD69+,NK-Cells,,,,,,,,37.0,685.6336634,1.034767683,37.23762376,25.21620891,1.022036129,282.1512262,37.29025386,110.1770721,2.393287549,0.129689391,28.96830976,72.99299794,292.3112877,2.837142564,2.837142564,0.082513778,0.02700189,69.84099137,68.30931223,cyto,a_5f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
388.1769608,2214.371765,80.68390784,240.6107549,2280.020588,79.53411373,1.0812259513198852,740.0042219,655.681664,102.0,D,CD69+,NK-Cells,,,,,,,,178.0,272.0196078,1.006122333,25.20588235,20.46588627,0.962566422,124.7228992,27.16218983,237.5331759,4.087812397,0.091060953,11.50405717,88.11830689,256.543023,4.278217648,4.278217648,0.10890513,0.04835722,88.61089252,120.7034513,cyto,NK_act_5f-015,NK-Cells: CD69+,NK-Cells D: CD69+,D: NK-Cells
444.2850784,2327.628824,64.77369216,489.3429902,2560.937353,75.00403333,1.0783391117227323,1104.918448,993.9674984,102.0,D,CD69-,NK-Cells,,,,,,,,36.0,259.9117647,1.033268784,25.30392157,24.99596667,1.05687602,85.96673349,65.46256413,209.7636063,3.007617857,0.111724503,6.465122292,168.0714764,452.2959741,5.137008679,5.137008679,0.093855074,0.035952235,86.45765336,138.0442092,cyto,NK_unact_3f-027,NK-Cells: CD69-,NK-Cells D: CD69-,D: NK-Cells
383.8267255,2366.880392,65.99268039,387.5407941,2426.604902,74.91164902,0.9584612386530674,1053.263222,895.1320477,102.0,D,CD69-,NK-Cells,,,,,,,,128.0,321.7156863,1.030886873,75.09803922,25.08835098,1.048067804,134.6374212,65.4297902,167.721783,4.001635588,0.097526769,64.50320582,61.99449262,175.2022297,2.919518956,2.919518956,0.087600009,0.137488304,59.3029677,73.30382488,cyto,NK_unact_3f-027,NK-Cells: CD69-,NK-Cells D: CD69-,D: NK-Cells
406.8731373,2434.38598,60.12522157,317.7005588,2261.491078,71.17576863,1.0013432523788024,1214.664221,871.3692114,102.0,M,CD69-,NK-Cells,,,,,,,,75.0,543.5686275,1.046233941,53.69607843,28.82423137,0.963953069,240.8553039,59.34668016,113.155727,2.71833292,0.119538519,27.29624397,89.73210492,285.8293404,4.222978258,4.222978258,0.075196999,0.046656929,78.26591194,90.38839028,cyto,q_2f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
407.0700882,2506.446863,66.81688137,302.2288137,2208.432157,70.20104118,1.0206574701508988,1103.917527,862.3513767,102.0,M,CD69+,NK-Cells,,,,,,,,82.0,946.1960784,1.052694461,85.00980392,29.79895882,1.037746108,351.0258245,26.66387366,102.007868,3.052245648,0.122572392,59.61186258,66.06055405,349.2970673,3.567866201,3.567866201,0.106422622,0.038426182,66.18802635,99.12236416,cyto,a_1f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
397.5533431,2570.687451,68.68428922,328.5057549,2222.316667,69.30239314,1.0498698461486307,1081.440626,905.4361099,102.0,M,CD69+,NK-Cells,,,,,,,,144.0,1049.539216,1.105014225,63.7745098,30.69760686,1.030997029,282.8418258,27.86223598,135.8624273,4.228380013,0.154068648,36.78298866,57.54784456,197.8738521,3.494819725,3.494819725,0.114746091,0.019643931,143.0563292,77.67657606,cyto,a_5f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
419.6963431,2916.466471,55.06305686,344.9622941,2374.522941,69.0146,1.0660754741179348,1540.884642,968.4315061,102.0,M,CD69+,NK-Cells,,,,,,,,116.0,1199.617647,1.083606618,50.18627451,30.9854,0.972707971,221.7736356,51.7415778,91.00440754,2.141978371,0.116294538,20.56322315,87.89628619,274.9692637,3.212253694,3.212253694,0.096841263,0.012493592,67.38167749,100.0649352,cyto,a_6f,NK-Cells: CD69+,NK-Cells M: CD69+,M: NK-Cells
444.7840294,2566.911765,60.2839598,291.4371078,2318.058824,74.5868049,1.0198033751280116,1286.519464,793.5795626,102.0,N,CD69-,NK-Cells,,,,,,,,119.0,441.9117647,1.055035853,23.93137255,25.4131951,0.947003147,93.89409485,42.54652658,127.2201405,3.149238943,0.128130232,7.320471504,101.3876174,393.4565176,4.859650011,4.859650011,0.093519693,0.019569724,78.56684719,120.6845936,cyto,c_1f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
428.1538431,2502.055882,65.00757549,413.6127941,2278.887843,72.58383824,1.0178943399688192,1155.600459,914.4062823,102.0,N,CD69-,NK-Cells,,,,,,,,39.0,724.3333333,1.067449706,42.15686275,27.41616176,0.963117088,243.8466217,40.7519988,100.0132725,3.539819705,0.10576735,18.827379,67.03274282,315.684112,4.840584728,4.840584728,0.088144915,0.018529287,104.2161341,71.7601296,cyto,c_2f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
442.570598,2561.778824,62.16466569,334.4096961,2169.666569,73.05837745,0.9989055837004653,1245.462213,822.9258044,102.0,N,CD69-,NK-Cells,,,,,,,,20.0,672.7254902,1.046360137,51.00980392,26.94162255,0.970189667,215.6877628,50.0615026,99.07340927,4.208447724,0.120622857,35.50442591,184.7014964,445.2382081,3.90005443,3.90005443,0.113330457,0.047645899,118.0283092,217.311064,cyto,c_3f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
437.5124118,2546.285294,64.02510588,311.967,2421.017255,72.6294049,1.0178319923153456,1196.774835,884.7021807,102.0,N,CD69-,NK-Cells,,,,,,,,89.0,728.6078431,1.064706451,46.57843137,27.3705951,0.975938559,341.0580844,41.38572978,95.71610363,6.839232382,0.101891514,36.7066067,86.84396178,282.3234978,2.877006754,2.877006754,0.09777544,0.018797042,148.6025401,96.09255365,cyto,c_3f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
430.4438235,2528.751667,62.74126961,317.2921176,2247.75,77.22090882,1.0211967347522761,1213.396325,750.3143484,102.0,N,CD69-,NK-Cells,,,,,,,,18.0,746.6568627,1.020822284,41.19607843,22.77909118,0.99583751,324.4259361,41.02965753,113.9778392,5.85402704,0.109412205,24.83770657,72.4452692,356.4634979,3.178727683,3.178727683,0.07147573,0.018048612,118.1039537,101.9837663,cyto,c_6f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
467.2736667,2536.986373,63.6367902,320.5804314,2242.129314,73.45311373,1.0239358318999094,1221.502184,824.1152964,102.0,N,CD69-,NK-Cells,,,,,,,,104.0,790.6568627,1.064418598,43.19607843,26.54688627,0.983755755,340.1027362,37.99875131,101.5094419,4.98799651,0.101915264,29.33117127,108.2310864,305.0459685,4.133224978,4.133224978,0.10130376,0.018873048,120.083218,126.6281247,cyto,c_6f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
394.4617647,2557.524902,59.42867941,379.2369804,2523.152255,70.9121598,0.9992503251762118,1274.447539,985.4045473,102.0,N,CD69-,NK-Cells,,,,,,,,167.0,754.6470588,1.072847588,60.73529412,29.0878402,0.97643999,285.4542896,49.97824045,158.1939325,5.677490756,0.133564008,37.45675433,74.06424151,422.3365846,4.970179344,4.970179344,0.090144128,0.036125067,158.0549109,101.9407557,cyto,c_6f,NK-Cells: CD69-,NK-Cells N: CD69-,N: NK-Cells
393.6845098,2436.93402,68.53372647,391.8121569,2509.16598,75.20317941,1.0150483640538186,1035.83962,905.5283095,102.0,N,CD69+,NK-Cells,,,,,,,,12.0,527.6470588,1.064053471,29.80392157,24.79682059,1.021062235,215.3621701,42.27271237,163.8893569,4.245652994,0.139892216,13.70194697,166.2747026,428.6886293,4.612725857,4.612725857,0.097089033,0.027629575,100.5797828,152.5764682,cyto,a_3f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
410.9713235,2403.510686,72.08333235,297.7344118,2069.760098,71.9351902,1.0273027732578826,967.0006636,786.6730569,102.0,N,CD69+,NK-Cells,,,,,,,,17.0,511.627451,1.037434412,24.00980392,28.0648098,1.008253676,162.994012,42.05432066,145.4090165,5.243110307,0.115520499,9.779241601,110.1566861,321.2951975,4.280209745,4.280209745,0.094614576,0.017608641,101.0314764,114.9650858,cyto,a_6f,NK-Cells: CD69+,NK-Cells N: CD69+,N: NK-Cells
494.3000388,2493.01233,63.79949223,359.8722524,2345.354272,70.69898447,1.0125733615756967,1210.721405,933.897265,103.0,D,CD69-,NK-Cells,,,,,,,,248.0,243.5728155,1.032975155,41.82524272,29.30101553,0.949791272,84.14653441,90.79977371,277.3766788,4.368233144,0.104597737,22.20555803,144.0865141,342.2346999,4.174850518,4.174850518,0.090368762,0.079714397,77.69503694,132.0237179,cyto,NK_unact_1f-021,NK-Cells: CD69-,NK-Cells D: CD69-,D: NK-Cells
359.5073107,2504.618835,62.15652913,256.8874854,1930.281359,81.98804757,0.9864508150286937,1169.50784,577.2649207,103.0,M,CD69-,NK-Cells,,,,,,,,53.0,535.223301,1.102498029,67.70873786,18.01195291,1.047142718,134.0430815,70.97657641,103.6891123,5.076812733,0.105668672,51.62451748,67.07981058,384.8764887,7.642114882,7.642114354,0.096861388,0.077464494,144.4178499,243.1218802,cyto,q_6f,NK-Cells: CD69-,NK-Cells M: CD69-,M: NK-Cells
