NADH_t1,NADH_t2,NADH_a1,FAD_t1,FAD_t2,FAD_a1,Norm_RR,NADH_tm,FAD_tm,Cell_Size_Pix,Donor,Activation,Cell_Type,count,Cellsize,NCR,NucI,NucRR,NucNtm,Gender,cell_index,n.p.mean,n.chi.mean,f.p.mean,f.a2.mean,f.chi.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,celltype,FAD,Type_Activation,Donor_Activation,Donor_CellType
428.3081579,2303.083158,75.57171053,168.9704421,2115.638421,79.90897368,0.998905828,878.8040534,558.7058371,19.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
459.1970625,2320.155625,74.61345417,223.8395625,1918.310417,76.07204375,0.899866978,928.1678844,629.142213,48.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
398.4704167,2121.437083,72.72457083,182.7712917,1805.35625,81.03752083,1.056653175,865.7724681,488.0150117,24.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
413.0222857,2136.096,69.10904571,164.8295429,1768.192,79.75068,0.958318124,940.2371044,488.4122755,35.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
435.8558197,2259.145082,73.21845246,173.5466885,1699.43377,80.88597213,1.019620767,921.7102956,466.2593301,61.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
383.4571905,2137.168571,73.81581429,281.5140476,2339.138095,74.48686667,0.698952937,837.8273233,806.2258561,21.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
396.9061,2065.846333,77.98532,163.5942333,1839.017,80.95086667,1.034766775,760.3643398,475.4897171,30.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
406.8816316,2306.800263,78.87071316,180.6306316,1921.907368,82.17810263,0.997443715,807.7842598,492.0478305,38.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
451.9220909,2238.386818,77.18788864,172.9068841,1999.281591,82.68846364,0.944215137,852.8013598,486.4882903,44.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
484.9694595,2317.538108,75.19574324,195.5656757,1880.047838,81.38527568,1.107058252,938.255525,504.4849758,37.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
387.7653469,2125.568571,71.42936327,221.3628776,1961.063061,77.52497959,0.889450831,880.1565512,611.2655332,49.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
405.4044902,2249.714706,78.98293529,162.8208039,1963.971569,78.38307647,0.984562075,785.4672986,549.5031418,51.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
422.3029245,2262.519623,69.78249623,170.2155094,1840.668302,82.7772,1.060937149,973.0705485,456.3797457,53.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
464.8293692,2202.529846,74.11486615,215.7311538,2120.025692,81.05880308,1.049040791,901.9852295,570.4804458,65.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
418.788,2108.8232,80.286024,182.5546,1785.2036,82.318232,1.00987284,748.6577442,463.9875303,25.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
465.736,2390.637692,78.82402308,228.7846154,2087.839231,79.98458462,0.984314256,869.7888293,600.5981216,13.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
438.1014286,2167.937662,75.03799481,194.8091818,1791.75974,76.40422078,0.900764714,865.7585986,570.6118306,77.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
347.1400769,1993.893846,78.12661538,181.9669231,2190.493077,82.33571538,1.035016841,705.2732257,536.1430676,13.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
436.8107692,2274.656385,80.70411538,147.65326,1985.240385,83.96277538,1.117946736,786.7400783,438.62511,130.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
444.7534615,2261.826462,77.71825308,185.8893669,1995.778769,82.24535154,1.083230474,845.0521108,504.822627,130.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
421.7677126,2273.715057,75.74772069,181.4401701,1911.827816,82.04114598,1.00815121,866.2480356,490.1388154,87.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
376.2955714,2339.272857,65.99992143,134.8041714,1581.997143,79.90454286,0.996503757,1043.098476,423.8547145,14.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
419.3607407,2245.43963,72.73796296,191.4687037,2005.17963,79.68652963,0.94060323,916.0827825,559.588312,27.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
442.5798621,2466.583793,76.80057586,213.5181034,1915.727586,79.81475172,1.034861082,909.112274,555.9592354,29.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
404.7982857,2213.054286,72.48910714,160.2007857,1753.502857,77.44958571,0.83061509,899.5139241,519.1173141,14.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
475.7234,2312.1705,81.89351167,274.9238167,2205.355167,78.143775,1.105120662,799.0524526,686.9373852,60.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
450.4209474,2256.561579,76.7258,257.9714737,2326.033684,81.4325,1.070249907,868.4908681,638.3114866,19.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
350.04925,2093.83375,71.7659125,191.2835625,1839.485,75.17569375,0.722971271,839.8415837,600.19236,16.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
455.4433158,2246.60693,77.34734737,191.040886,1994.722368,83.28483596,1.094587265,858.3659124,489.6947755,114.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
434.303163,2184.339163,73.9840511,177.4259066,1836.724185,80.53689295,1.061591862,885.7279855,501.167732,227.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
247.0251905,1994.324762,79.93600476,68.14604762,1710.900476,89.74389048,0.845288988,597.1829169,236.1687736,21.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
422.3647526,2094.322211,77.46149105,235.4946579,2174.847526,78.67004579,0.990769064,796.6569476,647.6621424,190.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
400.6635148,2254.201477,74.00889831,211.3806709,1913.848059,78.91513291,0.945449263,879.5091049,569.7382932,237.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
427.6148293,2177.877805,71.56080244,189.9395366,1704.720976,80.22475854,1.060448334,922.2030558,488.2270556,41.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
381.9698723,2169.934468,73.07237447,215.7869787,2167.218085,80.93264043,0.997063205,860.3705423,586.7196919,47.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
437.51556,2255.968,77.556276,157.4298,2010.2708,81.324388,1.12066116,839.0700759,501.7462747,25.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
358.9431863,2101.638922,69.94243922,218.2494804,2101.840392,77.57043824,0.929835723,881.1903971,640.1376955,102.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
400.5743111,2131.799778,72.31621333,183.6006889,1898.693111,82.06624444,1.043998586,875.1610044,489.091024,45.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
438.0893942,2249.959708,75.01516788,202.7995401,1933.114015,80.0942635,1.085136621,885.9959055,542.6051193,137.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
490.8321905,2420.051429,72.3472381,207.2192381,1904.832857,79.74254286,1.139656813,1022.488653,546.2788603,21.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
502.9261136,2343.195568,72.07805682,175.8533466,1790.076023,80.53754659,1.056965966,1013.641302,490.1948943,88.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
458.5106563,2366.922813,71.41515938,141.018775,1723.189063,81.13109688,1.138589707,1000.394986,438.2299021,32.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
433.9500694,2275.459722,73.77149861,203.8311667,1908.610278,78.17890417,1.002445927,914.1455885,574.9007653,72.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
519.9584848,2259.337879,67.91851515,142.6524242,1908.654242,84.98258182,1.066458151,1058.462495,407.6587757,33.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
471.7649688,2272.299063,78.0752875,192.0205625,2019.469375,82.78310938,1.094995431,861.9949134,499.9429421,32.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
445.4712,2059.034,70.78568333,240.9792333,1876.981333,76.45931667,1.135268059,914.0207691,625.603996,30.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
467.4454898,2431.820408,72.07472245,194.3173061,2014.362857,83.99813265,1.06367241,1014.622234,484.4075129,49.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
399.7225397,2003.491905,73.50586349,163.1819524,1929.981905,80.83187937,1.118493978,823.1257634,503.0591696,63.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
461.1867561,2392.555366,84.16280732,180.9337829,1781.110976,80.0318878,1.106910234,756.0518579,498.5974456,41.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
436.2263562,2224.11726,74.34682603,173.2408493,1723.661644,83.14098356,1.120086509,892.6161202,432.1377964,73.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
468.93916,2236.0,71.060224,182.293896,2014.115,84.642286,1.04020469,973.7292672,463.0813441,50.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
430.0304072,2190.122835,73.72977577,218.569966,1949.625876,80.31598247,1.101286041,890.0581251,553.7745747,194.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
425.3952821,2108.868077,78.16726026,232.1272564,2329.430897,81.08845641,1.113318344,785.6358261,617.8901544,78.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
379.7602581,2054.602258,68.65792903,190.6404516,1986.498387,81.97570323,1.052338117,901.739224,513.3029687,31.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
435.4300233,2234.357209,70.18512791,126.8040419,1827.144884,84.33437674,1.135457334,970.3978658,389.8327885,43.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
387.2087234,2117.577021,72.39585532,245.0185319,1991.045745,78.83857234,1.040660422,861.8186738,613.7669392,47.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
432.7467586,2211.514138,75.55695172,168.8684483,2132.342069,83.74367586,1.092343891,864.9150127,488.0654034,29.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
388.9189636,2157.945091,74.33565455,173.6034273,1986.511818,79.68486545,1.096475149,841.0028728,537.0679745,55.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
456.6075,2221.025238,74.66859286,189.9433262,1886.903571,81.56316905,1.133444816,899.9851203,501.3194302,42.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
434.6539403,2093.612756,76.8855483,172.9460645,2018.093494,81.58505938,1.120209492,815.0206312,507.1044029,352.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
418.5043254,2112.018339,71.90088746,189.6063566,1889.781898,78.04406746,1.078907457,891.9735196,559.7944928,295.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
441.4985952,2418.81619,76.38547619,173.8047143,2013.287381,81.32676667,1.074879731,900.3831531,515.3608664,42.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
411.9378333,2114.668889,75.00481667,175.6139444,1732.958333,75.13024444,1.103732517,835.0628522,559.6786598,18.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
398.1248065,2192.474516,73.66406774,161.2091613,1832.910968,83.74187742,1.097239631,869.926212,430.5087425,31.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
382.19645,2087.338875,75.640175,226.156975,2130.413625,74.4013,0.943905168,795.9404585,713.1783644,80.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
443.1619545,2202.886364,77.14355227,181.3558409,1853.325,81.88218636,1.142590268,840.0552543,477.0889765,44.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
412.7559816,2206.056135,74.42398957,175.3485153,1904.54681,79.24909632,1.033245849,868.1684128,532.8307579,163.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
404.6711969,2068.320394,75.84650551,195.5641402,2008.323189,79.51217598,1.057714561,803.9938697,564.290822,254.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
402.5822647,2220.598627,75.00394216,175.1925294,1809.801373,81.04025392,1.111250732,854.5062241,481.4835585,102.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
426.0940203,2262.294983,76.88215525,215.1644688,1994.079593,80.00938678,1.108420673,848.3674803,567.1326529,295.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
377.0924795,2057.223562,75.6415726,166.0929986,1965.133562,82.85609041,1.128721866,783.1356944,472.8926313,73.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
423.045553,2166.719962,74.31547879,199.3261197,2033.359091,80.25610606,1.114537137,869.5611326,556.3840793,264.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
471.3632632,2479.817368,75.91145263,153.1534211,2112.647895,83.79734211,1.189435576,952.5399619,462.7150228,19.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
424.0624103,2147.231026,78.44763846,349.2513615,2106.54,84.64368718,1.155574085,787.1240134,625.6650352,39.0,B,CD69+,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69+,B-Cells B: CD69+,B: B-Cells
303.38296,2370.2888,61.704332,152.771392,2228.4892,77.3183,0.779493769,1095.335263,620.6824365,25.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
412.6317143,2372.274286,63.47239286,351.3401429,2092.458571,75.85097857,1.211919338,1129.956549,748.9394375,14.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
399.7128425,2367.676507,69.97889658,250.6676527,2292.209315,73.85984521,1.051837853,987.5667183,778.2311933,146.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
376.225875,2685.9125,67.14200625,343.4052375,2744.804375,73.99425625,1.097431884,1133.313527,942.66396,16.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
434.259339,2463.565424,48.17747458,206.5566881,2368.342712,78.9071661,1.111726413,1483.102339,659.7043286,59.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
324.728925,2294.61125,56.7940175,259.1385125,2550.39725,75.6412525,1.139646832,1174.812662,812.7904387,40.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
435.22975,2464.837,45.715855,269.94563,2522.5975,80.052305,1.131332193,1535.784341,714.6422371,20.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
264.5670947,2111.849342,73.67571,217.4876895,2140.155895,76.14945842,0.691391462,750.884707,676.734493,380.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
242.9695263,2228.93807,60.77588246,214.8939772,2470.415439,75.10350175,1.102449309,1022.049995,766.2783633,57.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
293.98725,2436.297857,59.54757143,215.7250643,2378.147143,71.35873571,0.963022759,1159.340441,830.0818259,28.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
300.7985085,2339.222797,62.37619661,196.6555492,2203.139915,74.76059492,0.87843256,1066.451482,701.4324799,118.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
394.7742,2502.399,56.19484,213.91741,2655.023,72.17001,1.115603032,1314.952698,888.9213742,10.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
371.6375,2493.501818,53.47322727,154.4956364,2401.423636,82.28409091,1.027775584,1357.285388,540.0150018,22.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
336.9389779,2402.185083,55.10995138,196.9752652,2328.699282,72.47347072,0.731795025,1259.339823,779.7453839,181.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
333.1513333,2343.707857,49.71144286,247.9405476,2610.355714,76.62159524,1.146262285,1344.213926,790.0163577,42.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
353.9839595,2584.231622,55.29843514,174.8607919,2480.336351,75.80723784,1.195846313,1350.130863,728.2091463,74.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
305.9161232,2414.657826,59.09064493,198.7337783,2321.127681,77.6945471,1.077894443,1168.307234,667.1930891,138.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
233.5172083,2257.02375,59.95644583,146.43945,2373.162917,77.41624583,0.838080893,1042.946055,645.8780351,24.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
320.5096906,2425.510288,55.83147266,298.0733381,2640.063381,59.78105396,0.703546712,1250.200558,1248.339607,139.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
528.894,2651.672,49.12366,568.8186,2802.59,77.34216,1.357072109,1607.566458,1065.479728,5.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
323.8410649,2415.431948,56.76184675,173.2672844,2348.245195,75.78155714,0.886774139,1225.997431,696.8916749,77.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
435.1877857,2489.329286,58.50945,154.0995643,2286.796071,79.01407143,1.053308962,1284.394395,596.2809662,28.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
357.514125,2340.51875,57.6077875,237.572375,2573.445,70.162925,1.150171416,1196.647966,919.1389149,8.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
305.0288,2531.2625,63.688575,177.56221,2300.66475,76.029995,0.939252112,1112.575921,682.4680432,40.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
277.0432857,2152.551429,55.32892857,120.4751,2366.815714,81.9845,1.168714519,1114.018079,524.6496924,7.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
296.7031957,2301.739783,57.83886304,296.8881739,2488.028261,74.62288478,1.102471417,1139.689629,847.396255,46.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
360.6934,2484.282,61.64558,176.9048,2241.145,78.6976,1.162314218,1174.207254,606.4621272,10.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
311.113225,2309.02825,56.95687,198.6518525,2347.54775,75.65597,1.057520687,1167.880698,711.513428,40.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
276.3925,2338.723333,60.11845,179.9143333,2283.665,80.21606667,1.200712081,1098.143639,591.2531006,6.0,C,CD69-,B-Cells,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B-Cells: CD69-,B-Cells C: CD69-,C: B-Cells
