,0
FAD_t1,35.80794698483358
FAD_tm,22.54339488898331
FAD_a1,13.388803111569775
Norm_RR,8.986895949948488
NADH_t1,6.6815839370382895
NADH_tm,5.897913133478689
NADH_t2,2.8684845099943397
NADH_a1,2.32505711356012
FAD_t2,1.4999203705934048
