,Norm_RR,NADH_tm,FAD_tm,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Activation,Donor,Cell_Type
1980,1.001936676230554,1283.124359,836.5034625,59.7213129,447.2144839,2518.823656,73.09287634,306.7443656,2296.317634,0,6,1
1981,0.983847053497416,1136.241284,897.6341839,65.14090645,388.4554086,2533.454731,72.24502903,407.428957,2213.578817,0,6,1
1982,0.9912647920386394,1346.577266,879.1103729,58.20266559,451.1603763,2596.111075,71.90455914,353.572129,2257.62172,1,6,1
1983,1.024831136446695,1072.443788,915.0278587,69.04084086,426.8305699,2511.862473,73.20561075,422.719129,2307.32172,1,6,1
1984,1.0713189582129308,1015.175616,796.9606117,69.79268511,398.5139255,2444.089894,76.50766064,330.8698085,2332.762979,1,4,1
1985,1.0666301643822604,1076.474863,878.5080794,64.99868191,417.2363723,2316.366809,74.38245532,411.1304149,2293.952128,0,4,1
1986,1.0366651898005146,1085.244733,909.7761418,61.67262553,371.6132447,2239.02383,70.72589255,348.3356702,2280.715532,0,4,1
1987,1.0098659983079528,1390.811509,969.4621179,54.37437553,453.9715,2513.708511,68.91507447,359.0489468,2331.270532,0,5,1
1988,1.013970977400778,1270.928692,978.6740345,59.27550532,431.4377021,2497.215638,66.52109787,365.9890851,2230.615851,0,5,1
1989,1.049913299651149,861.31072,798.0617442,74.66248404,375.8124043,2276.77117,71.2944383,327.269234,1994.782234,1,5,1
1990,1.0414491991346295,1245.190113,941.4334625,62.11364574,404.6374149,2625.525426,71.98135426,379.9447872,2393.655106,1,5,1
1991,1.0633092012159904,1058.876832,1038.28865,71.3527117,388.3762234,2728.504362,71.59153404,445.5409362,2571.58266,1,5,1
1992,1.061101078669778,1056.545596,1154.977282,68.31964681,393.629266,2481.68617,67.26003191,481.7584468,2566.769362,1,5,1
1993,0.9976574627572008,1186.302568,906.1638033,62.82621915,391.089,2535.761915,73.88516915,400.1397766,2357.963298,0,6,1
1994,0.990434869031489,1119.228787,1034.331971,66.20063511,402.1060957,2506.993404,75.71788936,501.6972766,2765.319043,0,6,1
