Norm_RR,NADH_tm,FAD_tm,Cell_Size_Pix,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Donor,Activation
0.944173551,1123.015577,1075.732767,180,62.22748222,388.0304778,2368.802056,65.73183278,353.0980944,2465.984444,4,0
0.997748991,999.3757937,749.2232449,208,70.6702726,435.232101,2409.707885,77.10520337,274.9617764,2365.168173,4,0
1.001730409,1079.508515,824.0693366,199,66.39046683,438.1802588,2372.016332,71.17801457,246.522402,2280.967337,4,0
0.961557306,1062.809732,957.2941493,249,67.31516546,412.8836627,2428.616064,68.03071727,316.7571165,2338.10506,4,0
0.969357241,998.8841071,967.6232617,66,67.44329697,402.0499545,2279.653485,71.00423182,309.6656212,2589.497576,4,0
0.979961043,895.0907431,840.924575,168,73.62266369,398.0555774,2308.172679,75.82491429,320.041494,2475.085298,4,0
0.981708732,1018.314988,1008.965093,250,72.3513392,455.6230972,2541.48392,72.8805264,400.30418,2670.6932,4,0
0.97733124,1152.339618,971.0635763,193,64.01510415,413.2476425,2509.335907,71.40505337,355.7901088,2533.580155,4,0
0.992178621,1111.481208,968.7259951,260,65.41852769,425.1435577,2448.507615,69.20221154,304.7371262,2484.271192,4,0
0.975257578,941.2968576,885.9495772,232,71.54416767,398.3052069,2360.324569,72.67866638,287.5302233,2502.066897,4,0
0.985838083,1076.170675,1103.775006,249,67.21870241,433.5941165,2426.887149,66.0857755,370.2117671,2556.698514,4,0
0.997180045,855.2605169,1030.180807,278,75.10982626,397.7316367,2279.231511,71.27821906,403.5159964,2654.634281,4,0
0.995008051,1016.399302,806.7545132,205,70.40853951,472.673039,2360.278439,74.3787639,244.4380298,2468.904829,4,0
1.067991803,692.3605005,659.3239212,86,78.06949535,371.1644419,1885.67,77.55531628,220.6455767,2152.800116,5,1
1.002189339,845.5444261,444.9634791,95,73.58994,375.1682105,2174.545579,79.93405895,140.6451411,1658.176211,5,1
1.004211885,880.8405217,681.5343512,62,70.26335,341.7967742,2164.133548,79.05193548,223.3563548,2406.898065,5,1
1.028610619,618.6282656,572.0968718,77,77.66802727,343.7662468,1588.181429,76.50266623,195.7937195,1794.287662,5,1
1.017693449,903.3090165,614.7229978,115,70.07529739,368.1551913,2205.112696,79.52977043,207.8097939,2196.856783,5,1
0.964724935,789.8983502,538.4492419,117,71.45770855,320.1868872,1979.484359,79.94238718,169.9080966,1984.54,5,1
1.045637848,703.3616274,410.4262021,34,81.39704118,386.3759706,2123.432353,80.2341,116.0740088,1601.066765,5,1
1.029126843,886.0307417,488.5890476,119,75.28937731,413.4608319,2378.633613,82.3663084,165.4466597,2002.56,5,1
1.009015656,762.511828,464.4577047,96,74.2736375,336.8819406,2019.162604,79.67917708,135.0733604,1765.417396,5,1
0.995650183,838.7758784,584.3883959,113,71.71433717,342.0837257,2125.476991,74.88347434,165.2009708,1823.610354,5,1
1.054327848,694.8027552,544.2207183,116,76.01575862,346.9708103,1809.000862,78.40494655,177.2836629,1858.645957,5,1
1.004165192,776.4920724,579.882207,90,74.03656889,334.7819889,2058.271,76.26282222,183.0415667,1863.612333,5,1
1.045092015,760.4853079,490.3481823,111,74.22919459,364.8078739,1930.742883,79.26358559,158.7124676,1777.557477,5,1
1.027968401,765.8509424,561.1575896,118,73.67145254,342.0685424,1989.996102,78.3577339,176.3298492,1958.782458,5,1
1.054355538,706.3821834,617.1366708,94,77.33941064,377.3638085,1851.416489,76.19099787,178.7324787,2058.387553,5,1
0.905261355,851.7314649,871.0325398,128,72.99701719,368.0688906,2207.816016,72.23995156,284.9570703,2387.463906,5,1
1.012944303,764.6461291,670.0476532,130,74.27624769,339.0706846,2036.038385,74.93015923,208.4710623,2048.091077,5,1
0.970919344,1117.372929,422.6138391,110,60.63603818,331.0164755,2352.400182,82.84877909,150.3343073,1706.810909,5,1
1.037741196,755.1848871,531.1109166,93,71.31819247,344.2837204,1800.575806,79.54713011,172.1619247,1927.846774,5,1
