Norm_RR,NADH_tm,FAD_tm,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Activation,Donor,Cell_Type
0.943177854,1214.280481,605.3130151,58.20767385,374.1839231,2387.349385,77.94926769,154.5125692,2208.725231,0,1,0
1.044014726,1253.241215,623.9696996,56.048955,378.9240375,2373.800875,78.95695875,177.35829,2328.428875,0,1,0
1.028163415,1300.093688,738.7593402,52.35524231,357.9160769,2336.766731,75.55141538,180.7588269,2469.628846,0,1,0
1.135675638,1407.876885,726.6298587,43.45937273,333.4025,2238.193182,75.01329091,235.8700091,2193.447727,0,1,0
0.950476018,1213.729831,698.8127707,56.15576598,324.3783402,2348.92299,76.68111134,186.4000557,2386.140619,0,1,0
1.171903507,1067.38859,459.6054042,66.08706667,460.1079583,2267.102917,83.07956667,170.4096125,1889.483333,0,1,0
1.122064076,1584.963467,827.786813,47.51088235,441.8046471,2618.540588,70.75931373,178.5036059,2430.396275,0,1,0
1.087441301,1242.825315,903.7799761,58.4716,391.3735385,2447.793077,76.38382308,441.5893846,2442.506923,0,1,0
1.140579827,1085.133405,705.1651247,60.23803077,312.7748462,2256.503846,75.33247692,184.8813846,2304.256923,0,1,0
1.032143675,1161.201181,676.0781564,60.36170909,391.8641818,2335.197273,75.89967727,209.7925455,2155.578182,0,1,0
0.981534855,1310.199058,555.0995934,49.79751818,373.6207677,2243.51202,81.93139697,147.6149192,2415.708889,0,1,0
1.232654653,1329.68012,550.0084146,60.39133913,503.6493478,2590.601739,80.40226522,212.493,1964.537391,0,1,0
1.021482809,1409.52611,709.7158389,52.69961373,474.5561569,2451.303333,78.67134706,187.0100392,2685.288039,0,1,0
1.148455959,1151.89897,628.718741,59.18293636,341.6696364,2330.272727,81.47653636,195.1849091,2559.439091,0,1,0
1.119426591,1479.464462,461.3249065,47.70330606,438.9011212,2429.639091,83.51767879,116.513197,2209.41,0,1,0
1.099699586,1310.395991,868.8528625,55.08263182,460.1173182,2356.048182,70.17448636,238.0311364,2367.421818,0,1,0
1.087806744,1525.414162,698.8711334,48.55881048,418.8688145,2569.414516,77.05178548,188.3014685,2403.97379,0,1,0
0.886617007,989.0364235,887.591092,67.05016061,317.7096061,2359.563333,74.62645758,310.8266667,2615.481515,0,1,0
0.979556325,1366.830673,612.8298637,55.48194719,448.4545618,2518.503371,80.15259213,185.2846225,2352.573483,0,1,0
0.948202513,1497.758878,687.3519267,63.796765,736.14075,2911.664,76.52325,179.0804,2331.7855,0,1,0
0.729520791,1371.730771,716.0525418,57.02977887,455.4280141,2609.301408,76.09683239,212.6885944,2325.157746,0,1,0
1.116613229,1374.166594,560.5963781,60.04963333,552.0128333,2643.208333,77.81926667,156.0061667,2039.116667,0,1,0
0.742936891,1407.985288,672.5891101,57.24689341,489.0546703,2666.675604,76.74277033,151.3648165,2394.41978,0,1,0
0.883724877,1388.67205,654.0127455,50.26301754,381.3512632,2416.875965,77.07894386,174.1833596,2285.593684,0,1,0
0.974629773,1490.433303,640.6715722,55.48699091,512.1437045,2746.279545,78.62169545,169.04335,2373.694091,0,1,0
1.000725283,1507.880586,658.4459365,60.13807,687.838,2841.17625,78.620615,193.0000875,2394.3655,0,1,0
0.89642797,1357.854444,590.0228762,51.64005844,369.359,2427.245455,81.64038182,190.6544805,2359.873377,0,1,0
0.863798506,1411.35551,673.9290042,51.90468333,424.4286296,2483.227778,77.31905,197.0197611,2295.423519,0,1,0
0.936813952,1375.976917,685.6694975,54.24747541,414.2319344,2540.993607,77.54839836,192.8121295,2403.614918,0,1,0
1.122550337,1271.816245,691.5140859,55.526105,389.744175,2375.1745,81.10524,250.1659275,2604.7295,0,1,0
1.002617544,1306.646477,650.1290143,51.39544,392.5432,2288.086,76.43352,154.5938,2274.578,0,1,0
0.990310647,1288.613446,722.3701658,54.44806747,400.8213133,2370.36253,77.15617349,218.4428361,2437.699277,0,1,0
0.984394831,1259.589707,558.5568325,59.75750588,439.627,2483.413529,82.16748235,132.8796353,2519.832941,0,1,0
0.998337058,1287.078135,677.1658921,55.38708571,405.5166429,2391.843673,78.05676633,188.9420469,2426.287041,0,1,0
1.035586866,1214.324521,1236.611253,56.1531,317.1,2367.38,79.8651,783.841,3032.345,0,1,0
0.72138937,1305.076194,786.4938276,51.43710323,379.2623871,2289.226774,71.57539355,191.6717097,2303.163226,0,1,0
0.982778012,1402.150578,830.5192488,54.01322667,503.5977167,2463.704833,76.57878167,275.44681,2653.217,0,1,0
0.981638796,1119.844514,803.2250956,60.39141111,311.6412222,2352.216667,76.92734444,254.9275556,2680.305556,0,1,0
1.023807433,1681.099688,541.7761024,57.06366364,758.3307273,2977.717273,82.74440909,162.0048818,2360.791818,0,1,0
0.974168926,1238.953412,622.5424468,53.36245778,302.3356222,2306.804,78.91216,176.6965111,2286.825111,0,1,0
0.891043841,1510.369562,592.5021983,64.298425,769.5445,2878.0625,75.0403,120.47245,2055.49,0,1,0
0.959172507,1487.312075,596.8133678,51.8457814,500.8232093,2567.983721,78.9054093,183.5620233,2155.777907,0,1,0
0.938415287,1309.103863,825.8737743,57.66159474,524.2222105,2402.083684,74.95477368,237.2953684,2616.118421,0,1,0
1.071254771,1258.759669,429.9309714,63.0811,448.311,2645.15,86.60123333,97.18526667,2587.263333,0,1,0
1.0011423,1195.562195,803.9458014,69.66212647,579.2595294,2621.460588,71.49330588,213.0458529,2349.103824,0,1,0
1.049288549,1353.006644,659.8211722,60.9608,442.2156667,2777.385556,79.93874074,172.6645926,2600.264444,0,1,0
0.961641037,1354.666891,720.9825756,57.8805375,479.4441875,2561.68125,78.984125,256.72875,2482.849375,0,1,0
1.120066997,1249.667285,779.6884114,58.010725,456.0522917,2353.954167,74.55097083,258.5962917,2323.03875,0,1,0
0.969876161,1049.880424,548.638196,60.4674,270.256,2246.392,79.82038,135.439,2194.614,0,1,0
0.953662066,1288.381009,624.4487115,54.09802,312.5965333,2442.34,78.79045333,193.9852667,2274.046667,0,1,0
0.969799806,1248.865718,852.2165012,62.607812,495.83016,2583.8548,79.465328,390.3956,2675.3568,0,1,0
1.226569927,999.654784,785.7308057,61.019,287.741,2114.02,75.6114,309.5864667,2310.46,0,1,0
0.745079339,1213.22766,821.6504587,57.36542923,368.6825538,2353.487385,71.82836615,184.6125338,2452.134923,0,1,0
1.002832753,1418.722306,780.2749186,50.9015122,380.6111463,2499.558049,72.23904878,208.4663537,2299.746341,0,1,0
1.106160508,1221.354807,760.5437743,57.76701667,420.7656667,2317.718333,76.52526667,290.4471667,2310.555,0,1,0
1.193360261,1223.909714,585.5614889,63.1795,434.3061429,2578.7,80.13334286,175.9945286,2289.968571,0,1,0
0.708420291,1265.275991,680.1496905,56.020525,363.9602692,2424.480577,74.71851923,172.29125,2184.187308,0,1,0
0.718238283,1262.032677,739.8532028,53.94866,340.428625,2345.62825,74.21336875,181.0670313,2349.826063,0,1,0
1.162730923,1088.38009,599.8733175,68.71066087,465.5285978,2450.45163,81.54568587,238.358337,2215.696413,0,1,0
0.881941863,1241.113782,873.7538154,55.81690794,300.1475238,2438.358571,69.07718254,233.3374127,2308.606032,0,1,0
0.988669848,1356.379614,953.3637235,53.51333529,328.8375294,2542.108235,68.70727647,288.9382882,2417.342353,0,1,0
0.786355463,1222.489392,686.2199451,60.50696905,370.5175714,2539.56,79.4450619,244.5611429,2409.628571,0,1,0
1.085228703,1225.690087,686.1993588,62.84504167,384.996,2651.61,74.37441667,195.9670417,2115.3275,0,1,0
1.270330747,1179.974436,537.012762,58.310325,317.841,2385.7775,79.017825,155.64485,1996.28,0,1,0
1.187077989,1210.055334,653.6962666,61.34329333,459.2296,2404.166667,77.51016667,220.4712667,2161.071333,0,1,0
1.156045565,1471.614235,518.8398972,55.825725,520.0035,2675.03,78.8487,142.06895,1913.08,0,1,0
1.07217261,1133.230621,663.2531088,59.43015667,301.2014667,2356.124,77.91939667,199.2732667,2303.059333,0,1,0
1.006743775,1403.372521,803.605339,51.48137907,355.158093,2515.499767,73.88293721,182.4119023,2577.041628,0,1,0
1.065555943,1478.622221,739.9587407,44.56894179,355.9179403,2382.459104,73.90978358,181.0361269,2328.394328,0,1,0
1.068837139,1116.119394,808.741615,64.20646383,342.4311915,2505.425106,71.84658085,208.3166383,2345.195745,0,1,0
1.242716029,986.3401755,550.9605718,67.86157193,397.1908947,2233.952456,83.8415614,254.8428333,2156.136842,0,1,0
1.066001248,1556.073408,909.4874627,49.6619,454.0349231,2644.763077,70.10007692,250.4405385,2455.544615,0,1,0
1.111805301,999.3578096,813.4756814,61.8453375,222.6225625,2260.71375,71.9313375,206.3690896,2364.697917,0,1,0
1.04740099,1269.826898,817.6723893,50.34343636,335.5692727,2217.666364,71.60777273,175.6763364,2455.305455,0,1,0
0.960958354,1247.006979,570.578893,56.39028077,331.2039038,2436.249231,78.55005769,147.3931846,2134.139231,0,1,0
0.96293761,1321.972917,798.4443166,51.39575484,431.0442903,2267.189677,75.38783871,217.7774613,2618.187097,0,1,0
1.004058184,1413.13957,878.0899984,51.02038814,387.8557288,2481.635424,72.76847627,273.5205763,2537.295932,0,1,0
0.934583902,1238.670356,870.4267638,60.81328,379.0201714,2578.636571,69.82978,239.7440629,2333.039714,0,1,0
0.883417928,1271.210955,684.6538877,56.8038,379.05475,2448.3075,79.5055,204.958,2550.108333,0,1,0
0.847842459,1211.096777,960.9069968,54.85778824,338.2359632,2277.348603,68.22417206,250.2357941,2495.236765,0,1,0
1.083039071,1400.03059,539.9070846,56.38570294,522.3970882,2542.865588,78.57852941,145.9824941,1982.010294,0,1,0
1.140039888,1332.958342,723.049481,51.13891,324.16225,2390.8025,77.01583,226.97505,2388.494,0,1,0
1.032945256,1101.865063,803.2744316,61.66495263,326.9096316,2351.739737,74.26309211,277.2321316,2331.677632,0,1,0
0.869687447,1199.083971,778.3337147,56.56163571,303.3245179,2363.696607,74.42149821,227.1085179,2384.79125,0,1,0
1.150796611,1397.772926,844.9218647,49.37050714,397.5488571,2373.631429,73.7274,296.8072143,2413.661429,0,1,0
0.781678439,1369.08144,887.5563448,53.88453875,365.1578625,2545.828875,69.79290875,238.68325,2393.057875,0,1,0
1.154102114,1552.509982,570.4329986,40.55126667,429.3223333,2320.053333,79.54486667,182.0856667,2086.453333,0,1,0
1.194720812,1098.774103,667.9452946,64.20530921,390.5612368,2369.4125,77.8112,283.8892039,2069.232237,0,1,0
0.760095377,1345.908008,787.5021934,53.33812737,395.2987684,2436.825158,72.25686737,180.6293474,2368.695263,0,1,0
0.791063556,1297.134493,779.4827966,56.072308,422.66548,2416.4804,73.397252,181.38908,2431.7892,0,1,0
1.186601228,1275.799787,691.341432,55.0809,271.078,2508.448333,75.91931667,201.4576667,2258.548333,0,1,0
0.992939072,1343.361501,581.8751642,55.828525,467.7152619,2462.340952,77.47384881,146.4068298,2060.320833,0,1,0
1.096944006,1507.831751,759.3747657,53.31511429,544.3635714,2612.19,73.06028571,158.7321429,2397.405714,0,1,0
0.971367734,1366.14132,930.0461265,52.29067931,387.383931,2456.407931,66.43461207,221.6976517,2343.136897,0,1,0
1.144316082,1321.232532,488.7928994,54.5591875,372.939325,2464.548,81.316205,157.6463525,1940.2645,0,1,0
0.773030692,1565.971881,694.1775177,50.449752,477.78404,2684.9368,74.420056,157.869108,2256.964,0,1,0
1.103107156,1260.307782,744.1168755,59.47582759,389.901931,2543.273448,73.86934483,171.9616052,2369.086034,0,1,0
0.92539192,1400.993058,843.7669084,50.31712989,338.7851724,2478.134253,71.03063103,188.3465184,2455.923793,0,1,0
1.177019515,1190.298089,689.2057599,58.95224,293.852,2479.546,77.61244,211.666,2363.086,0,1,0
0.895704183,1447.96813,737.8005736,56.11773143,477.4142857,2694.424286,75.46613143,202.2713257,2388.795714,0,1,0
0.806615237,1249.001829,806.1239566,54.05394375,343.0582917,2317.869167,74.01195625,223.59375,2466.311458,0,1,0
1.083966051,1097.468842,743.6387626,58.785575,272.14125,2277.533125,76.03261875,253.4472563,2313.0025,0,1,0
0.822236032,1286.935276,947.6102711,53.74317917,372.2710833,2353.42375,67.17563333,227.1628542,2429.472917,0,1,0
0.9031675,1318.633908,663.5666317,53.68998,380.1356,2425.568,79.502005,208.28135,2447.4715,0,1,0
1.002802788,1348.754146,657.4263629,52.85839737,386.5767632,2427.969211,77.03866316,158.93235,2343.446316,0,1,0
0.97465882,1364.895069,984.8838049,52.82823906,346.8681719,2506.474531,67.34779531,276.1156875,2479.821875,0,1,0
0.903594518,1245.394424,1083.090615,56.27979245,363.5834151,2374.00434,63.88270755,294.8220755,2482.477547,0,1,0
1.142102109,829.0809814,614.5217903,76.72851311,407.7970082,2212.993852,79.53766967,209.6608607,2200.026557,0,1,0
1.021945736,1252.123202,862.5036947,59.2154597,394.7080448,2503.473881,71.1287194,257.0150299,2363.882537,0,1,0
0.904600485,1353.016511,844.2578785,49.38907091,372.1588909,2311.137455,73.18302182,249.4802727,2505.703273,0,1,0
0.963189895,1339.598429,796.9501903,56.25040137,413.0718493,2540.669589,71.27266027,207.6542329,2279.081096,0,1,0
0.911246268,1195.969374,918.8180323,56.96713529,324.7762941,2351.127353,70.30935294,337.9855882,2355.632353,0,1,0
0.879923601,1161.130585,908.5523733,57.96401316,334.7531842,2303.641316,70.64553421,240.7678421,2521.565,0,1,0
1.031538278,1469.611064,764.207675,50.03528413,455.7632698,2490.537619,75.58784127,202.1495524,2495.138413,0,1,0
1.086629286,1371.856941,653.6478378,55.81452245,401.3066735,2615.241429,77.39858163,170.6182102,2313.689184,1,1,0
0.913133341,1076.628043,786.9033018,62.96453649,308.5227027,2385.419459,71.25232027,230.6532703,2184.591351,1,1,0
1.179277998,1104.499179,678.3281582,66.8033625,434.6925833,2453.73375,79.01477917,310.9292083,2087.129583,1,1,0
1.286282207,1242.586276,558.191193,58.97060294,445.4239412,2389.415,80.87363529,184.1605,2145.857059,1,1,0
1.146469314,1534.792332,409.9108512,44.49116667,460.1526667,2396.123333,82.53543333,103.94,1857.853333,1,1,0
1.265341136,861.9861935,491.4082713,75.97698333,418.2593889,2268.457778,80.77408889,160.0345222,1931.533333,1,1,0
1.14243788,922.1582687,689.3422542,72.27123153,408.323982,2264.431441,75.11585225,242.9905459,2048.211441,1,1,0
1.164757207,918.7757483,567.1151842,71.91579474,411.1738947,2220.154211,78.17907895,207.3055421,1875.168421,1,1,0
1.19906106,1225.58178,705.5244402,60.08180972,456.5568194,2384.505278,77.84334306,247.50625,2322.8975,1,1,0
1.299660763,800.0844933,616.3143415,79.28069767,426.4902791,2233.128837,78.1208093,236.2890465,2004.456047,1,1,0
1.196792635,1083.398464,720.8487389,68.56339828,452.2022931,2470.28069,79.64025862,310.8514828,2363.616034,1,1,0
1.269183514,1222.849495,561.9701936,60.827225,405.19075,2493.08,82.163925,258.355225,1943.2775,1,1,0
1.187177258,1375.566805,532.7233561,57.33819902,461.4698137,2606.886176,80.48236667,202.8431686,1905.884216,1,1,0
1.204405943,1234.597946,527.9836244,64.093,473.9778571,2592.982857,80.77224286,180.3072857,1996.615714,1,1,0
1.203211756,965.7423705,718.155705,77.85505,502.23975,2600.3305,78.30158,288.366,2315.8925,1,1,0
1.251792661,1073.165406,550.3348416,67.9716875,443.830625,2414.66875,80.1214625,190.76225,2021.374375,1,1,0
0.801648592,1149.516097,695.4886742,58.97383043,380.025087,2261.144493,74.21553768,153.9117652,2264.930725,0,2,0
1.142064818,1242.351538,440.4371686,53.71761765,306.4279706,2337.934118,85.60751471,138.4817765,2281.197647,0,2,0
0.975916664,1675.6664,700.4388576,48.16636613,608.0762742,2690.672903,75.83457419,164.9747645,2381.139516,0,2,0
1.02242582,1542.688312,677.2634486,49.30656739,443.5045217,2625.188261,75.91485435,194.0450739,2216.188043,0,2,0
0.892220447,1545.587417,587.057047,49.63960488,557.6382073,2542.301098,78.64538902,132.9589634,2266.296341,0,2,0
0.729774755,1336.254629,605.8612928,57.88788696,540.0807826,2479.744783,77.73020435,133.1151739,2259.485217,0,2,0
0.804466133,1516.535397,522.3684447,55.14731333,563.4581333,2771.624667,82.58012,130.8291333,2378.486667,0,2,0
0.682040108,1163.319837,508.7924414,57.98272609,335.7127391,2306.615652,81.53333478,134.4520435,2163.162609,0,2,0
1.006296941,1758.456312,544.5638394,48.58934286,615.691449,2910.516939,81.21539592,159.5570245,2243.209184,0,2,0
1.029363381,1013.227297,585.4467164,67.59626615,411.0926,2299.204,77.77577385,196.5717677,1961.877538,0,2,0
1.112319561,1485.750617,384.8918797,57.7612775,550.929525,2805.95425,87.53554,119.638515,2260.776,0,2,0
0.835180886,907.1510737,267.0316183,72.59872609,328.3671652,2457.155435,89.87066304,57.43525652,2126.081087,0,2,0
1.061731608,1498.63928,565.4361753,48.02689798,441.8784242,2482.415657,79.76355758,128.4195798,2261.704242,0,2,0
1.065414092,1061.212688,478.6980741,67.90011976,456.0012455,2353.161916,81.94145629,161.4696647,1919.450898,0,2,0
1.016903305,1422.025575,425.9674491,52.09312117,373.9503358,2567.515474,84.35778686,95.55656131,2211.626496,0,2,0
0.953773699,1551.301852,570.0790624,51.22526558,524.1386818,2640.673247,79.46847532,133.5886253,2260.065649,0,2,0
0.798820984,1522.035937,674.9592547,46.793338,425.0081333,2492.1518,76.64495733,129.7056407,2461.333533,0,2,0
0.945028009,1360.824069,495.014141,56.89831827,483.6086442,2540.544327,80.06410481,106.2682702,2047.127692,0,2,0
1.011745367,1314.743803,551.3601156,53.66112077,382.9088385,2403.789308,80.55694462,135.3450069,2277.019462,0,2,0
1.061328178,1377.589242,498.2623682,51.87851827,349.9937308,2496.965769,81.30963077,142.6459875,2064.296923,0,2,0
0.918047609,1433.368521,478.031331,47.44868631,370.611631,2394.020119,81.507925,106.4992964,2110.590655,0,2,0
0.882938595,1294.494695,532.6463608,56.21139273,353.9079636,2505.344818,81.63050727,122.2494909,2355.990273,0,2,0
0.980073676,1190.95415,485.1116443,59.79511543,426.5597037,2333.775309,80.83323333,138.0667981,1948.596173,0,2,0
0.891290873,1324.328974,631.2739051,52.75112436,355.1943077,2412.195962,77.74767244,145.0254365,2333.187179,0,2,0
0.789423104,1081.545716,546.4904733,60.18467213,296.1026393,2275.400164,80.50594754,137.9642557,2237.021639,0,2,0
0.931794417,1404.078212,623.0927884,52.44474551,448.0878652,2476.824045,78.3728736,140.614932,2374.590449,0,2,0
1.141384476,1462.450031,437.62382,48.0590319,382.2937239,2473.824847,85.55308712,127.7840718,2253.571104,0,2,0
1.103183477,965.670992,554.7968313,70.29275739,413.8661136,2273.457159,79.55542955,172.2320483,2052.441591,0,2,0
1.056025009,1391.761697,445.6981643,55.40996635,379.9234038,2658.274712,83.11617308,103.6442673,2130.450769,0,2,0
1.096911869,1222.141274,363.7304433,57.54161765,380.5460588,2388.464118,89.0659,111.0631412,2437.005882,0,2,0
1.057079105,1034.094875,517.5125362,69.63620696,426.0481646,2443.162468,81.84670506,159.9702449,2163.769747,0,2,0
1.103701128,1163.848409,294.9335971,61.42736667,350.3636667,2465.767333,87.78038667,73.82709333,1907.969333,0,2,0
0.926202071,1308.467701,549.685074,51.98406078,317.8918431,2384.460327,79.79932288,139.8512908,2180.162484,0,2,0
0.997439852,1515.021083,617.7524371,48.07631339,417.7969509,2548.066741,79.49599643,151.5350594,2433.858884,0,2,0
1.098491696,1341.637532,480.8872838,55.85393947,383.0797193,2568.959825,84.8038193,126.7717167,2456.808684,0,2,0
0.881975155,1300.957771,595.6794466,54.18387652,361.7235043,2423.641739,78.97782174,136.0620696,2349.753739,0,2,0
1.037241662,1431.332408,502.5383482,54.06790603,455.1195431,2595.468966,80.66936121,128.953519,2062.015603,0,2,0
0.99475617,1454.653134,652.8961896,50.64366046,432.5469049,2517.028669,76.6673924,156.9393475,2293.470798,0,2,0
1.098792871,899.4248461,504.294558,73.13614353,431.8197629,2176.831552,82.80169914,154.3770754,2183.277716,0,2,0
1.092419282,1357.240945,505.9086165,58.922645,449.0865833,2681.0875,82.538165,145.7859667,2181.303333,0,2,0
1.116358657,910.1310432,521.3213079,73.80301188,425.2160941,2277.698911,83.48322624,189.985,2221.781931,0,2,0
0.904133152,1308.984444,545.8483156,57.28274715,398.842374,2540.954715,79.30997236,123.2533577,2169.399512,0,2,0
1.060907584,1681.859316,643.3178988,56.48588824,669.2886765,3056.159118,78.99847647,202.8262941,2307.080294,0,2,0
0.922378022,1320.326473,613.0632087,53.43825082,376.7681311,2409.988197,78.05967459,136.4728828,2307.456557,0,2,0
0.833094249,1664.616039,776.9350607,50.24131176,713.008,2635.993529,70.19910294,163.6166176,2222.880882,0,2,0
1.136875232,1307.23696,537.1718271,58.32054667,429.4998667,2563.768,82.52733333,209.62538,2068.758667,0,2,0
1.04914523,1531.061315,728.7986901,48.23953684,428.0714211,2561.737368,77.83111579,265.1692053,2369.392632,0,2,0
0.891393966,1395.794702,722.0247683,59.14565,501.9623125,2709.634375,74.87724375,213.3045625,2255.479375,0,2,0
0.949654825,1607.104192,612.999121,46.78953115,509.2301803,2587.048197,77.84797459,163.9988516,2188.847459,0,2,0
1.004404913,1734.097063,641.6773468,53.92059714,693.7529143,3012.934,79.02986,192.8353943,2311.390857,0,2,0
1.024742746,1488.828944,574.2782064,51.84445,522.8225093,2546.674352,80.65364815,172.6734713,2237.888241,0,2,0
1.020805717,1256.02965,563.4089166,58.11345403,430.6044435,2409.30121,80.17881129,182.0333581,2119.53629,0,2,0
1.107202329,1491.575971,471.1409572,57.04269714,520.0299714,2827.107714,87.53895429,209.8275971,2332.135143,0,2,0
0.969566531,1447.105814,591.8852549,51.66455526,468.2653553,2510.143816,79.96356053,188.1127921,2208.278947,0,2,0
1.073300532,1160.301022,542.5769763,60.80151154,305.1225128,2483.250128,83.56489359,216.4253513,2201.803718,0,2,0
1.058204029,977.8945231,590.0622386,69.4679709,453.4809841,2168.985979,81.76185714,238.9333233,2181.058889,0,2,0
1.04046732,1102.047701,530.6085147,67.10736601,470.2990065,2408.507647,81.07231895,161.6897039,2117.492418,0,2,0
1.041411107,1532.130541,542.3296968,47.83117158,506.9115789,2494.729789,82.88138211,191.6083547,2224.192737,0,2,0
1.059362518,1003.076529,595.1741931,71.04487283,444.611422,2379.444566,79.0341711,195.2610746,2108.716647,0,2,0
1.055191523,937.8051195,550.6322474,72.37084872,430.4042051,2267.520923,81.67945128,197.4429,2147.660872,0,2,0
1.061591372,1378.705886,593.2704491,53.04162609,385.50775,2507.809457,81.61924565,192.8871402,2363.815326,0,2,0
1.105248384,996.1509881,501.054701,65.48853511,395.235117,2141.701489,81.70381702,163.9863936,2023.009255,0,2,0
