,0
FAD_t1,41.487774725971796
FAD_tm,15.005829142734543
NADH_tm,13.110713840695665
NADH_t1,8.62497842814675
Norm_RR,5.624897967213955
FAD_a1,5.61430574958304
NADH_a1,4.809784971818833
NADH_t2,3.591555209274459
FAD_t2,2.130159964560966
